        T    Average data
     300.0     10.8926     10.8913     10.8921   1292.1764
     873.0     10.8928     10.8913     10.8922   1292.2049
    1273.0     10.8928     10.8913     10.8922   1292.2115
    1673.0     10.8929     10.8913     10.8922   1292.2150
  Infinite     10.8930     10.8912     10.8921   1292.2265
