
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.35161501297125      eV
 Composition: x =   0.93750000000133138     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.412650E-13    0.412650E-13
  1      1       16           -61809.52206      -61059.17044    0.155183E-11    0.969893E-13
  2      1       48           -62559.91747      -61059.21424    0.136348E-10    0.284059E-12
  2      2       24           -62559.92649      -61059.22326    0.850542E-11    0.354392E-12
  2      3       48           -62559.93679      -61059.23356    0.218992E-10    0.456234E-12
  3      1       48           -63310.31227      -61059.25742    0.393295E-10    0.819365E-12
  3      2       32           -63310.31342      -61059.25858    0.269739E-10    0.842936E-12
  3      3       96           -63310.32148      -61059.26663    0.986032E-10    0.102712E-11
  3      4      192           -63310.33108      -61059.27624    0.249597E-09    0.129999E-11
  3      5       96           -63310.33003      -61059.27518    0.121610E-09    0.126677E-11
  3      6       48           -63310.32923      -61059.27439    0.596334E-10    0.124236E-11
  3      7       32           -63310.36223      -61059.30739    0.893306E-10    0.279158E-11
  3      8       16           -63310.29084      -61059.23600    0.775063E-11    0.484415E-12
  4      1       12           -64060.69708      -61059.29062    0.221992E-10    0.184993E-11
  4      2      192           -64060.71656      -61059.31010    0.572887E-09    0.298378E-11
  4      3      192           -64060.71491      -61059.30844    0.550078E-09    0.286499E-11
  4      4       96           -64060.72606      -61059.31960    0.361635E-09    0.376704E-11
  4      5       24           -64060.72769      -61059.32123    0.940884E-10    0.392035E-11
  4      6       96           -64060.73540      -61059.32894    0.454799E-09    0.473749E-11
  4      7       48           -64060.73390      -61059.32744    0.219173E-09    0.456610E-11
  4      8       96           -64060.71444      -61059.30798    0.271932E-09    0.283263E-11
  4      9      192           -64060.73261      -61059.32615    0.849358E-09    0.442374E-11
  4     10       96           -64060.75440      -61059.34794    0.724733E-09    0.754930E-11
  4     11       96           -64060.75643      -61059.34997    0.761779E-09    0.793519E-11
  4     12       96           -64060.72217      -61059.31571    0.328718E-09    0.342415E-11
  4     13       96           -64060.69587      -61059.28941    0.172425E-09    0.179609E-11
  4     14       96           -64060.72462      -61059.31816    0.349091E-09    0.363636E-11
  4     15       96           -64060.73338      -61059.32692    0.432725E-09    0.450755E-11
  4     16      192           -64060.74358      -61059.33712    0.111153E-08    0.578923E-11
  4     17       48           -64060.73462      -61059.32816    0.223046E-09    0.464678E-11
  4     18       24           -64060.74005      -61059.33359    0.127421E-09    0.530921E-11
  4     19        8           -64060.70845      -61059.30199    0.195625E-10    0.244531E-11
  4     20        4           -64060.71469      -61059.30823    0.113985E-10    0.284964E-11
  4     21       12           -64060.72936      -61059.32290    0.490141E-10    0.408451E-11
  4     22        8           -64060.80941      -61059.40295    0.232875E-09    0.291094E-10
  5      1       96           -64811.10732      -61059.34925    0.748403E-09    0.779587E-11
  5      2      192           -64811.12798      -61059.36990    0.248458E-08    0.129405E-10
  5      3       48           -64811.11935      -61059.36127    0.502647E-09    0.104718E-10
  5      4      192           -64811.11591      -61059.35783    0.184768E-08    0.962335E-11
  5      5       96           -64811.13305      -61059.37498    0.140705E-08    0.146567E-10
  5      6      192           -64811.14693      -61059.38885    0.395526E-08    0.206003E-10
  5      7       96           -64811.14333      -61059.38525    0.181041E-08    0.188584E-10
  5      8       96           -64811.11657      -61059.35849    0.938946E-09    0.978068E-11
  5      9       96           -64811.15908      -61059.40100    0.266442E-08    0.277543E-10
  5     10      192           -64811.12358      -61059.36551    0.223067E-08    0.116181E-10
  5     11       96           -64811.15460      -61059.39652    0.238703E-08    0.248649E-10
  5     12       96           -64811.13429      -61059.37622    0.145051E-08    0.151095E-10
  5     13       48           -64811.09652      -61059.33844    0.287064E-09    0.598051E-11
  5     14       96           -64811.09885      -61059.34078    0.607979E-09    0.633312E-11
  5     15       96           -64811.10455      -61059.34647    0.699181E-09    0.728314E-11
  5     16      192           -64811.12491      -61059.36683    0.230443E-08    0.120023E-10
  5     17      192           -64811.13724      -61059.37917    0.311868E-08    0.162431E-10
  5     18      192           -64811.14338      -61059.38531    0.362553E-08    0.188830E-10
  5     19      192           -64811.14607      -61059.38800    0.387287E-08    0.201712E-10
  5     20      192           -64811.15355      -61059.39548    0.465299E-08    0.242343E-10
  5     21       96           -64811.14266      -61059.38458    0.178098E-08    0.185519E-10
  5     22       96           -64811.16473      -61059.40665    0.306042E-08    0.318794E-10
  5     23      192           -64811.12660      -61059.36853    0.240211E-08    0.125110E-10
  5     24      192           -64811.13486      -61059.37679    0.294194E-08    0.153226E-10
  5     25      192           -64811.15418      -61059.39610    0.472523E-08    0.246106E-10
  5     26      192           -64811.14948      -61059.39140    0.421061E-08    0.219303E-10
  5     27       96           -64811.13234      -61059.37427    0.138268E-08    0.144029E-10
  5     28       96           -64811.14099      -61059.38292    0.170961E-08    0.178085E-10
  5     29       96           -64811.10918      -61059.35111    0.783347E-09    0.815986E-11
  5     30       48           -64811.11499      -61059.35692    0.451678E-09    0.940996E-11
  5     31       48           -64811.12250      -61059.36442    0.543006E-09    0.113126E-10
  5     32       96           -64811.15092      -61059.39285    0.218112E-08    0.227200E-10
  5     33       96           -64811.15329      -61059.39522    0.231181E-08    0.240814E-10
  5     34       48           -64811.17400      -61059.41592    0.192098E-08    0.400204E-10
  5     35       96           -64811.20776      -61059.44968    0.879596E-08    0.916246E-10
  6      1       48           -65561.52021      -61059.41052    0.168249E-08    0.350520E-10
  6      2       96           -65561.51663      -61059.40694    0.308242E-08    0.321086E-10
  6      3       96           -65561.53725      -61059.42756    0.511106E-08    0.532402E-10
  6      4       96           -65561.55042      -61059.44073    0.706086E-08    0.735507E-10
  6      5      192           -65561.54507      -61059.43538    0.123859E-07    0.645098E-10
  6      6      192           -65561.52659      -61059.41690    0.787128E-08    0.409962E-10
  6      7      192           -65561.55623      -61059.44654    0.162844E-07    0.848145E-10
  6      8       16           -65561.58156      -61059.47187    0.252652E-08    0.157907E-09
  6      9       48           -65561.53048      -61059.42079    0.216450E-08    0.450938E-10
  6     10      192           -65561.50648      -61059.39679    0.480531E-08    0.250277E-10
  6     11       96           -65561.50926      -61059.39957    0.257212E-08    0.267929E-10
  6     12       32           -65561.53261      -61059.42292    0.152068E-08    0.475211E-10
  6     13      192           -65561.53638      -61059.42669    0.100065E-07    0.521172E-10
  6     14      192           -65561.55508      -61059.44539    0.158321E-07    0.824591E-10
  6     15      192           -65561.56568      -61059.45599    0.205349E-07    0.106953E-09
  6     16      192           -65561.52769      -61059.41800    0.808600E-08    0.421146E-10
  6     17      192           -65561.54578      -61059.43608    0.126013E-07    0.656320E-10
  6     18       64           -65561.54481      -61059.43512    0.410207E-08    0.640949E-10
  6     19      192           -65561.55339      -61059.44370    0.151917E-07    0.791236E-10
  6     20       96           -65561.56876      -61059.45907    0.110731E-07    0.115345E-09
  6     21      192           -65561.56988      -61059.46019    0.227654E-07    0.118570E-09
  6     22      192           -65561.54427      -61059.43457    0.121431E-07    0.632451E-10
  6     23      192           -65561.55311      -61059.44342    0.150855E-07    0.785704E-10
  6     24      192           -65561.57385      -61059.46416    0.250912E-07    0.130683E-09
  6     25      192           -65561.56475      -61059.45506    0.200722E-07    0.104542E-09
  6     26       96           -65561.58096      -61059.47127    0.149390E-07    0.155615E-09
  6     27      192           -65561.56031      -61059.45062    0.180010E-07    0.937553E-10
  6     28       96           -65561.53571      -61059.42602    0.492253E-08    0.512763E-10
  6     29      192           -65561.55869      -61059.44900    0.172983E-07    0.900954E-10
  6     30      192           -65561.55524      -61059.44555    0.158956E-07    0.827895E-10
  6     31      192           -65561.55868      -61059.44899    0.172932E-07    0.900689E-10
  6     32      192           -65561.56461      -61059.45492    0.200028E-07    0.104181E-09
  6     33       48           -65561.50632      -61059.39662    0.119650E-08    0.249272E-10
  6     34      192           -65561.52438      -61059.41469    0.745513E-08    0.388288E-10
  6     35       32           -65561.54198      -61059.43229    0.191370E-08    0.598030E-10
  6     36      192           -65561.51409      -61059.40440    0.579183E-08    0.301658E-10
  6     37       48           -65561.51811      -61059.40842    0.159797E-08    0.332910E-10
  6     38       96           -65561.51989      -61059.41020    0.333859E-08    0.347770E-10
  6     39       96           -65561.51745      -61059.40776    0.314506E-08    0.327611E-10
  6     40       96           -65561.52718      -61059.41749    0.399263E-08    0.415899E-10
  6     41       48           -65561.51654      -61059.40685    0.153781E-08    0.320378E-10
  6     42      192           -65561.54816      -61059.43847    0.133613E-07    0.695904E-10
  6     43       24           -65561.51377      -61059.40408    0.718353E-09    0.299314E-10
  6     44       96           -65561.52518      -61059.41549    0.380136E-08    0.395975E-10
  6     45      192           -65561.54372      -61059.43403    0.119809E-07    0.624005E-10
  6     46      192           -65561.55012      -61059.44043    0.140178E-07    0.730095E-10
  6     47       96           -65561.54490      -61059.43521    0.616731E-08    0.642428E-10
  6     48       96           -65561.55341      -61059.44372    0.759904E-08    0.791566E-10
  6     49       96           -65561.57079      -61059.46110    0.116391E-07    0.121241E-09
  6     50       48           -65561.53532      -61059.42563    0.243747E-08    0.507805E-10
  6     51       96           -65561.57028      -61059.46059    0.114955E-07    0.119745E-09
  6     52      192           -65561.57470      -61059.46501    0.256193E-07    0.133434E-09
  6     53       96           -65561.57929      -61059.46960    0.143393E-07    0.149368E-09
  6     54       48           -65561.57496      -61059.46527    0.644661E-08    0.134304E-09
  6     55      192           -65561.56311      -61059.45342    0.192815E-07    0.100425E-09
  6     56       96           -65561.57904      -61059.46935    0.142517E-07    0.148455E-09
  6     57       16           -65561.54741      -61059.43772    0.109309E-08    0.683182E-10
  6     58       48           -65561.51364      -61059.40395    0.143206E-08    0.298346E-10
  6     59       48           -65561.55833      -61059.44864    0.428645E-08    0.893010E-10
  6     60       96           -65561.60610      -61059.49641    0.276786E-07    0.288319E-09
  6     61      192           -65561.59742      -61059.48773    0.447350E-07    0.232995E-09
  6     62       96           -65561.62828      -61059.51859    0.476983E-07    0.496857E-09
  6     63       96           -65561.60348      -61059.49379    0.259536E-07    0.270350E-09
  6     64       48           -65561.61413      -61059.50444    0.168533E-07    0.351110E-09
  6     65       48           -65561.59121      -61059.48152    0.960330E-08    0.200069E-09
  7      1      192           -66311.94451      -61059.48320    0.400384E-07    0.208533E-09
