
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.42037429606557      eV
 Composition: x =   0.56250000000220113     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.114532E-03    0.114532E-03
  1      1       16           -61809.52206      -61059.10168    0.797198E-03    0.498249E-04
  2      1       48           -62559.91747      -61059.07672    0.129643E-02    0.270089E-04
  2      2       24           -62559.92649      -61059.08574    0.808712E-03    0.336963E-04
  2      3       48           -62559.93679      -61059.09604    0.208222E-02    0.433796E-04
  3      1       48           -63310.31227      -61059.05114    0.692138E-03    0.144195E-04
  3      2       32           -63310.31342      -61059.05230    0.474699E-03    0.148343E-04
  3      3       96           -63310.32148      -61059.06036    0.173526E-02    0.180756E-04
  3      4      192           -63310.33108      -61059.06996    0.439252E-02    0.228777E-04
  3      5       96           -63310.33003      -61059.06890    0.214014E-02    0.222932E-04
  3      6       48           -63310.32923      -61059.06811    0.104945E-02    0.218636E-04
  3      7       32           -63310.36223      -61059.10111    0.157208E-02    0.491274E-04
  3      8       16           -63310.29084      -61059.02972    0.136399E-03    0.852494E-05
  4      1       12           -64060.69708      -61059.01558    0.723082E-04    0.602568E-05
  4      2      192           -64060.71656      -61059.03506    0.186603E-02    0.971890E-05
  4      3      192           -64060.71491      -61059.03341    0.179174E-02    0.933195E-05
  4      4       96           -64060.72606      -61059.04456    0.117793E-02    0.122701E-04
  4      5       24           -64060.72769      -61059.04619    0.306468E-03    0.127695E-04
  4      6       96           -64060.73540      -61059.05391    0.148139E-02    0.154312E-04
  4      7       48           -64060.73390      -61059.05241    0.713898E-03    0.148729E-04
  4      8       96           -64060.71444      -61059.03294    0.885749E-03    0.922655E-05
  4      9      192           -64060.73261      -61059.05111    0.276656E-02    0.144092E-04
  4     10       96           -64060.75440      -61059.07290    0.236063E-02    0.245899E-04
  4     11       96           -64060.75643      -61059.07493    0.248130E-02    0.258468E-04
  4     12       96           -64060.72217      -61059.04067    0.107071E-02    0.111533E-04
  4     13       96           -64060.69587      -61059.01437    0.561628E-03    0.585029E-05
  4     14       96           -64060.72462      -61059.04313    0.113707E-02    0.118445E-04
  4     15       96           -64060.73338      -61059.05188    0.140949E-02    0.146822E-04
  4     16      192           -64060.74358      -61059.06208    0.362052E-02    0.188569E-04
  4     17       48           -64060.73462      -61059.05312    0.726513E-03    0.151357E-04
  4     18       24           -64060.74005      -61059.05855    0.415041E-03    0.172934E-04
  4     19        8           -64060.70845      -61059.02695    0.637198E-04    0.796498E-05
  4     20        4           -64060.71469      -61059.03319    0.371278E-04    0.928195E-05
  4     21       12           -64060.72936      -61059.04786    0.159651E-03    0.133042E-04
  4     22        8           -64060.80941      -61059.12791    0.758531E-03    0.948164E-04
  5      1       96           -64811.10732      -61059.00545    0.451192E-03    0.469992E-05
  5      2      192           -64811.12798      -61059.02611    0.149789E-02    0.780150E-05
  5      3       48           -64811.11935      -61059.01748    0.303032E-03    0.631317E-05
  5      4      192           -64811.11591      -61059.01403    0.111392E-02    0.580165E-05
  5      5       96           -64811.13305      -61059.03118    0.848269E-03    0.883613E-05
  5      6      192           -64811.14693      -61059.04506    0.238452E-02    0.124194E-04
  5      7       96           -64811.14333      -61059.04146    0.109145E-02    0.113692E-04
  5      8       96           -64811.11657      -61059.01470    0.566065E-03    0.589651E-05
  5      9       96           -64811.15908      -61059.05721    0.160630E-02    0.167323E-04
  5     10      192           -64811.12358      -61059.02171    0.134481E-02    0.700423E-05
  5     11       96           -64811.15460      -61059.05273    0.143907E-02    0.149903E-04
  5     12       96           -64811.13429      -61059.03242    0.874471E-03    0.910908E-05
  5     13       48           -64811.09652      -61058.99465    0.173063E-03    0.360548E-05
  5     14       96           -64811.09885      -61058.99698    0.366534E-03    0.381806E-05
  5     15       96           -64811.10455      -61059.00268    0.421517E-03    0.439080E-05
  5     16      192           -64811.12491      -61059.02304    0.138928E-02    0.723583E-05
  5     17      192           -64811.13724      -61059.03537    0.188017E-02    0.979255E-05
  5     18      192           -64811.14338      -61059.04151    0.218573E-02    0.113840E-04
  5     19      192           -64811.14607      -61059.04420    0.233485E-02    0.121607E-04
  5     20      192           -64811.15355      -61059.05168    0.280516E-02    0.146102E-04
  5     21       96           -64811.14266      -61059.04079    0.107370E-02    0.111844E-04
  5     22       96           -64811.16473      -61059.06286    0.184504E-02    0.192192E-04
  5     23      192           -64811.12660      -61059.02473    0.144816E-02    0.754252E-05
  5     24      192           -64811.13486      -61059.03299    0.177362E-02    0.923758E-05
  5     25      192           -64811.15418      -61059.05231    0.284871E-02    0.148370E-04
  5     26      192           -64811.14948      -61059.04761    0.253846E-02    0.132211E-04
  5     27       96           -64811.13234      -61059.03047    0.833580E-03    0.868312E-05
  5     28       96           -64811.14099      -61059.03912    0.103068E-02    0.107362E-04
  5     29       96           -64811.10918      -61059.00731    0.472258E-03    0.491935E-05
  5     30       48           -64811.11499      -61059.01312    0.272304E-03    0.567301E-05
  5     31       48           -64811.12250      -61059.02063    0.327363E-03    0.682007E-05
  5     32       96           -64811.15092      -61059.04905    0.131494E-02    0.136973E-04
  5     33       96           -64811.15329      -61059.05142    0.139373E-02    0.145180E-04
