  -217.39142222222225        3.8642756270271002E-006
  -217.18284444444447        3.9649482994136866E-006
  -216.97426666666669        4.0681330951527136E-006
  -216.76568888888892        4.1738897061484896E-006
  -216.55711111111114        4.2822791643993691E-006
  -216.34853333333336        4.3933638701112338E-006
  -216.13995555555559        4.5072076203530754E-006
  -215.93137777777781        4.6238756382638896E-006
  -215.72280000000003        4.7434346028204778E-006
  -215.51422222222226        4.8659526791756971E-006
  -215.30564444444448        4.9914995495769145E-006
  -215.09706666666671        5.1201464448745469E-006
  -214.88848888888893        5.2519661766308998E-006
  -214.67991111111115        5.3870331698391155E-006
  -214.47133333333338        5.5254234962629090E-006
  -214.26275555555560        5.6672149084074542E-006
  -214.05417777777782        5.8124868741318918E-006
  -213.84560000000005        5.9613206119144046E-006
  -213.63702222222227        6.1137991267807825E-006
  -213.42844444444449        6.2700072469073649E-006
  -213.21986666666672        6.4300316609097120E-006
  -213.01128888888894        6.5939609558285259E-006
  -212.80271111111117        6.7618856558239510E-006
  -212.59413333333339        6.9338982615904617E-006
  -212.38555555555561        7.1100932905037058E-006
  -212.17697777777784        7.2905673175116520E-006
  -211.96840000000006        7.4754190167820841E-006
  -211.75982222222228        7.6647492041188030E-006
  -211.55124444444451        7.8586608801589951E-006
  -211.34266666666673        8.0572592743644997E-006
  -211.13408888888895        8.2606518898198472E-006
  -210.92551111111118        8.4689485488499051E-006
  -210.71693333333340        8.6822614394706203E-006
  -210.50835555555562        8.9007051626857503E-006
  -210.29977777777785        9.1243967806436341E-006
  -210.09120000000007        9.3534558656673296E-006
  -209.88262222222230        9.5880045501720952E-006
  -209.67404444444452        9.8281675774843070E-006
  -209.46546666666674        1.0074072353576113E-005
  -209.25688888888897        1.0325848999729994E-005
  -209.04831111111119        1.0583630406148133E-005
  -208.83973333333341        1.0847552286521190E-005
  -208.63115555555564        1.1117753233571424E-005
  -208.42257777777786        1.1394374775585418E-005
  -208.21400000000008        1.1677561433951826E-005
  -208.00542222222231        1.1967460781719361E-005
  -207.79684444444453        1.2264223503190922E-005
  -207.58826666666675        1.2568003454570081E-005
