
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.42668226741910      eV
 Composition: x =   0.50000000002595435     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  5      2      192           -64811.12798      -61058.99457    0.175523E-02    0.914182E-05
  5      3       48           -64811.11935      -61058.98594    0.314290E-03    0.654770E-05
  5      4      192           -64811.11591      -61058.98249    0.110036E-02    0.573102E-05
  5      5       96           -64811.13305      -61058.99964    0.106801E-02    0.111251E-04
  5      6      192           -64811.14693      -61059.01352    0.365339E-02    0.190281E-04
  5      7       96           -64811.14333      -61059.00992    0.158918E-02    0.165539E-04
  5      8       96           -64811.11657      -61058.98316    0.564427E-03    0.587945E-05
  5      9       96           -64811.15908      -61059.02567    0.292265E-02    0.304443E-04
  5     10      192           -64811.12358      -61058.99017    0.148087E-02    0.771288E-05
  5     11       96           -64811.15460      -61059.02119    0.245754E-02    0.255993E-04
  5     12       96           -64811.13429      -61059.00088    0.112049E-02    0.116718E-04
  5     13       48           -64811.09652      -61058.96311    0.129943E-03    0.270714E-05
  5     14       96           -64811.09885      -61058.96544    0.284452E-03    0.296304E-05
  5     15       96           -64811.10455      -61058.97114    0.354580E-03    0.369354E-05
  5     16      192           -64811.12491      -61058.99150    0.155881E-02    0.811881E-05
  5     17      192           -64811.13724      -61059.00383    0.251176E-02    0.130821E-04
  5     18      192           -64811.14338      -61059.00997    0.318488E-02    0.165879E-04
  5     19      192           -64811.14607      -61059.01266    0.353413E-02    0.184069E-04
  5     20      192           -64811.15355      -61059.02014    0.471999E-02    0.245833E-04
  5     21       96           -64811.14266      -61059.00925    0.154864E-02    0.161317E-04
  5     22       96           -64811.16473      -61059.03132    0.363630E-02    0.378781E-04
  5     23      192           -64811.12660      -61058.99319    0.166425E-02    0.866796E-05
  5     24      192           -64811.13486      -61059.00145    0.229103E-02    0.119324E-04
  5     25      192           -64811.15418      -61059.02077    0.483605E-02    0.251878E-04
  5     26      192           -64811.14948      -61059.01607    0.403213E-02    0.210007E-04
  5     27       96           -64811.13234      -61058.99893    0.103900E-02    0.108229E-04
  5     28       96           -64811.14099      -61059.00758    0.145193E-02    0.151243E-04
  5     29       96           -64811.10918      -61058.97577    0.424175E-03    0.441849E-05
  5     30       48           -64811.11499      -61058.98158    0.265533E-03    0.553194E-05
  5     31       48           -64811.12250      -61058.98909    0.354988E-03    0.739559E-05
  5     32       96           -64811.15092      -61059.01751    0.213171E-02    0.222054E-04
  5     33       96           -64811.15329      -61059.01988    0.233656E-02    0.243392E-04
  5     34       48           -64811.17400      -61059.04059    0.260231E-02    0.542147E-04
  5     35       96           -64811.20776      -61059.07435    0.192116E-01    0.200121E-03
  6      1       48           -65561.52021      -61058.96012    0.115749E-03    0.241144E-05
  6      2       96           -65561.51663      -61058.95654    0.201600E-03    0.210000E-05
  6      3       96           -65561.53725      -61058.97715    0.447463E-03    0.466107E-05
  6      4       96           -65561.55042      -61058.99032    0.744795E-03    0.775828E-05
  6      5      192           -65561.54507      -61058.98498    0.121132E-02    0.630895E-05
  6      6      192           -65561.52659      -61058.96650    0.592709E-03    0.308703E-05
  6      7      192           -65561.55623      -61058.99613    0.186482E-02    0.971260E-05
  6      8       16           -65561.58156      -61059.02147    0.414045E-03    0.258778E-04
  6      9       48           -65561.53048      -61058.97038    0.172192E-03    0.358733E-05
  6     10      192           -65561.50648      -61058.94639    0.272223E-03    0.141783E-05
  6     11       96           -65561.50926      -61058.94916    0.151552E-03    0.157867E-05
  6     12       32           -65561.53261      -61058.97252    0.124687E-03    0.389647E-05
  6     13      192           -65561.53638      -61058.97628    0.865344E-03    0.450700E-05
  6     14      192           -65561.55508      -61058.99498    0.178382E-02    0.929074E-05
  6     15      192           -65561.56568      -61059.00559    0.268807E-02    0.140004E-04
  6     16      192           -65561.52769      -61058.96760    0.618401E-03    0.322084E-05
  6     17      192           -65561.54578      -61058.98568    0.124471E-02    0.648286E-05
  6     18       64           -65561.54481      -61058.98472    0.399686E-03    0.624509E-05
  6     19      192           -65561.55339      -61058.99330    0.167139E-02    0.870517E-05
  6     20       96           -65561.56876      -61059.00866    0.151403E-02    0.157712E-04
  6     21      192           -65561.56988      -61059.00979    0.316262E-02    0.164720E-04
  6     22      192           -65561.54427      -61058.98417    0.117409E-02    0.611505E-05
  6     23      192           -65561.55311      -61058.99302    0.165300E-02    0.860939E-05
  6     24      192           -65561.57385      -61059.01375    0.368686E-02    0.192024E-04
  6     25      192           -65561.56475      -61059.00466    0.259319E-02    0.135062E-04
  6     26       96           -65561.58096      -61059.02087    0.242765E-02    0.252881E-04
  6     27      192           -65561.56031      -61059.00022    0.218405E-02    0.113752E-04
  6     28       96           -65561.53571      -61058.97562    0.421717E-03    0.439288E-05
  6     29      192           -65561.55869      -61058.99859    0.205115E-02    0.106831E-04
  6     30      192           -65561.55524      -61058.99515    0.179510E-02    0.934950E-05
  6     31      192           -65561.55868      -61058.99858    0.205019E-02    0.106781E-04
  6     32      192           -65561.56461      -61059.00452    0.257908E-02    0.134327E-04
  6     33       48           -65561.50632      -61058.94622    0.676254E-04    0.140886E-05
  6     34      192           -65561.52438      -61058.96429    0.544062E-03    0.283365E-05
  6     35       32           -65561.54198      -61058.98189    0.179156E-03    0.559862E-05
  6     36      192           -65561.51409      -61058.95400    0.365413E-03    0.190319E-05
  6     37       48           -65561.51811      -61058.95801    0.106714E-03    0.222322E-05
  6     38       96           -65561.51989      -61058.95979    0.228642E-03    0.238169E-05
  6     39       96           -65561.51745      -61058.95736    0.208097E-03    0.216768E-05
  6     40       96           -65561.52718      -61058.96709    0.303149E-03    0.315780E-05
  6     41       48           -65561.51654      -61058.95645    0.100450E-03    0.209270E-05
  6     42      192           -65561.54816      -61058.98807    0.136511E-02    0.710995E-05
  6     43       24           -65561.51377      -61058.95368    0.451182E-04    0.187992E-05
  6     44       96           -65561.52518      -61058.96509    0.280570E-03    0.292260E-05
  6     45      192           -65561.54372      -61058.98362    0.114946E-02    0.598679E-05
  6     46      192           -65561.55012      -61058.99002    0.147235E-02    0.766848E-05
  6     47       96           -65561.54490      -61058.98481    0.601713E-03    0.626784E-05
  6     48       96           -65561.55341      -61058.99332    0.836246E-03    0.871089E-05
  6     49       96           -65561.57079      -61059.01070    0.163784E-02    0.170608E-04
  6     50       48           -65561.53532      -61058.97522    0.207653E-03    0.432610E-05
  6     51       96           -65561.57028      -61059.01019    0.160609E-02    0.167301E-04
  6     52      192           -65561.57470      -61059.01460    0.380995E-02    0.198435E-04
  6     53       96           -65561.57929      -61059.01920    0.227579E-02    0.237061E-04
  6     54       48           -65561.57496      -61059.01487    0.962301E-03    0.200479E-04
  6     55      192           -65561.56311      -61059.00302    0.243398E-02    0.126770E-04
  6     56       96           -65561.57904      -61059.01895    0.225389E-02    0.234780E-04
  6     57       16           -65561.54741      -61058.98732    0.110498E-03    0.690611E-05
  6     58       48           -65561.51364      -61058.95355    0.897768E-04    0.187035E-05
  6     59       48           -65561.55833      -61058.99823    0.505676E-03    0.105349E-04
  6     60       96           -65561.60610      -61059.04601    0.641878E-02    0.668623E-04
  6     61      192           -65561.59742      -61059.03732    0.917483E-02    0.477856E-04
  6     62       96           -65561.62828      -61059.06819    0.151395E-01    0.157703E-03
  6     63       96           -65561.60348      -61059.04338    0.579947E-02    0.604111E-04
  6     64       48           -65561.61413      -61059.05404    0.437862E-02    0.912213E-04
  6     65       48           -65561.59121      -61059.03111    0.180391E-02    0.375814E-04
  7      1      192           -66311.94451      -61058.95773    0.422255E-03    0.219925E-05
  7      2       48           -66311.97842      -61058.99165    0.391947E-03    0.816557E-05
  7      3       96           -66311.94963      -61058.96286    0.257419E-03    0.268145E-05
  7      4       96           -66311.91560      -61058.92883    0.690074E-04    0.718827E-06
  7      5       48           -66311.91094      -61058.92416    0.288058E-04    0.600121E-06
  7      6       96           -66311.93192      -61058.94515    0.129736E-03    0.135141E-05
  7      7       96           -66311.96458      -61058.97781    0.458923E-03    0.478044E-05
  7      8      192           -66311.94323      -61058.95646    0.401888E-03    0.209317E-05
  7      9      192           -66311.96152      -61058.97474    0.815324E-03    0.424648E-05
  7     10      192           -66311.97454      -61058.98776    0.134909E-02    0.702649E-05
  7     11      192           -66311.98827      -61059.00150    0.229470E-02    0.119516E-04
  7     12      192           -66311.96920      -61058.98243    0.109753E-02    0.571629E-05
  7     13      192           -66311.97897      -61058.99219    0.160132E-02    0.834019E-05
  7     14      192           -66311.95455      -61058.96777    0.622523E-03    0.324231E-05
  7     15      192           -66311.94879      -61058.96201    0.498263E-03    0.259512E-05
  7     16      192           -66311.97501      -61058.98823    0.137389E-02    0.715568E-05
  7     17      192           -66311.97941      -61058.99263    0.162868E-02    0.848269E-05
  7     18      192           -66311.97931      -61058.99253    0.162220E-02    0.844896E-05
  7     19       96           -66311.98554      -61058.99877    0.103245E-02    0.107547E-04
  7     20       96           -66311.97225      -61058.98548    0.617480E-03    0.643209E-05
  7     21      192           -66311.93300      -61058.94622    0.270520E-03    0.140896E-05
  7     22      192           -66311.95195      -61058.96517    0.563025E-03    0.293242E-05
  7     23       96           -66311.91308      -61058.92630    0.625957E-04    0.652039E-06
  7     24       96           -66311.92432      -61058.93755    0.966907E-04    0.100720E-05
  7     25      192           -66311.93376      -61058.94699    0.278655E-03    0.145133E-05
  7     26      192           -66311.94964      -61058.96286    0.514858E-03    0.268155E-05
  7     27      192           -66311.95674      -61058.96996    0.677688E-03    0.352962E-05
  7     28      192           -66311.94869      -61058.96192    0.496397E-03    0.258540E-05
  7     29       96           -66311.96376      -61058.97699    0.444612E-03    0.463137E-05
  7     30      192           -66311.92504      -61058.93826    0.198828E-03    0.103556E-05
  7     31       96           -66311.92608      -61058.93930    0.103483E-03    0.107794E-05
  7     32      192           -66311.94219      -61058.95542    0.386057E-03    0.201071E-05
  7     33      192           -66311.95534      -61058.96856    0.641964E-03    0.334356E-05
  7     34      192           -66311.93241      -61058.94563    0.264416E-03    0.137717E-05
  7     35      192           -66311.94584      -61058.95906    0.444547E-03    0.231535E-05
  7     36      192           -66311.96232      -61058.97554    0.840819E-03    0.437926E-05
  7     37      192           -66311.94051      -61058.95374    0.361752E-03    0.188413E-05
  7     38       96           -66311.94944      -61058.96267    0.255515E-03    0.266161E-05
  7     39      192           -66311.96984      -61058.98306    0.112482E-02    0.585844E-05
  7     40       96           -66311.93276      -61058.94598    0.133989E-03    0.139572E-05
  7     41      192           -66311.96916      -61058.98239    0.109583E-02    0.570745E-05
  7     42       96           -66311.96775      -61058.98097    0.518651E-03    0.540262E-05
  7     43       96           -66311.96666      -61058.97988    0.497257E-03    0.517976E-05
  7     44       96           -66311.99143      -61059.00466    0.129653E-02    0.135055E-04
  7     45       96           -66311.96841      -61058.98163    0.532166E-03    0.554339E-05
  7     46      192           -66311.97714      -61058.99036    0.149188E-02    0.777022E-05
  7     47      192           -66311.96119      -61058.97442    0.805014E-03    0.419278E-05
  7     48      192           -66311.99185      -61059.00507    0.263512E-02    0.137246E-04
  7     49      192           -66311.99770      -61059.01092    0.330466E-02    0.172118E-04
  7     50      192           -66311.97840      -61058.99163    0.156658E-02    0.815926E-05
  7     51       48           -66311.98007      -61058.99330    0.417763E-03    0.870339E-05
  7     52       96           -66311.96713      -61058.98036    0.506517E-03    0.527622E-05
  7     53       48           -66311.91035      -61058.92357    0.281569E-04    0.586603E-06
  7     54       96           -66311.93432      -61058.94754    0.142340E-03    0.148271E-05
  7     55      192           -66311.93864      -61058.95186    0.336483E-03    0.175252E-05
  7     56      192           -66311.94337      -61058.95659    0.403977E-03    0.210405E-05
  7     57       32           -66311.93053      -61058.94375    0.409798E-04    0.128062E-05
  7     58       96           -66311.95366      -61058.96689    0.300798E-03    0.313331E-05
  7     59       96           -66311.95312      -61058.96635    0.294580E-03    0.306854E-05
  7     60      192           -66311.96400      -61058.97723    0.897517E-03    0.467457E-05
  7     61       96           -66311.96270      -61058.97593    0.426767E-03    0.444549E-05
  7     62       16           -66311.93216      -61058.94539    0.218251E-04    0.136407E-05
  7     63       96           -66311.99363      -61059.00685    0.141148E-02    0.147029E-04
  7     64      192           -66312.02416      -61059.03738    0.919534E-02    0.478924E-04
  7     65      192           -66312.00195      -61059.01517    0.389484E-02    0.202856E-04
  7     66      192           -66312.02133      -61059.03456    0.824474E-02    0.429414E-04
  7     67      192           -66312.01008      -61059.02330    0.533398E-02    0.277811E-04
  7     68       64           -66311.99630      -61059.00953    0.104369E-02    0.163076E-04
  7     69       96           -66312.02607      -61059.03930    0.495137E-02    0.515767E-04
  7     70      192           -66312.01215      -61059.02537    0.577886E-02    0.300982E-04
  7     71      192           -66312.02303      -61059.03625    0.880309E-02    0.458494E-04
  7     72       96           -66311.98848      -61059.00171    0.115680E-02    0.120500E-04
  7     73      192           -66312.02080      -61059.03403    0.807681E-02    0.420667E-04
  7     74       96           -66311.98403      -61058.99725    0.973683E-03    0.101425E-04
  7     75       96           -66312.03621      -61059.04944    0.732999E-02    0.763540E-04
  7     76      192           -66311.98906      -61059.00228    0.236564E-02    0.123210E-04
  7     77       96           -66311.99918      -61059.01240    0.174948E-02    0.182238E-04
  7     78       96           -66311.95201      -61058.96523    0.282145E-03    0.293901E-05
  7     79       96           -66311.97882      -61058.99205    0.796118E-03    0.829290E-05
  7     80       48           -66311.97449      -61058.98771    0.336594E-03    0.701237E-05
  7     81       32           -66312.00074      -61059.01397    0.619554E-03    0.193611E-04
  7     82       16           -66312.07070      -61059.08392    0.463757E-02    0.289848E-03
  8      1       48           -67062.37149      -61058.95803    0.106774E-03    0.222446E-05
  8      2       96           -67062.33935      -61058.92589    0.616102E-04    0.641773E-06
  8      3      192           -67062.38655      -61058.97309    0.764874E-03    0.398372E-05
  8      4      192           -67062.36876      -61058.95530    0.384280E-03    0.200146E-05
  8      5      192           -67062.39867      -61058.98521    0.122221E-02    0.636569E-05
  8      6      192           -67062.39225      -61058.97879    0.953444E-03    0.496586E-05
  8      7       96           -67062.35957      -61058.94611    0.134668E-03    0.140280E-05
  8      8      192           -67062.33768      -61058.92422    0.115503E-03    0.601579E-06
  8      9      192           -67062.35671      -61058.94326    0.241185E-03    0.125617E-05
  8     10       96           -67062.36931      -61058.95585    0.196271E-03    0.204449E-05
  8     11      192           -67062.37592      -61058.96246    0.507046E-03    0.264087E-05
  8     12      192           -67062.37400      -61058.96054    0.470753E-03    0.245184E-05
  8     13       48           -67062.32089      -61058.90743    0.150820E-04    0.314208E-06
  8     14      192           -67062.34967      -61058.93621    0.183668E-03    0.956605E-06
  8     15      192           -67062.34013      -61058.92667    0.126985E-03    0.661380E-06
  8     16      192           -67062.35628      -61058.94282    0.237152E-03    0.123517E-05
  8     17      192           -67062.36970      -61058.95624    0.398540E-03    0.207573E-05
  8     18      192           -67062.36911      -61058.95565    0.389563E-03    0.202897E-05
  8     19       96           -67062.36918      -61058.95572    0.195332E-03    0.203471E-05
  8     20       96           -67062.38028      -61058.96682    0.300051E-03    0.312553E-05
  8     21       96           -67062.35428      -61058.94082    0.109770E-03    0.114343E-05
  8     22      192           -67062.36855      -61058.95509    0.381156E-03    0.198519E-05
  8     23      192           -67062.39009      -61058.97663    0.877053E-03    0.456798E-05
  8     24       96           -67062.37760      -61058.96414    0.270483E-03    0.281753E-05
  8     25       48           -67062.40669      -61058.99323    0.416774E-03    0.868279E-05
  8     26       96           -67062.38834      -61058.97488    0.409792E-03    0.426867E-05
  8     27       12           -67062.33386      -61058.92040    0.622756E-05    0.518963E-06
  8     28       96           -67062.36664      -61058.95318    0.177046E-03    0.184423E-05
  8     29       96           -67062.36557      -61058.95211    0.169829E-03    0.176905E-05
  8     30       96           -67062.38265      -61058.96919    0.328821E-03    0.342521E-05
  8     31      192           -67062.37600      -61058.96254    0.508559E-03    0.264874E-05
  8     32      192           -67062.40881      -61058.99535    0.180922E-02    0.942301E-05
  8     33      192           -67062.39069      -61058.97723    0.897681E-03    0.467542E-05
  8     34      192           -67062.39482      -61058.98136    0.105314E-02    0.548511E-05
  8     35      192           -67062.39888      -61058.98542    0.123223E-02    0.641786E-05
  8     36       48           -67062.38652      -61058.97306    0.190952E-03    0.397818E-05
  8     37       48           -67062.41005      -61058.99659    0.474620E-03    0.988792E-05
  8     38      192           -67062.33684      -61058.92339    0.111828E-03    0.582437E-06
  8     39      192           -67062.34865      -61058.93520    0.176590E-03    0.919739E-06
  8     40      192           -67062.35818      -61058.94473    0.255297E-03    0.132967E-05
  8     41       24           -67062.32830      -61058.91484    0.100437E-04    0.418487E-06
  8     42      192           -67062.35732      -61058.94386    0.246934E-03    0.128612E-05
  8     43       96           -67062.36696      -61058.95350    0.179217E-03    0.186684E-05
  8     44       96           -67062.37934      -61058.96588    0.289371E-03    0.301428E-05
  8     45       48           -67062.35793      -61058.94448    0.632100E-04    0.131688E-05
  8     46       96           -67062.36611      -61058.95265    0.173420E-03    0.180646E-05
  8     47      192           -67062.37410      -61058.96064    0.472523E-03    0.246106E-05
  8     48      192           -67062.38632      -61058.97286    0.758158E-03    0.394874E-05
  8     49      192           -67062.36835      -61058.95489    0.378321E-03    0.197042E-05
  8     50       48           -67062.36430      -61058.95085    0.808749E-04    0.168489E-05
  8     51       96           -67062.35851      -61058.94505    0.129253E-03    0.134639E-05
  8     52      192           -67062.41745      -61059.00399    0.252699E-02    0.131614E-04
  8     53      192           -67062.39766      -61058.98420    0.117547E-02    0.612226E-05
  8     54      192           -67062.42900      -61059.01554    0.395034E-02    0.205747E-04
  8     55       48           -67062.40622      -61058.99277    0.409281E-03    0.852669E-05
  8     56      192           -67062.41988      -61059.00642    0.277614E-02    0.144591E-04
  8     57      192           -67062.41906      -61059.00560    0.268988E-02    0.140098E-04
  8     58       96           -67062.42897      -61059.01551    0.197318E-02    0.205540E-04
  8     59      192           -67062.42367      -61059.01022    0.321548E-02    0.167473E-04
  8     60      192           -67062.43777      -61059.02432    0.554772E-02    0.288944E-04
  8     61      192           -67062.40146      -61058.98800    0.136160E-02    0.709167E-05
  8     62      192           -67062.43244      -61059.01899    0.451396E-02    0.235102E-04
  8     63      192           -67062.44145      -61059.02800    0.639616E-02    0.333133E-04
  8     64      192           -67062.39707      -61058.98361    0.114891E-02    0.598389E-05
  8     65       96           -67062.40749      -61058.99403    0.859513E-03    0.895326E-05
  8     66      192           -67062.42128      -61059.00782    0.293108E-02    0.152661E-04
  8     67      192           -67062.40120      -61058.98774    0.134808E-02    0.702125E-05
  8     68       96           -67062.35701      -61058.94355    0.121972E-03    0.127054E-05
  8     69       96           -67062.35604      -61058.94258    0.117480E-03    0.122375E-05
  8     70      192           -67062.37643      -61058.96297    0.517029E-03    0.269286E-05
  8     71       96           -67062.37170      -61058.95824    0.215307E-03    0.224278E-05
  8     72       96           -67062.39875      -61058.98530    0.613142E-03    0.638690E-05
  8     73      192           -67062.40666      -61058.99320    0.166484E-02    0.867104E-05
  8     74       96           -67062.41114      -61058.99768    0.990080E-03    0.103133E-04
  8     75       96           -67062.42871      -61059.01525    0.195366E-02    0.203507E-04
  8     76       24           -67062.40570      -61058.99224    0.200519E-03    0.835495E-05
  8     77       96           -67062.36628      -61058.95282    0.174612E-03    0.181887E-05
  8     78       96           -67062.36486      -61058.95141    0.165292E-03    0.172179E-05
  8     79       48           -67062.36441      -61058.95095    0.812072E-04    0.169182E-05
  8     80      192           -67062.39150      -61058.97804    0.926324E-03    0.482461E-05
  8     81      192           -67062.37530      -61058.96184    0.494935E-03    0.257779E-05
  8     82       96           -67062.41244      -61058.99898    0.104086E-02    0.108423E-04
  8     83       96           -67062.39691      -61058.98345    0.570997E-03    0.594789E-05
  8     84      192           -67062.42530      -61059.01184    0.342355E-02    0.178310E-04
  8     85      192           -67062.44172      -61059.02826    0.646131E-02    0.336527E-04
  8     86      192           -67062.41863      -61059.00517    0.264531E-02    0.137776E-04
  8     87       96           -67062.42418      -61059.01072    0.163945E-02    0.170776E-04
  8     88       96           -67062.41311      -61058.99965    0.106823E-02    0.111274E-04
  8     89      192           -67062.44060      -61059.02714    0.618880E-02    0.322333E-04
  8     90       48           -67062.41450      -61059.00104    0.563684E-03    0.117434E-04
  8     91       96           -67062.44096      -61059.02750    0.313755E-02    0.326828E-04
  8     92       48           -67062.47212      -61059.05866    0.523651E-02    0.109094E-03
  8     93       96           -67062.46959      -61059.05613    0.949479E-02    0.989041E-04
  8     94        6           -67062.34545      -61058.93199    0.487424E-05    0.812374E-06
  8     95       24           -67062.40391      -61058.99045    0.187134E-03    0.779723E-05
  8     96       48           -67062.45068      -61059.03723    0.228516E-02    0.476075E-04
  8     97       12           -67062.47861      -61059.06515    0.168245E-02    0.140204E-03
  9      1       16           -67812.76296      -61058.92282    0.911567E-05    0.569729E-06
  9      2       96           -67812.80679      -61058.96665    0.298116E-03    0.310537E-05
  9      3      192           -67812.77905      -61058.93890    0.203823E-03    0.106158E-05
  9      4      192           -67812.76004      -61058.91990    0.977351E-04    0.509037E-06
  9      5      192           -67812.79110      -61058.95096    0.324863E-03    0.169200E-05
  9      6      192           -67812.77669      -61058.93655    0.186098E-03    0.969259E-06
  9      7      192           -67812.78688      -61058.94674    0.276010E-03    0.143755E-05
  9      8      192           -67812.80827      -61058.96813    0.631166E-03    0.328732E-05
  9      9       96           -67812.81566      -61058.97552    0.420027E-03    0.437528E-05
  9     10       64           -67812.80977      -61058.96963    0.222974E-03    0.348397E-05
  9     11      192           -67812.79968      -61058.95954    0.452729E-03    0.235796E-05
  9     12       32           -67812.75844      -61058.91830    0.153069E-04    0.478339E-06
  9     13       96           -67812.76132      -61058.92118    0.513361E-04    0.534751E-06
  9     14      192           -67812.80434      -61058.96420    0.542154E-03    0.282372E-05
  9     15       96           -67812.81421      -61058.97407    0.397117E-03    0.413663E-05
  9     16       96           -67812.82611      -61058.98597    0.629380E-03    0.655604E-05
  9     17       96           -67812.75873      -61058.91859    0.464440E-04    0.483791E-06
  9     18       96           -67812.75730      -61058.91716    0.439532E-04    0.457846E-06
  9     19       96           -67812.77566      -61058.93552    0.894214E-04    0.931473E-06
  9     20       96           -67812.76941      -61058.92927    0.702149E-04    0.731405E-06
  9     21      192           -67812.79488      -61058.95474    0.376027E-03    0.195847E-05
  9     22      192           -67812.77850      -61058.93836    0.199540E-03    0.103927E-05
  9     23      192           -67812.78810      -61058.94796    0.289326E-03    0.150690E-05
  9     24      192           -67812.78696      -61058.94682    0.276823E-03    0.144179E-05
  9     25       48           -67812.77802      -61058.93788    0.489787E-04    0.102039E-05
  9     26       48           -67812.79165      -61058.95151    0.829622E-04    0.172838E-05
  9     27      192           -67812.81861      -61058.97847    0.941706E-03    0.490472E-05
  9     28      192           -67812.83925      -61058.99911    0.209284E-02    0.109002E-04
  9     29      192           -67812.83586      -61058.99572    0.183535E-02    0.955912E-05
  9     30       96           -67812.84881      -61059.00867    0.151434E-02    0.157743E-04
  9     31      192           -67812.84179      -61059.00165    0.230846E-02    0.120232E-04
  9     32      192           -67812.83873      -61058.99859    0.205108E-02    0.106827E-04
  9     33      192           -67812.81791      -61058.97777    0.916407E-03    0.477295E-05
  9     34       96           -67812.75800      -61058.91785    0.451439E-04    0.470249E-06
  9     35       96           -67812.77649      -61058.93635    0.923389E-04    0.961864E-06
  9     36      192           -67812.79496      -61058.95482    0.377309E-03    0.196515E-05
  9     37       96           -67812.78896      -61058.94882    0.149562E-03    0.155794E-05
  9     38      192           -67812.82654      -61058.98640    0.127997E-02    0.666652E-05
  9     39      192           -67812.80576      -61058.96562    0.572877E-03    0.298374E-05
  9     40       96           -67812.80616      -61058.96602    0.290871E-03    0.302991E-05
  9     41      192           -67812.82791      -61058.98777    0.134932E-02    0.702770E-05
  9     42       96           -67812.81007      -61058.96993    0.338352E-03    0.352450E-05
  9     43       96           -67812.84600      -61059.00586    0.135847E-02    0.141507E-04
  9     44       96           -67812.80759      -61058.96745    0.307402E-03    0.320211E-05
  9     45      192           -67812.78858      -61058.94844    0.294782E-03    0.153532E-05
  9     46      192           -67812.78535      -61058.94521    0.260109E-03    0.135473E-05
  9     47       96           -67812.80144      -61058.96130    0.242340E-03    0.252438E-05
  9     48      192           -67812.82713      -61058.98699    0.130916E-02    0.681857E-05
  9     49      192           -67812.79552      -61058.95538    0.385452E-03    0.200756E-05
  9     50      192           -67812.83546      -61058.99532    0.180738E-02    0.941344E-05
  9     51      192           -67812.81585      -61058.97571    0.846381E-03    0.440824E-05
  9     52      192           -67812.84622      -61059.00608    0.274016E-02    0.142717E-04
  9     53      192           -67812.85684      -61059.01670    0.413159E-02    0.215187E-04
  9     54       96           -67812.81905      -61058.97891    0.478972E-03    0.498929E-05
  9     55      192           -67812.82744      -61058.98730    0.132491E-02    0.690056E-05
  9     56      192           -67812.84162      -61059.00148    0.229306E-02    0.119430E-04
  9     57      192           -67812.85615      -61059.01601    0.402355E-02    0.209560E-04
