Structure,Energy,Nucleus,delta_iso
01,-72315.510119,Sn01,-639.0679072214043
01,-72315.510119,Sn02,-639.063066386137
01,-72315.510119,Sn03,-639.0647971252038
01,-72315.510119,Sn04,-639.0681784341623
01,-72315.510119,Sn05,-639.0630306718353
01,-72315.510119,Sn06,-639.0650721999446
01,-72315.510119,Sn07,-640.8465251260168
01,-72315.510119,Sn08,-649.0636395615002
01,-72315.510119,Sn09,-649.056293770052
01,-72315.510119,Sn10,-649.0635651458465
01,-72315.510119,Sn11,-649.056845786844
01,-72315.510119,Sn12,-640.8441165639506
01,-72315.510119,Sn13,-649.058361380733
01,-72315.510119,Sn14,-649.0584048314568
01,-72315.510119,Sn15,-640.8408786007085
<class 'numpy.ndarray'>
[[0. 0. 0.]]
