Structure,Energy,Nucleus,delta_iso
12,-67812.758436,Sn01,-658.1011144873264
12,-67812.758436,Sn02,-658.1040258732205
12,-67812.758436,Sn03,-658.114763456269
12,-67812.758436,Sn04,-659.2977856739899
12,-67812.758436,Sn05,-658.2351045272494
12,-67812.758436,Sn06,-658.1122796092022
12,-67812.758436,Sn07,-659.2978483389643
12,-67812.758436,Sn08,-658.2407290451092
12,-67812.758436,Sn09,-659.3392412528892
13,-67812.761318,Sn01,-659.3105726389108
13,-67812.761318,Sn02,-659.3110998432339
13,-67812.761318,Sn03,-659.3867117194204
13,-67812.761318,Sn04,-657.067455968308
13,-67812.761318,Sn05,-659.6789144814497
13,-67812.761318,Sn06,-657.0679714819103
13,-67812.761318,Sn07,-659.386665145682
13,-67812.761318,Sn08,-659.6788923442796
13,-67812.761318,Sn09,-656.4056606254408
14,-67812.804336,Sn01,-659.0059383601761
14,-67812.804336,Sn02,-657.2599101906944
14,-67812.804336,Sn03,-657.0758320640434
14,-67812.804336,Sn04,-657.6141156632561
14,-67812.804336,Sn05,-658.092146087226
14,-67812.804336,Sn06,-657.1327069500703
14,-67812.804336,Sn07,-653.2522612298235
14,-67812.804336,Sn08,-651.2825028020993
14,-67812.804336,Sn09,-658.3282869651503
15,-67812.814207,Sn01,-659.2024488097604
15,-67812.814207,Sn02,-659.2029966011951
15,-67812.814207,Sn03,-656.6745395370463
15,-67812.814207,Sn04,-660.0203639264118
15,-67812.814207,Sn05,-656.6742449636813
15,-67812.814207,Sn06,-660.0203505429013
15,-67812.814207,Sn07,-651.4340117920674
15,-67812.814207,Sn08,-651.4337005894895
15,-67812.814207,Sn09,-658.9122518035265
16,-67812.826112,Sn01,-657.2975373026288
16,-67812.826112,Sn02,-657.2979046695718
16,-67812.826112,Sn03,-659.8625483218611
16,-67812.826112,Sn04,-658.0783689452937
16,-67812.826112,Sn05,-658.0786820631592
16,-67812.826112,Sn06,-659.8627461371921
16,-67812.826112,Sn07,-657.4718850479667
16,-67812.826112,Sn08,-650.7527403158065
16,-67812.826112,Sn09,-657.472452229958
17,-67812.758729,Sn01,-660.1582293675419
17,-67812.758729,Sn02,-657.0514318912401
17,-67812.758729,Sn03,-660.2654159488916
17,-67812.758729,Sn04,-659.6099023543102
17,-67812.758729,Sn05,-659.6096646694928
17,-67812.758729,Sn06,-658.2508632392291
17,-67812.758729,Sn07,-659.7730173669875
17,-67812.758729,Sn08,-659.7733491720928
17,-67812.758729,Sn09,-658.251404083534
18,-67812.757304,Sn01,-658.6162136539929
18,-67812.757304,Sn02,-658.6166715957452
18,-67812.757304,Sn03,-660.3404483524023
18,-67812.757304,Sn04,-658.5258380409791
18,-67812.757304,Sn05,-658.5259567811222
18,-67812.757304,Sn06,-657.2411037249294
18,-67812.757304,Sn07,-659.9788677473134
18,-67812.757304,Sn08,-659.9793623646815
18,-67812.757304,Sn09,-660.166681445754
19,-67812.775665,Sn01,-658.6949174717911
19,-67812.775665,Sn02,-658.6949882574804
19,-67812.775665,Sn03,-660.5477348074373
19,-67812.775665,Sn04,-657.1289044062551
19,-67812.775665,Sn05,-657.129009181655
19,-67812.775665,Sn06,-658.6946846046112
19,-67812.775665,Sn07,-652.9149171468812
19,-67812.775665,Sn08,-658.3837582678989
19,-67812.775665,Sn09,-658.6951806019488
20,-67812.769414,Sn01,-659.6715569407534
20,-67812.769414,Sn02,-658.0129790470974
20,-67812.769414,Sn03,-660.693265860139
20,-67812.769414,Sn04,-659.3669383392494
20,-67812.769414,Sn05,-655.6280398744657
20,-67812.769414,Sn06,-660.0724195433195
20,-67812.769414,Sn07,-659.8415371262122
20,-67812.769414,Sn08,-658.2437325603328
20,-67812.769414,Sn09,-659.303210008954
21,-67812.794877,Sn01,-657.8829672016445
21,-67812.794877,Sn02,-655.9176004463097
21,-67812.794877,Sn03,-653.3898273716036
21,-67812.794877,Sn04,-658.1703799184429
21,-67812.794877,Sn05,-658.1302537708825
21,-67812.794877,Sn06,-651.1856645949247
21,-67812.794877,Sn07,-657.7759717452823
21,-67812.794877,Sn08,-657.1727696601756
21,-67812.794877,Sn09,-659.3702598743421
22,-67812.778496,Sn01,-657.9670215711776
22,-67812.778496,Sn02,-655.9022876664599
22,-67812.778496,Sn03,-652.3831790690488
22,-67812.778496,Sn04,-658.5368702917986
22,-67812.778496,Sn05,-659.3455237606536
22,-67812.778496,Sn06,-658.156531402175
22,-67812.778496,Sn07,-656.8578847927511
22,-67812.778496,Sn08,-658.9202222085787
22,-67812.778496,Sn09,-658.4950701213106
23,-67812.788101,Sn01,-650.5833451106114
23,-67812.788101,Sn02,-658.1032421384766
23,-67812.788101,Sn03,-660.463568247159
23,-67812.788101,Sn04,-655.5723354504985
23,-67812.788101,Sn05,-659.1281469666174
23,-67812.788101,Sn06,-657.5314565667372
23,-67812.788101,Sn07,-657.202627055643
23,-67812.788101,Sn08,-660.0716925476627
23,-67812.788101,Sn09,-658.2982596510624
24,-67812.786959,Sn01,-658.2256277522438
24,-67812.786959,Sn02,-657.7521710408673
24,-67812.786959,Sn03,-653.2787705932196
24,-67812.786959,Sn04,-657.41136134731
24,-67812.786959,Sn05,-660.4484115615701
24,-67812.786959,Sn06,-656.3595385581511
24,-67812.786959,Sn07,-661.4027012842616
24,-67812.786959,Sn08,-657.2165419778521
24,-67812.786959,Sn09,-658.5394456394979
25,-67812.778022,Sn01,-659.8492852383456
25,-67812.778022,Sn02,-659.8496343717375
25,-67812.778022,Sn03,-661.4007341876477
25,-67812.778022,Sn04,-658.6880752200059
25,-67812.778022,Sn05,-658.6860986322654
25,-67812.778022,Sn06,-658.6881481205437
25,-67812.778022,Sn07,-658.6858122877074
25,-67812.778022,Sn08,-658.3985284443529
25,-67812.778022,Sn09,-658.3989126222077
26,-67812.791646,Sn01,-655.8860738512822
26,-67812.791646,Sn02,-655.8867151012046
26,-67812.791646,Sn03,-645.8163603433622
26,-67812.791646,Sn04,-659.32968158105
26,-67812.791646,Sn05,-659.3294952162832
26,-67812.791646,Sn06,-659.3302270598588
26,-67812.791646,Sn07,-659.3297408704539
26,-67812.791646,Sn08,-657.6348653320256
26,-67812.791646,Sn09,-657.635796814363
27,-67812.818610,Sn01,-648.8326923829463
27,-67812.818610,Sn02,-648.800613483203
27,-67812.818610,Sn03,-647.3509878290342
27,-67812.818610,Sn04,-660.4304404855061
27,-67812.818610,Sn05,-658.2189016382899
27,-67812.818610,Sn06,-661.3303530253934
27,-67812.818610,Sn07,-651.8997665637926
27,-67812.818610,Sn08,-660.6314987669498
27,-67812.818610,Sn09,-649.7679455827306
28,-67812.839255,Sn01,-647.283325312415
28,-67812.839255,Sn02,-648.5456995997201
28,-67812.839255,Sn03,-647.6564119358018
28,-67812.839255,Sn04,-658.5401003024976
28,-67812.839255,Sn05,-658.322634982801
28,-67812.839255,Sn06,-660.1513226125167
28,-67812.839255,Sn07,-651.6526511004117
28,-67812.839255,Sn08,-661.2190108900259
28,-67812.839255,Sn09,-642.5755073545597
29,-67812.835861,Sn01,-647.6445249662479
29,-67812.835861,Sn02,-648.9719950740978
29,-67812.835861,Sn03,-649.3158254532791
29,-67812.835861,Sn04,-656.7455652972162
29,-67812.835861,Sn05,-659.7698871306197
29,-67812.835861,Sn06,-652.6838137812133
29,-67812.835861,Sn07,-654.0110973540914
29,-67812.835861,Sn08,-659.7706396155368
29,-67812.835861,Sn09,-650.8571139932255
30,-67812.848810,Sn01,-648.8509310311056
30,-67812.848810,Sn02,-648.8512255641249
30,-67812.848810,Sn03,-647.0626645069169
30,-67812.848810,Sn04,-659.0423946274068
30,-67812.848810,Sn05,-660.218211361972
30,-67812.848810,Sn06,-651.3845908483472
30,-67812.848810,Sn07,-651.3847130386976
30,-67812.848810,Sn08,-659.0422823880854
30,-67812.848810,Sn09,-651.6478622426484
31,-67812.841790,Sn01,-647.1699777984959
31,-67812.841790,Sn02,-649.0402741642351
31,-67812.841790,Sn03,-649.3057341861017
31,-67812.841790,Sn04,-657.2717655244687
31,-67812.841790,Sn05,-660.0733263383536
31,-67812.841790,Sn06,-660.4791860324212
31,-67812.841790,Sn07,-659.595518519086
31,-67812.841790,Sn08,-658.5128265440444
31,-67812.841790,Sn09,-649.900708586245
32,-67812.838734,Sn01,-647.7031214178796
32,-67812.838734,Sn02,-641.5238678520773
32,-67812.838734,Sn03,-647.6661673445556
32,-67812.838734,Sn04,-658.3983103400224
32,-67812.838734,Sn05,-661.0634742992852
32,-67812.838734,Sn06,-658.523207793176
32,-67812.838734,Sn07,-659.6822835240719
32,-67812.838734,Sn08,-651.2515450051014
32,-67812.838734,Sn09,-649.0786442021922
33,-67812.817906,Sn01,-656.3089064674782
33,-67812.817906,Sn02,-657.713624393884
33,-67812.817906,Sn03,-658.1282368645543
33,-67812.817906,Sn04,-655.9640450563984
33,-67812.817906,Sn05,-652.4451561385713
33,-67812.817906,Sn06,-657.9588018250738
33,-67812.817906,Sn07,-661.0433677043093
33,-67812.817906,Sn08,-650.9550743267114
33,-67812.817906,Sn09,-658.3096053571371
34,-67812.757995,Sn01,-658.241471905264
34,-67812.757995,Sn02,-658.2537036967351
34,-67812.757995,Sn03,-658.3585031362563
34,-67812.757995,Sn04,-661.7727152959187
34,-67812.757995,Sn05,-660.7230455554254
34,-67812.757995,Sn06,-659.685898530367
34,-67812.757995,Sn07,-659.7783859107885
34,-67812.757995,Sn08,-657.5391681990404
34,-67812.757995,Sn09,-657.5267704840171
35,-67812.776495,Sn01,-657.1205547291934
35,-67812.776495,Sn02,-657.1192175765473
35,-67812.776495,Sn03,-659.0932292877201
35,-67812.776495,Sn04,-658.1435792039006
35,-67812.776495,Sn05,-660.4163345774245
35,-67812.776495,Sn06,-659.0949677604613
35,-67812.776495,Sn07,-660.4163673447106
35,-67812.776495,Sn08,-658.1439997695852
35,-67812.776495,Sn09,-651.0172758605909
36,-67812.794965,Sn01,-656.9669437572784
36,-67812.794965,Sn02,-656.2456639696716
36,-67812.794965,Sn03,-658.8488728866719
36,-67812.794965,Sn04,-655.4526306235366
36,-67812.794965,Sn05,-660.5337958141799
36,-67812.794965,Sn06,-651.5682284858117
36,-67812.794965,Sn07,-652.8916720732532
36,-67812.794965,Sn08,-656.7870900431913
36,-67812.794965,Sn09,-658.9689612619677
37,-67812.788962,Sn01,-658.2600920851269
37,-67812.788962,Sn02,-658.2594718086493
37,-67812.788962,Sn03,-659.6360219387034
37,-67812.788962,Sn04,-655.7455684232095
37,-67812.788962,Sn05,-652.0410590877673
37,-67812.788962,Sn06,-659.8766048135813
37,-67812.788962,Sn07,-659.635781832073
37,-67812.788962,Sn08,-659.87655004104
37,-67812.788962,Sn09,-655.7459469347677
38,-67812.826544,Sn01,-649.112572668862
38,-67812.826544,Sn02,-647.1597900541938
38,-67812.826544,Sn03,-659.9496973813489
38,-67812.826544,Sn04,-648.2332634092545
38,-67812.826544,Sn05,-658.9592899056474
38,-67812.826544,Sn06,-661.5503147467107
38,-67812.826544,Sn07,-659.2422657294605
38,-67812.826544,Sn08,-651.0122978363229
38,-67812.826544,Sn09,-642.3222552783236
39,-67812.805761,Sn01,-648.3947551276283
39,-67812.805761,Sn02,-648.3805056832252
39,-67812.805761,Sn03,-659.4868995393208
39,-67812.805761,Sn04,-650.5374393162792
39,-67812.805761,Sn05,-660.9482242272043
39,-67812.805761,Sn06,-653.6792605470227
39,-67812.805761,Sn07,-660.3992001500501
39,-67812.805761,Sn08,-658.5850812601234
39,-67812.805761,Sn09,-649.1083570928326
40,-67812.806158,Sn01,-649.1929746109777
40,-67812.806158,Sn02,-649.1927112798944
40,-67812.806158,Sn03,-661.5642212401199
40,-67812.806158,Sn04,-649.009539070752
40,-67812.806158,Sn05,-653.5115051831717
40,-67812.806158,Sn06,-658.9086004945889
40,-67812.806158,Sn07,-661.5643404966477
40,-67812.806158,Sn08,-658.908571110328
40,-67812.806158,Sn09,-649.1919015763906
41,-67812.827908,Sn01,-647.2405220509172
41,-67812.827908,Sn02,-647.838735852783
41,-67812.827908,Sn03,-659.7386248279508
41,-67812.827908,Sn04,-651.205016968358
41,-67812.827908,Sn05,-658.6011077540297
41,-67812.827908,Sn06,-652.18424566147
41,-67812.827908,Sn07,-660.6619108060436
41,-67812.827908,Sn08,-658.8850710843358
41,-67812.827908,Sn09,-642.2227382218225
42,-67812.810067,Sn01,-656.7201709594647
42,-67812.810067,Sn02,-656.7201760241728
42,-67812.810067,Sn03,-660.9316317783132
42,-67812.810067,Sn04,-658.7384850725739
42,-67812.810067,Sn05,-657.9513482980592
42,-67812.810067,Sn06,-658.9098234361227
42,-67812.810067,Sn07,-660.9316575534281
42,-67812.810067,Sn08,-658.909721365636
42,-67812.810067,Sn09,-657.951396687216
43,-67812.846002,Sn01,-646.3044176802823
43,-67812.846002,Sn02,-646.3044201533548
43,-67812.846002,Sn03,-652.6249099218508
43,-67812.846002,Sn04,-642.7504289813241
43,-67812.846002,Sn05,-656.2652669001827
43,-67812.846002,Sn06,-660.4195401439683
43,-67812.846002,Sn07,-652.6245215403587
43,-67812.846002,Sn08,-656.2651635852503
43,-67812.846002,Sn09,-650.2874691562247
44,-67812.807587,Sn01,-656.1063533718889
44,-67812.807587,Sn02,-655.5482946783422
44,-67812.807587,Sn03,-660.2988610236093
44,-67812.807587,Sn04,-660.3027757477994
44,-67812.807587,Sn05,-654.9474851214541
44,-67812.807587,Sn06,-652.632087060821
44,-67812.807587,Sn07,-652.5030114492074
44,-67812.807587,Sn08,-659.7808259563726
44,-67812.807587,Sn09,-655.9630747545834
45,-67812.788584,Sn01,-658.1742113813298
45,-67812.788584,Sn02,-659.002245348297
45,-67812.788584,Sn03,-656.6366498694788
45,-67812.788584,Sn04,-659.0606060411842
45,-67812.788584,Sn05,-658.2470349729092
45,-67812.788584,Sn06,-656.8576713342081
45,-67812.788584,Sn07,-652.7646137506927
45,-67812.788584,Sn08,-659.7910360512665
45,-67812.788584,Sn09,-655.9675363475662
46,-67812.785349,Sn01,-657.3485206588916
46,-67812.785349,Sn02,-658.3775283707746
46,-67812.785349,Sn03,-658.8277420024183
46,-67812.785349,Sn04,-657.9716193388917
46,-67812.785349,Sn05,-658.4995679560066
46,-67812.785349,Sn06,-656.956432859547
46,-67812.785349,Sn07,-652.8462015939813
46,-67812.785349,Sn08,-660.5602544801095
46,-67812.785349,Sn09,-658.529995357273
47,-67812.801439,Sn01,-657.5833454860185
47,-67812.801439,Sn02,-658.1671381678952
47,-67812.801439,Sn03,-659.050034641723
47,-67812.801439,Sn04,-656.619737213066
47,-67812.801439,Sn05,-658.1818428207171
47,-67812.801439,Sn06,-658.5828279485622
47,-67812.801439,Sn07,-645.8320724168643
47,-67812.801439,Sn08,-659.0421682097776
47,-67812.801439,Sn09,-657.5744657719861
48,-67812.827127,Sn01,-656.0849103240503
48,-67812.827127,Sn02,-659.39170475638
48,-67812.827127,Sn03,-656.0989006079644
48,-67812.827127,Sn04,-657.656381919116
48,-67812.827127,Sn05,-659.3790141216609
48,-67812.827127,Sn06,-651.77570656241
48,-67812.827127,Sn07,-656.9198862545845
48,-67812.827127,Sn08,-658.1661774728746
48,-67812.827127,Sn09,-658.0805089458827
49,-67812.795517,Sn01,-658.690684327129
49,-67812.795517,Sn02,-660.1805659420661
49,-67812.795517,Sn03,-658.6125390448115
49,-67812.795517,Sn04,-656.2700479471296
49,-67812.795517,Sn05,-660.2702225423945
49,-67812.795517,Sn06,-658.7518780082901
49,-67812.795517,Sn07,-658.1498563964615
49,-67812.795517,Sn08,-652.8615183078264
49,-67812.795517,Sn09,-659.1535157360895
50,-67812.835464,Sn01,-649.7332431201894
50,-67812.835464,Sn02,-648.3551160297284
50,-67812.835464,Sn03,-659.5926771306304
50,-67812.835464,Sn04,-648.1717978351239
50,-67812.835464,Sn05,-657.3033083892929
50,-67812.835464,Sn06,-658.9583826045669
50,-67812.835464,Sn07,-651.7975250035811
50,-67812.835464,Sn08,-653.8400852977607
50,-67812.835464,Sn09,-649.1394802088953
51,-67812.815851,Sn01,-649.5054217826414
51,-67812.815851,Sn02,-650.5518983241209
51,-67812.815851,Sn03,-659.5643233832143
51,-67812.815851,Sn04,-648.7012371356227
51,-67812.815851,Sn05,-658.7973222466471
51,-67812.815851,Sn06,-660.9109147397367
51,-67812.815851,Sn07,-653.4155377172028
51,-67812.815851,Sn08,-660.9815503476912
51,-67812.815851,Sn09,-648.2870286610714
52,-67812.846222,Sn01,-641.9737279907745
52,-67812.846222,Sn02,-649.0523814235439
52,-67812.846222,Sn03,-659.3881786360662
52,-67812.846222,Sn04,-647.2291138129071
52,-67812.846222,Sn05,-658.8819610353339
52,-67812.846222,Sn06,-658.8864274318894
52,-67812.846222,Sn07,-651.9013505911475
52,-67812.846222,Sn08,-661.184338781617
52,-67812.846222,Sn09,-648.0529154550295
53,-67812.856838,Sn01,-649.2306009473496
53,-67812.856838,Sn02,-642.3480081360603
53,-67812.856838,Sn03,-656.8078411190395
53,-67812.856838,Sn04,-648.1424307138104
53,-67812.856838,Sn05,-652.252667997303
53,-67812.856838,Sn06,-657.7310326321308
53,-67812.856838,Sn07,-659.7315107101531
53,-67812.856838,Sn08,-651.4112184049441
53,-67812.856838,Sn09,-647.2563215370969
54,-67812.819052,Sn01,-647.9846866811413
54,-67812.819052,Sn02,-648.487848495467
54,-67812.819052,Sn03,-660.869865500963
54,-67812.819052,Sn04,-649.5561960463438
54,-67812.819052,Sn05,-657.9505183663605
54,-67812.819052,Sn06,-658.3957148744935
54,-67812.819052,Sn07,-653.1290717722982
54,-67812.819052,Sn08,-660.7210843676885
54,-67812.819052,Sn09,-648.962437991243
55,-67812.827436,Sn01,-649.3737404467861
55,-67812.827436,Sn02,-648.5212303178118
55,-67812.827436,Sn03,-660.6097598022407
55,-67812.827436,Sn04,-647.1783198132866
55,-67812.827436,Sn05,-660.5576026091958
55,-67812.827436,Sn06,-658.9879138227207
55,-67812.827436,Sn07,-651.3204947706213
55,-67812.827436,Sn08,-661.1636993086395
55,-67812.827436,Sn09,-650.1841878513437
56,-67812.841617,Sn01,-647.4276108691952
56,-67812.841617,Sn02,-649.3335990398732
56,-67812.841617,Sn03,-659.4560445604739
56,-67812.841617,Sn04,-651.3431774705195
56,-67812.841617,Sn05,-658.9645289951968
56,-67812.841617,Sn06,-659.1721285342969
56,-67812.841617,Sn07,-657.2370096129662
56,-67812.841617,Sn08,-661.0958260221723
56,-67812.841617,Sn09,-649.1476430256657
57,-67812.856153,Sn01,-647.0842635577947
57,-67812.856153,Sn02,-642.1869784914134
57,-67812.856153,Sn03,-658.8419808917633
57,-67812.856153,Sn04,-648.6802224376161
57,-67812.856153,Sn05,-651.677475432592
57,-67812.856153,Sn06,-657.713874671128
57,-67812.856153,Sn07,-657.5536833546171
57,-67812.856153,Sn08,-651.5825543829992
57,-67812.856153,Sn09,-649.4836298418231
58,-67812.812778,Sn01,-657.9047756924206
58,-67812.812778,Sn02,-658.3564052519396
58,-67812.812778,Sn03,-651.0874391140223
58,-67812.812778,Sn04,-659.0017590036459
58,-67812.812778,Sn05,-658.2281341373437
58,-67812.812778,Sn06,-656.8994710534985
58,-67812.812778,Sn07,-659.0719548067727
58,-67812.812778,Sn08,-651.1177915613489
58,-67812.812778,Sn09,-661.1774723328908
59,-67812.860089,Sn01,-647.0766689396542
59,-67812.860089,Sn02,-649.2609621289735
59,-67812.860089,Sn03,-658.9920186866166
59,-67812.860089,Sn04,-642.4915679447254
59,-67812.860089,Sn05,-657.7805442211456
59,-67812.860089,Sn06,-658.8140886022202
59,-67812.860089,Sn07,-660.032255943227
59,-67812.860089,Sn08,-658.9523224828476
59,-67812.860089,Sn09,-648.5933504352597
60,-67812.838287,Sn01,-647.6011347113617
60,-67812.838287,Sn02,-642.2794010858934
60,-67812.838287,Sn03,-659.3364173546743
60,-67812.838287,Sn04,-648.5706668608782
60,-67812.838287,Sn05,-659.3346129265683
60,-67812.838287,Sn06,-659.5443686013396
60,-67812.838287,Sn07,-658.5722143997627
60,-67812.838287,Sn08,-653.6249834842947
60,-67812.838287,Sn09,-647.1256287076112
61,-67812.848292,Sn01,-649.1994774819955
61,-67812.848292,Sn02,-649.7828631465436
61,-67812.848292,Sn03,-659.0657760298873
61,-67812.848292,Sn04,-649.569339850209
61,-67812.848292,Sn05,-660.089376407188
61,-67812.848292,Sn06,-658.3817564476549
61,-67812.848292,Sn07,-661.7618441778368
61,-67812.848292,Sn08,-658.7022459912014
61,-67812.848292,Sn09,-649.5885064001191
62,-67812.805179,Sn01,-659.1048635016832
62,-67812.805179,Sn02,-657.8373684181151
62,-67812.805179,Sn03,-660.3918632345808
62,-67812.805179,Sn04,-658.0375410473725
62,-67812.805179,Sn05,-658.5183499286791
62,-67812.805179,Sn06,-659.5395896652981
62,-67812.805179,Sn07,-659.0914054991681
62,-67812.805179,Sn08,-651.0758403533109
62,-67812.805179,Sn09,-658.9650903022193
63,-67812.857250,Sn01,-647.5020910052676
63,-67812.857250,Sn02,-642.9046980290764
63,-67812.857250,Sn03,-657.6440411708077
63,-67812.857250,Sn04,-650.6084093853988
63,-67812.857250,Sn05,-660.2796998973181
63,-67812.857250,Sn06,-660.6168213293527
63,-67812.857250,Sn07,-660.251748223483
63,-67812.857250,Sn08,-657.771322795857
63,-67812.857250,Sn09,-647.7538711397133
64,-67812.814552,Sn01,-656.916158305426
64,-67812.814552,Sn02,-650.5959527068144
64,-67812.814552,Sn03,-658.4029220905973
64,-67812.814552,Sn04,-658.3496531863088
64,-67812.814552,Sn05,-658.4024996915523
64,-67812.814552,Sn06,-662.1631618475085
64,-67812.814552,Sn07,-656.916591105809
64,-67812.814552,Sn08,-658.9796920872122
64,-67812.814552,Sn09,-650.5960979787251
65,-67812.796916,Sn01,-656.3152906704327
65,-67812.796916,Sn02,-657.1351261557475
65,-67812.796916,Sn03,-658.1884377194342
65,-67812.796916,Sn04,-651.1985627430909
65,-67812.796916,Sn05,-658.4318718956524
65,-67812.796916,Sn06,-651.2480902991674
65,-67812.796916,Sn07,-657.3608900901072
65,-67812.796916,Sn08,-658.2503827344003
65,-67812.796916,Sn09,-658.5874014004089
66,-67812.810485,Sn01,-648.6790497506167
66,-67812.810485,Sn02,-650.092501881019
66,-67812.810485,Sn03,-658.5151087871159
66,-67812.810485,Sn04,-660.487458000357
66,-67812.810485,Sn05,-649.5532265781121
66,-67812.810485,Sn06,-651.3638966288268
66,-67812.810485,Sn07,-660.7857282245186
66,-67812.810485,Sn08,-660.0863303421647
66,-67812.810485,Sn09,-646.9725036543782
67,-67812.830630,Sn01,-646.7369983924036
67,-67812.830630,Sn02,-646.606046065418
67,-67812.830630,Sn03,-660.4452828031717
67,-67812.830630,Sn04,-651.4169164506975
67,-67812.830630,Sn05,-643.900684997293
67,-67812.830630,Sn06,-658.6473760753588
67,-67812.830630,Sn07,-659.0956815577692
67,-67812.830630,Sn08,-658.4700464506186
67,-67812.830630,Sn09,-648.8649874049238
68,-67812.827199,Sn01,-646.6745980433952
68,-67812.827199,Sn02,-648.6853255640272
68,-67812.827199,Sn03,-658.5561714360028
68,-67812.827199,Sn04,-653.4015687366464
68,-67812.827199,Sn05,-650.7967256175052
68,-67812.827199,Sn06,-651.1920037004938
68,-67812.827199,Sn07,-659.1855830499826
