   x         T                   mu   
0.2500  473.00000000000000  -0.027018533761065555
0.2500  873.00000000000000  -0.06379397874479764
0.2500  1273.0000000000000  -0.1012761019331947
0.2500  1673.0000000000000  -0.1389481012838587
