
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.45302931179833      eV
 Composition: x =   0.12500000001505637     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13419    0.175124E+00    0.175124E+00
  1      1       16           -61809.52206      -61059.06867    0.222239E+00    0.138899E-01
  2      1       48           -62559.91747      -61059.01141    0.727814E-01    0.151628E-02
  2      2       24           -62559.92649      -61059.02043    0.515785E-01    0.214911E-02
  2      3       48           -62559.93679      -61059.03073    0.153626E+00    0.320054E-02
  3      1       48           -63310.31227      -61058.95282    0.754665E-02    0.157222E-03
  3      2       32           -63310.31342      -61058.95398    0.526118E-02    0.164412E-03
  3      3       96           -63310.32148      -61058.96204    0.215537E-01    0.224518E-03
  3      4      192           -63310.33108      -61058.97164    0.624993E-01    0.325517E-03
  3      5       96           -63310.33003      -61058.97058    0.300001E-01    0.312501E-03
  3      6       48           -63310.32923      -61058.96979    0.145469E-01    0.303060E-03
  3      7       32           -63310.36223      -61059.00279    0.347566E-01    0.108614E-02
  3      8       16           -63310.29084      -61058.93140    0.109836E-02    0.686472E-04
  4      1       12           -64060.69708      -61058.88354    0.129353E-03    0.107794E-04
  4      2      192           -64060.71656      -61058.90303    0.439773E-02    0.229049E-04
  4      3      192           -64060.71491      -61058.90137    0.412486E-02    0.214836E-04
  4      4       96           -64060.72606      -61058.91253    0.317547E-02    0.330778E-04
  4      5       24           -64060.72769      -61058.91415    0.845403E-03    0.352251E-04
  4      6       96           -64060.73540      -61058.92187    0.455789E-02    0.474780E-04
  4      7       48           -64060.73390      -61058.92037    0.215031E-02    0.447981E-04
  4      8       96           -64060.71444      -61058.90091    0.202582E-02    0.211023E-04
  4      9      192           -64060.73261      -61058.91908    0.818226E-02    0.426160E-04
  4     10       96           -64060.75440      -61058.94086    0.950200E-02    0.989792E-04
  4     11       96           -64060.75643      -61058.94289    0.102790E-01    0.107073E-03
  4     12       96           -64060.72217      -61058.90864    0.273187E-02    0.284569E-04
  4     13       96           -64060.69587      -61058.88234    0.987732E-03    0.102889E-04
  4     14       96           -64060.72462      -61058.91109    0.300355E-02    0.312869E-04
  4     15       96           -64060.73338      -61058.91984    0.421400E-02    0.438959E-04
  4     16      192           -64060.74358      -61058.93004    0.125048E-01    0.651292E-04
  4     17       48           -64060.73462      -61058.92108    0.221053E-02    0.460527E-04
  4     18       24           -64060.74005      -61058.92651    0.136370E-02    0.568209E-04
  4     19        8           -64060.70845      -61058.89491    0.133888E-03    0.167360E-04
  4     20        4           -64060.71469      -61058.90115    0.852097E-04    0.213024E-04
  4     21       12           -64060.72936      -61058.91582    0.450944E-03    0.375786E-04
  4     22        8           -64060.80941      -61058.99587    0.664906E-02    0.831133E-03
  5      1       96           -64811.10732      -61058.83898    0.184653E-03    0.192347E-05
  5      2      192           -64811.12798      -61058.85964    0.821091E-03    0.427652E-05
  5      3       48           -64811.11935      -61058.85101    0.147024E-03    0.306300E-05
  5      4      192           -64811.11591      -61058.84757    0.514744E-03    0.268096E-05
  5      5       96           -64811.13305      -61058.86472    0.499614E-03    0.520431E-05
  5      6      192           -64811.14693      -61058.87859    0.170905E-02    0.890129E-05
  5      7       96           -64811.14333      -61058.87499    0.743413E-03    0.774388E-05
  5      8       96           -64811.11657      -61058.84823    0.264037E-03    0.275039E-05
  5      9       96           -64811.15908      -61058.89074    0.136721E-02    0.142418E-04
  5     10      192           -64811.12358      -61058.85525    0.692748E-03    0.360806E-05
  5     11       96           -64811.15460      -61058.88626    0.114963E-02    0.119753E-04
  5     12       96           -64811.13429      -61058.86596    0.524162E-03    0.546002E-05
  5     13       48           -64811.09652      -61058.82818    0.607869E-04    0.126639E-05
  5     14       96           -64811.09885      -61058.83051    0.133066E-03    0.138610E-05
  5     15       96           -64811.10455      -61058.83621    0.165872E-03    0.172783E-05
  5     16      192           -64811.12491      -61058.85657    0.729208E-03    0.379796E-05
  5     17      192           -64811.13724      -61058.86891    0.117500E-02    0.611977E-05
  5     18      192           -64811.14338      -61058.87504    0.148988E-02    0.775977E-05
  5     19      192           -64811.14607      -61058.87773    0.165326E-02    0.861071E-05
  5     20      192           -64811.15355      -61058.88521    0.220800E-02    0.115000E-04
  5     21       96           -64811.14266      -61058.87432    0.724449E-03    0.754635E-05
  5     22       96           -64811.16473      -61058.89639    0.170105E-02    0.177193E-04
  5     23      192           -64811.12660      -61058.85826    0.778531E-03    0.405485E-05
  5     24      192           -64811.13486      -61058.86653    0.107174E-02    0.558196E-05
  5     25      192           -64811.15418      -61058.88584    0.226229E-02    0.117828E-04
  5     26      192           -64811.14948      -61058.88114    0.188622E-02    0.982406E-05
  5     27       96           -64811.13234      -61058.86400    0.486042E-03    0.506293E-05
  5     28       96           -64811.14099      -61058.87266    0.679209E-03    0.707510E-05
  5     29       96           -64811.10918      -61058.84084    0.198428E-03    0.206696E-05
  5     30       48           -64811.11499      -61058.84665    0.124216E-03    0.258783E-05
  5     31       48           -64811.12250      -61058.85416    0.166062E-03    0.345964E-05
  5     32       96           -64811.15092      -61058.88258    0.997210E-03    0.103876E-04
  5     33       96           -64811.15329      -61058.88496    0.109304E-02    0.113858E-04
  5     34       48           -64811.17400      -61058.90566    0.121735E-02    0.253615E-04
  5     35       96           -64811.20776      -61058.93942    0.898715E-02    0.936162E-04
  6      1       48           -65561.52021      -61058.79636    0.177530E-04    0.369854E-06
  6      2       96           -65561.51663      -61058.79279    0.309203E-04    0.322086E-06
