        T             E               F          S             
     300.0     -66312.0024     -66312.2264  0.746568E-03
     873.0     -66311.9791     -66312.6762  0.798581E-03
    1273.0     -66311.9753     -66312.9965  0.802201E-03
    1673.0     -66311.9734     -66313.3177  0.803522E-03
  Infinite     -66311.9676         -        0.805279E-03
