        T    Average data
     300.0     10.9014     10.9001     10.9018   1295.4122
     873.0     10.9015     10.9004     10.9016   1295.4378
    1273.0     10.9015     10.9004     10.9016   1295.4389
    1673.0     10.9015     10.9004     10.9015   1295.4391
  Infinite     10.9016     10.9004     10.9015   1295.4384
