
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.39995061301249      eV
 Composition: x =   0.75000000000225542     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.569461E-06    0.569461E-06
  1      1       16           -61809.52206      -61059.12211    0.654207E-05    0.408879E-06
  2      1       48           -62559.91747      -61059.11757    0.175594E-04    0.365821E-06
  2      2       24           -62559.92649      -61059.12659    0.109536E-04    0.456398E-06
  2      3       48           -62559.93679      -61059.13688    0.282025E-04    0.587553E-06
  3      1       48           -63310.31227      -61059.11242    0.154727E-04    0.322348E-06
  3      2       32           -63310.31342      -61059.11357    0.106119E-04    0.331621E-06
  3      3       96           -63310.32148      -61059.12163    0.387917E-04    0.404080E-06
  3      4      192           -63310.33108      -61059.13123    0.981947E-04    0.511431E-06
  3      5       96           -63310.33003      -61059.13017    0.478429E-04    0.498363E-06
  3      6       48           -63310.32923      -61059.12938    0.234605E-04    0.488761E-06
  3      7       32           -63310.36223      -61059.16238    0.351437E-04    0.109824E-05
  3      8       16           -63310.29084      -61059.09099    0.304919E-05    0.190575E-06
  4      1       12           -64060.69708      -61059.09727    0.266793E-05    0.222327E-06
  4      2      192           -64060.71656      -61059.11676    0.688502E-04    0.358595E-06
  4      3      192           -64060.71491      -61059.11510    0.661090E-04    0.344318E-06
  4      4       96           -64060.72606      -61059.12626    0.434618E-04    0.452727E-06
  4      5       24           -64060.72769      -61059.12789    0.113076E-04    0.471152E-06
  4      6       96           -64060.73540      -61059.13560    0.546583E-04    0.569357E-06
  4      7       48           -64060.73390      -61059.13410    0.263404E-04    0.548758E-06
  4      8       96           -64060.71444      -61059.11464    0.326811E-04    0.340429E-06
  4      9      192           -64060.73261      -61059.13281    0.102077E-03    0.531650E-06
  4     10       96           -64060.75440      -61059.15459    0.870992E-04    0.907284E-06
  4     11       96           -64060.75643      -61059.15663    0.915514E-04    0.953661E-06
  4     12       96           -64060.72217      -61059.12237    0.395057E-04    0.411518E-06
  4     13       96           -64060.69587      -61059.09607    0.207222E-04    0.215856E-06
  4     14       96           -64060.72462      -61059.12482    0.419541E-04    0.437022E-06
  4     15       96           -64060.73338      -61059.13357    0.520053E-04    0.541722E-06
  4     16      192           -64060.74358      -61059.14377    0.133585E-03    0.695756E-06
  4     17       48           -64060.73462      -61059.13481    0.268059E-04    0.558456E-06
  4     18       24           -64060.74005      -61059.14025    0.153136E-04    0.638067E-06
  4     19        8           -64060.70845      -61059.10865    0.235105E-05    0.293881E-06
  4     20        4           -64060.71469      -61059.11488    0.136989E-05    0.342473E-06
  4     21       12           -64060.72936      -61059.12956    0.589057E-05    0.490881E-06
  4     22        8           -64060.80941      -61059.20960    0.279872E-04    0.349840E-05
  5      1       96           -64811.10732      -61059.10757    0.274764E-04    0.286213E-06
  5      2      192           -64811.12798      -61059.12822    0.912175E-04    0.475091E-06
  5      3       48           -64811.11935      -61059.11960    0.184539E-04    0.384456E-06
  5      4      192           -64811.11591      -61059.11615    0.678347E-04    0.353306E-06
  5      5       96           -64811.13305      -61059.13330    0.516574E-04    0.538098E-06
  5      6      192           -64811.14693      -61059.14718    0.145211E-03    0.756307E-06
  5      7       96           -64811.14333      -61059.14357    0.664663E-04    0.692357E-06
  5      8       96           -64811.11657      -61059.11681    0.344719E-04    0.359082E-06
  5      9       96           -64811.15908      -61059.15933    0.978198E-04    0.101896E-05
  5     10      192           -64811.12358      -61059.12383    0.818956E-04    0.426540E-06
  5     11       96           -64811.15460      -61059.15484    0.876359E-04    0.912874E-06
  5     12       96           -64811.13429      -61059.13454    0.532531E-04    0.554720E-06
  5     13       48           -64811.09652      -61059.09676    0.105391E-04    0.219565E-06
  5     14       96           -64811.09885      -61059.09910    0.223210E-04    0.232510E-06
  5     15       96           -64811.10455      -61059.10480    0.256693E-04    0.267389E-06
  5     16      192           -64811.12491      -61059.12516    0.846036E-04    0.440644E-06
  5     17      192           -64811.13724      -61059.13749    0.114498E-03    0.596341E-06
  5     18      192           -64811.14338      -61059.14363    0.133105E-03    0.693258E-06
  5     19      192           -64811.14607      -61059.14632    0.142186E-03    0.740554E-06
  5     20      192           -64811.15355      -61059.15380    0.170827E-03    0.889724E-06
  5     21       96           -64811.14266      -61059.14291    0.653859E-04    0.681103E-06
  5     22       96           -64811.16473      -61059.16497    0.112358E-03    0.117040E-05
  5     23      192           -64811.12660      -61059.12685    0.881896E-04    0.459321E-06
  5     24      192           -64811.13486      -61059.13511    0.108009E-03    0.562545E-06
  5     25      192           -64811.15418      -61059.15443    0.173479E-03    0.903538E-06
  5     26      192           -64811.14948      -61059.14973    0.154586E-03    0.805134E-06
  5     27       96           -64811.13234      -61059.13259    0.507629E-04    0.528780E-06
  5     28       96           -64811.14099      -61059.14124    0.627657E-04    0.653809E-06
  5     29       96           -64811.10918      -61059.10943    0.287593E-04    0.299576E-06
  5     30       48           -64811.11499      -61059.11524    0.165826E-04    0.345472E-06
  5     31       48           -64811.12250      -61059.12274    0.199356E-04    0.415325E-06
  5     32       96           -64811.15092      -61059.15117    0.800763E-04    0.834128E-06
  5     33       96           -64811.15329      -61059.15354    0.848745E-04    0.884110E-06
  5     34       48           -64811.17400      -61059.17424    0.705256E-04    0.146928E-05
  5     35       96           -64811.20776      -61059.20801    0.322930E-03    0.336385E-05
  6      1       48           -65561.52021      -61059.12051    0.188698E-04    0.393120E-06
  6      2       96           -65561.51663      -61059.11693    0.345705E-04    0.360109E-06
  6      3       96           -65561.53725      -61059.13754    0.573224E-04    0.597108E-06
  6      4       96           -65561.55042      -61059.15071    0.791901E-04    0.824897E-06
  6      5      192           -65561.54507      -61059.14537    0.138912E-03    0.723500E-06
  6      6      192           -65561.52659      -61059.12689    0.882792E-04    0.459787E-06
  6      7      192           -65561.55623      -61059.15652    0.182635E-03    0.951225E-06
  6      8       16           -65561.58156      -61059.18186    0.283358E-04    0.177099E-05
  6      9       48           -65561.53048      -61059.13077    0.242757E-04    0.505743E-06
  6     10      192           -65561.50648      -61059.10678    0.538933E-04    0.280694E-06
  6     11       96           -65561.50926      -61059.10955    0.288472E-04    0.300492E-06
  6     12       32           -65561.53261      -61059.13291    0.170549E-04    0.532966E-06
  6     13      192           -65561.53638      -61059.13667    0.112226E-03    0.584513E-06
  6     14      192           -65561.55508      -61059.15537    0.177563E-03    0.924808E-06
  6     15      192           -65561.56568      -61059.16598    0.230306E-03    0.119951E-05
  6     16      192           -65561.52769      -61059.12799    0.906873E-04    0.472330E-06
  6     17      192           -65561.54578      -61059.14607    0.141329E-03    0.736086E-06
  6     18       64           -65561.54481      -61059.14511    0.460062E-04    0.718847E-06
  6     19      192           -65561.55339      -61059.15369    0.170381E-03    0.887400E-06
  6     20       96           -65561.56876      -61059.16905    0.124189E-03    0.129363E-05
  6     21      192           -65561.56988      -61059.17018    0.255322E-03    0.132980E-05
  6     22      192           -65561.54427      -61059.14456    0.136189E-03    0.709316E-06
  6     23      192           -65561.55311      -61059.15341    0.169189E-03    0.881195E-06
  6     24      192           -65561.57385      -61059.17414    0.281407E-03    0.146566E-05
  6     25      192           -65561.56475      -61059.16505    0.225116E-03    0.117248E-05
  6     26       96           -65561.58096      -61059.18126    0.167547E-03    0.174528E-05
  6     27      192           -65561.56031      -61059.16061    0.201888E-03    0.105150E-05
  6     28       96           -65561.53571      -61059.13601    0.552079E-04    0.575082E-06
  6     29      192           -65561.55869      -61059.15898    0.194007E-03    0.101045E-05
  6     30      192           -65561.55524      -61059.15554    0.178275E-03    0.928514E-06
  6     31      192           -65561.55868      -61059.15897    0.193950E-03    0.101015E-05
  6     32      192           -65561.56461      -61059.16491    0.224339E-03    0.116843E-05
  6     33       48           -65561.50632      -61059.10661    0.134192E-04    0.279567E-06
  6     34      192           -65561.52438      -61059.12468    0.836119E-04    0.435479E-06
  6     35       32           -65561.54198      -61059.14228    0.214628E-04    0.670712E-06
  6     36      192           -65561.51409      -61059.11439    0.649575E-04    0.338320E-06
  6     37       48           -65561.51811      -61059.11840    0.179218E-04    0.373370E-06
  6     38       96           -65561.51989      -61059.12018    0.374435E-04    0.390036E-06
  6     39       96           -65561.51745      -61059.11775    0.352730E-04    0.367427E-06
  6     40       96           -65561.52718      -61059.12748    0.447787E-04    0.466445E-06
  6     41       48           -65561.51654      -61059.11684    0.172471E-04    0.359315E-06
  6     42      192           -65561.54816      -61059.14846    0.149852E-03    0.780481E-06
  6     43       24           -65561.51377      -61059.11407    0.805658E-05    0.335691E-06
  6     44       96           -65561.52518      -61059.12548    0.426335E-04    0.444099E-06
  6     45      192           -65561.54372      -61059.14401    0.134370E-03    0.699844E-06
  6     46      192           -65561.55012      -61059.15041    0.157215E-03    0.818828E-06
  6     47       96           -65561.54490      -61059.14520    0.691686E-04    0.720506E-06
  6     48       96           -65561.55341      -61059.15371    0.852259E-04    0.887770E-06
  6     49       96           -65561.57079      -61059.17109    0.130537E-03    0.135976E-05
  6     50       48           -65561.53532      -61059.13561    0.273370E-04    0.569522E-06
  6     51       96           -65561.57028      -61059.17058    0.128926E-03    0.134298E-05
  6     52      192           -65561.57470      -61059.17499    0.287330E-03    0.149651E-05
  6     53       96           -65561.57929      -61059.17959    0.160821E-03    0.167522E-05
  6     54       48           -65561.57496      -61059.17526    0.723010E-04    0.150627E-05
  6     55      192           -65561.56311      -61059.16341    0.216249E-03    0.112630E-05
  6     56       96           -65561.57904      -61059.17934    0.159837E-03    0.166497E-05
  6     57       16           -65561.54741      -61059.14771    0.122594E-04    0.766213E-06
  6     58       48           -65561.51364      -61059.11394    0.160611E-04    0.334606E-06
  6     59       48           -65561.55833      -61059.15862    0.480740E-04    0.100154E-05
  6     60       96           -65561.60610      -61059.20640    0.310426E-03    0.323360E-05
  6     61      192           -65561.59742      -61059.19771    0.501719E-03    0.261312E-05
  6     62       96           -65561.62828      -61059.22858    0.534953E-03    0.557243E-05
  6     63       96           -65561.60348      -61059.20377    0.291078E-03    0.303207E-05
  6     64       48           -65561.61413      -61059.21443    0.189015E-03    0.393782E-05
  6     65       48           -65561.59121      -61059.19150    0.107704E-03    0.224384E-05
  7      1      192           -66311.94451      -61059.14486    0.137176E-03    0.714458E-06
  7      2       48           -66311.97842      -61059.17877    0.788057E-04    0.164179E-05
  7      3       96           -66311.94963      -61059.14998    0.777775E-04    0.810183E-06
  7      4       96           -66311.91560      -61059.11595    0.337462E-04    0.351523E-06
  7      5       48           -66311.91094      -61059.11128    0.150480E-04    0.313500E-06
  7      6       96           -66311.93192      -61059.13227    0.503632E-04    0.524616E-06
  7      7       96           -66311.96458      -61059.16493    0.112231E-03    0.116907E-05
  7      8      192           -66311.94323      -61059.14358    0.132942E-03    0.692404E-06
  7      9      192           -66311.96152      -61059.16187    0.208218E-03    0.108447E-05
  7     10      192           -66311.97454      -61059.17488    0.286572E-03    0.149256E-05
  7     11      192           -66311.98827      -61059.18862    0.401372E-03    0.209048E-05
  7     12      192           -66311.96920      -61059.16955    0.251414E-03    0.130945E-05
  7     13      192           -66311.97897      -61059.17932    0.319482E-03    0.166397E-05
  7     14      192           -66311.95455      -61059.15489    0.175469E-03    0.913900E-06
  7     15      192           -66311.94879      -61059.14913    0.152360E-03    0.793540E-06
  7     16      192           -66311.97501      -61059.17536    0.289903E-03    0.150991E-05
  7     17      192           -66311.97941      -61059.17975    0.322933E-03    0.168194E-05
  7     18      192           -66311.97931      -61059.17965    0.322118E-03    0.167770E-05
