  x           300.0          873.0         1673.0      Infinity
  -677.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -677.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.700  0.106405E-04  0.000000E+00  0.000000E+00  0.000000E+00
  -666.600  0.166985E-04  0.124711E-04  0.114930E-04  0.105158E-04
  -666.500  0.259322E-04  0.192755E-04  0.177492E-04  0.162315E-04
  -666.400  0.398522E-04  0.294950E-04  0.271393E-04  0.248073E-04
  -666.300  0.606080E-04  0.446841E-04  0.410884E-04  0.375434E-04
  -666.200  0.912190E-04  0.670258E-04  0.615977E-04  0.562664E-04
  -666.100  0.135873E-03  0.995497E-04  0.914458E-04  0.835134E-04
  -666.000  0.200303E-03  0.146411E-03  0.134446E-03  0.122769E-03
  -665.900  0.292257E-03  0.213240E-03  0.195769E-03  0.178765E-03
  -665.800  0.422073E-03  0.307581E-03  0.282351E-03  0.257854E-03
  -665.700  0.603356E-03  0.439415E-03  0.403384E-03  0.368472E-03
  -665.600  0.853782E-03  0.621799E-03  0.570914E-03  0.521692E-03
  -665.500  0.119600E-02  0.871610E-03  0.800543E-03  0.731894E-03
  -665.400  0.165865E-02  0.121040E-02  0.111225E-02  0.101754E-02
  -665.300  0.227743E-02  0.166538E-02  0.153134E-02  0.140209E-02
  -665.200  0.309624E-02  0.227048E-02  0.208947E-02  0.191499E-02
  -665.100  0.416829E-02  0.306751E-02  0.282582E-02  0.259287E-02
  -665.000  0.555714E-02  0.410741E-02  0.378834E-02  0.348074E-02
  -664.900  0.733759E-02  0.545146E-02  0.503502E-02  0.463332E-02
  -664.800  0.959637E-02  0.717252E-02  0.663522E-02  0.611649E-02
  -664.700  0.124325E-01  0.935619E-02  0.867097E-02  0.800864E-02
  -664.600  0.159570E-01  0.121018E-01  0.112381E-01  0.104021E-01
  -664.500  0.202928E-01  0.155232E-01  0.144475E-01  0.134043E-01
  -664.400  0.255729E-01  0.197491E-01  0.184256E-01  0.171392E-01
  -664.300  0.319392E-01  0.249237E-01  0.233153E-01  0.217480E-01
  -664.200  0.395399E-01  0.312055E-01  0.292755E-01  0.273895E-01
  -664.100  0.485260E-01  0.387672E-01  0.364816E-01  0.342408E-01
  -664.000  0.590483E-01  0.477939E-01  0.451237E-01  0.424964E-01
  -663.900  0.712530E-01  0.584807E-01  0.554054E-01  0.523676E-01
  -663.800  0.852771E-01  0.710306E-01  0.675418E-01  0.640805E-01
  -663.700  0.101244E+00  0.856500E-01  0.817558E-01  0.778735E-01
  -663.600  0.119259E+00  0.102545E+00  0.982745E-01  0.939943E-01
  -663.500  0.139404E+00  0.121918E+00  0.117325E+00  0.112695E+00
  -663.400  0.161734E+00  0.143958E+00  0.139128E+00  0.134227E+00
  -663.300  0.186277E+00  0.168840E+00  0.163894E+00  0.158836E+00
  -663.200  0.213024E+00  0.196716E+00  0.191812E+00  0.186754E+00
  -663.100  0.241938E+00  0.227710E+00  0.223051E+00  0.218193E+00
  -663.000  0.272946E+00  0.261913E+00  0.257745E+00  0.253335E+00
  -662.900  0.305944E+00  0.299375E+00  0.295990E+00  0.292329E+00
  -662.800  0.340800E+00  0.340105E+00  0.337842E+00  0.335280E+00
  -662.700  0.377360E+00  0.384067E+00  0.383304E+00  0.382243E+00
  -662.600  0.415451E+00  0.431178E+00  0.432333E+00  0.433219E+00
  -662.500  0.454891E+00  0.481308E+00  0.484830E+00  0.488151E+00
  -662.400  0.495497E+00  0.534285E+00  0.540646E+00  0.546921E+00
  -662.300  0.537092E+00  0.589897E+00  0.599580E+00  0.609352E+00
  -662.200  0.579518E+00  0.647903E+00  0.661390E+00  0.675211E+00
  -662.100  0.622641E+00  0.708035E+00  0.725794E+00  0.744209E+00
  -662.000  0.666361E+00  0.770012E+00  0.792484E+00  0.816017E+00
  -661.900  0.710618E+00  0.833550E+00  0.861131E+00  0.890270E+00
  -661.800  0.755395E+00  0.898371E+00  0.931401E+00  0.966577E+00
  -661.700  0.800719E+00  0.964213E+00  0.100296E+01  0.104454E+01
  -661.600  0.846655E+00  0.103084E+01  0.107550E+01  0.112375E+01
  -661.500  0.893305E+00  0.109805E+01  0.114873E+01  0.120384E+01
  -661.400  0.940791E+00  0.116568E+01  0.122238E+01  0.128443E+01
  -661.300  0.989244E+00  0.123358E+01  0.129624E+01  0.136520E+01
  -661.200  0.103878E+01  0.130168E+01  0.137013E+01  0.144587E+01
  -661.100  0.108951E+01  0.136990E+01  0.144391E+01  0.152619E+01
  -661.000  0.114145E+01  0.143819E+01  0.151746E+01  0.160597E+01
  -660.900  0.119458E+01  0.150652E+01  0.159071E+01  0.168506E+01
  -660.800  0.124879E+01  0.157484E+01  0.166358E+01  0.176334E+01
  -660.700  0.130385E+01  0.164307E+01  0.173600E+01  0.184072E+01
  -660.600  0.135942E+01  0.171111E+01  0.180790E+01  0.191710E+01
  -660.500  0.141504E+01  0.177881E+01  0.187916E+01  0.199241E+01
  -660.400  0.147015E+01  0.184593E+01  0.194961E+01  0.206653E+01
  -660.300  0.152407E+01  0.191217E+01  0.201903E+01  0.213931E+01
  -660.200  0.157604E+01  0.197715E+01  0.208714E+01  0.221054E+01
  -660.100  0.162524E+01  0.204039E+01  0.215354E+01  0.227994E+01
  -660.000  0.167080E+01  0.210136E+01  0.221779E+01  0.234716E+01
  -659.900  0.171187E+01  0.215941E+01  0.227935E+01  0.241174E+01
  -659.800  0.174765E+01  0.221388E+01  0.233759E+01  0.247315E+01
  -659.700  0.177737E+01  0.226405E+01  0.239184E+01  0.253078E+01
  -659.600  0.180040E+01  0.230917E+01  0.244138E+01  0.258395E+01
  -659.500  0.181624E+01  0.234851E+01  0.248546E+01  0.263191E+01
  -659.400  0.182453E+01  0.238138E+01  0.252333E+01  0.267391E+01
  -659.300  0.182509E+01  0.240714E+01  0.255428E+01  0.270918E+01
  -659.200  0.181791E+01  0.242523E+01  0.257765E+01  0.273696E+01
  -659.100  0.180317E+01  0.243521E+01  0.259288E+01  0.275659E+01
  -659.000  0.178120E+01  0.243678E+01  0.259949E+01  0.276748E+01
  -658.900  0.175248E+01  0.242974E+01  0.259716E+01  0.276914E+01
  -658.800  0.171762E+01  0.241409E+01  0.258572E+01  0.276126E+01
  -658.700  0.167732E+01  0.238995E+01  0.256515E+01  0.274367E+01
  -658.600  0.163235E+01  0.235761E+01  0.253560E+01  0.271640E+01
  -658.500  0.158352E+01  0.231750E+01  0.249738E+01  0.267963E+01
  -658.400  0.153163E+01  0.227016E+01  0.245097E+01  0.263374E+01
  -658.300  0.147748E+01  0.221627E+01  0.239697E+01  0.257928E+01
  -658.200  0.142180E+01  0.215656E+01  0.233612E+01  0.251695E+01
  -658.100  0.136528E+01  0.209185E+01  0.226924E+01  0.244758E+01
  -658.000  0.130851E+01  0.202299E+01  0.219723E+01  0.237210E+01
  -657.900  0.125203E+01  0.195084E+01  0.212101E+01  0.229151E+01
  -657.800  0.119625E+01  0.187626E+01  0.204155E+01  0.220685E+01
  -657.700  0.114154E+01  0.180007E+01  0.195977E+01  0.211916E+01
  -657.600  0.108819E+01  0.172304E+01  0.187659E+01  0.202949E+01
  -657.500  0.103640E+01  0.164591E+01  0.179285E+01  0.193880E+01
  -657.400  0.986358E+00  0.156933E+01  0.170935E+01  0.184802E+01
  -657.300  0.938186E+00  0.149388E+01  0.162679E+01  0.175798E+01
  -657.200  0.891991E+00  0.142009E+01  0.154581E+01  0.166944E+01
  -657.100  0.847864E+00  0.134840E+01  0.146696E+01  0.158305E+01
  -657.000  0.805885E+00  0.127922E+01  0.139070E+01  0.149939E+01
  -656.900  0.766135E+00  0.121286E+01  0.131746E+01  0.141893E+01
  -656.800  0.728695E+00  0.114962E+01  0.124756E+01  0.134207E+01
  -656.700  0.693644E+00  0.108973E+01  0.118130E+01  0.126915E+01
  -656.600  0.661062E+00  0.103341E+01  0.111890E+01  0.120044E+01
  -656.500  0.631022E+00  0.980830E+00  0.106057E+01  0.113616E+01
  -656.400  0.603586E+00  0.932128E+00  0.100648E+01  0.107649E+01
  -656.300  0.578797E+00  0.887422E+00  0.956740E+00  0.102158E+01
  -656.200  0.556682E+00  0.846800E+00  0.911463E+00  0.971548E+00
  -656.100  0.537237E+00  0.810321E+00  0.870715E+00  0.926466E+00
  -656.000  0.520436E+00  0.778010E+00  0.834537E+00  0.886388E+00
  -655.900  0.506222E+00  0.749861E+00  0.802932E+00  0.851331E+00
  -655.800  0.494515E+00  0.725830E+00  0.775869E+00  0.821273E+00
  -655.700  0.485213E+00  0.705834E+00  0.753274E+00  0.796151E+00
  -655.600  0.478200E+00  0.689754E+00  0.735031E+00  0.775853E+00
  -655.500  0.473350E+00  0.677430E+00  0.720978E+00  0.760216E+00
  -655.400  0.470535E+00  0.668668E+00  0.710911E+00  0.749026E+00
  -655.300  0.469634E+00  0.663241E+00  0.704581E+00  0.742011E+00
  -655.200  0.470537E+00  0.660893E+00  0.701701E+00  0.738852E+00
  -655.100  0.473148E+00  0.661350E+00  0.701949E+00  0.739178E+00
  -655.000  0.477392E+00  0.664319E+00  0.704978E+00  0.742583E+00
  -654.900  0.483210E+00  0.669506E+00  0.710423E+00  0.748628E+00
  -654.800  0.490560E+00  0.676613E+00  0.717914E+00  0.756858E+00
  -654.700  0.499414E+00  0.685354E+00  0.727081E+00  0.766811E+00
  -654.600  0.509746E+00  0.695460E+00  0.737571E+00  0.778037E+00
  -654.500  0.521530E+00  0.706680E+00  0.749052E+00  0.790109E+00
  -654.400  0.534730E+00  0.718790E+00  0.761224E+00  0.802636E+00
  -654.300  0.549289E+00  0.731594E+00  0.773828E+00  0.815276E+00
  -654.200  0.565125E+00  0.744924E+00  0.786642E+00  0.827739E+00
  -654.100  0.582123E+00  0.758638E+00  0.799489E+00  0.839798E+00
  -654.000  0.600132E+00  0.772616E+00  0.812233E+00  0.851288E+00
  -653.900  0.618959E+00  0.786754E+00  0.824774E+00  0.862097E+00
  -653.800  0.638374E+00  0.800959E+00  0.837040E+00  0.872169E+00
  -653.700  0.658115E+00  0.815141E+00  0.848979E+00  0.881486E+00
  -653.600  0.677885E+00  0.829203E+00  0.860547E+00  0.890058E+00
  -653.500  0.697372E+00  0.843038E+00  0.871702E+00  0.897912E+00
  -653.400  0.716252E+00  0.856518E+00  0.882387E+00  0.905073E+00
  -653.300  0.734201E+00  0.869496E+00  0.892528E+00  0.911553E+00
  -653.200  0.750914E+00  0.881799E+00  0.902022E+00  0.917339E+00
  -653.100  0.766111E+00  0.893232E+00  0.910739E+00  0.922386E+00
  -653.000  0.779555E+00  0.903580E+00  0.918518E+00  0.926612E+00
  -652.900  0.791064E+00  0.912617E+00  0.925171E+00  0.929893E+00
  -652.800  0.800519E+00  0.920113E+00  0.930492E+00  0.932074E+00
  -652.700  0.807878E+00  0.925846E+00  0.934267E+00  0.932971E+00
  -652.600  0.813176E+00  0.929616E+00  0.936281E+00  0.932385E+00
  -652.500  0.816538E+00  0.931257E+00  0.936341E+00  0.930113E+00
  -652.400  0.818175E+00  0.930651E+00  0.934282E+00  0.925968E+00
  -652.300  0.818384E+00  0.927739E+00  0.929988E+00  0.919788E+00
  -652.200  0.817546E+00  0.922535E+00  0.923402E+00  0.911460E+00
  -652.100  0.816115E+00  0.915130E+00  0.914535E+00  0.900927E+00
  -652.000  0.814612E+00  0.905696E+00  0.903481E+00  0.888202E+00
  -651.900  0.813612E+00  0.894493E+00  0.890414E+00  0.873376E+00
  -651.800  0.813723E+00  0.881860E+00  0.875591E+00  0.856621E+00
  -651.700  0.815575E+00  0.868209E+00  0.859351E+00  0.838190E+00
  -651.600  0.819794E+00  0.854015E+00  0.842101E+00  0.818413E+00
  -651.500  0.826984E+00  0.839802E+00  0.824309E+00  0.797687E+00
  -651.400  0.837701E+00  0.826123E+00  0.806487E+00  0.776464E+00
  -651.300  0.852429E+00  0.813540E+00  0.789171E+00  0.755233E+00
  -651.200  0.871556E+00  0.802601E+00  0.772900E+00  0.734506E+00
  -651.100  0.895351E+00  0.793820E+00  0.758197E+00  0.714790E+00
  -651.000  0.923945E+00  0.787647E+00  0.745543E+00  0.696574E+00
  -650.900  0.957307E+00  0.784454E+00  0.735355E+00  0.680300E+00
  -650.800  0.995238E+00  0.784510E+00  0.727972E+00  0.666351E+00
  -650.700  0.103736E+01  0.787968E+00  0.723630E+00  0.655029E+00
  -650.600  0.108311E+01  0.794851E+00  0.722455E+00  0.646540E+00
  -650.500  0.113177E+01  0.805049E+00  0.724452E+00  0.640988E+00
  -650.400  0.118245E+01  0.818318E+00  0.729502E+00  0.638367E+00
  -650.300  0.123413E+01  0.834284E+00  0.737366E+00  0.638562E+00
  -650.200  0.128570E+01  0.852458E+00  0.747695E+00  0.641350E+00
  -650.100  0.133598E+01  0.872256E+00  0.760040E+00  0.646417E+00
  -650.000  0.138378E+01  0.893020E+00  0.773874E+00  0.653366E+00
  -649.900  0.142793E+01  0.914045E+00  0.788615E+00  0.661738E+00
  -649.800  0.146736E+01  0.934612E+00  0.803649E+00  0.671034E+00
  -649.700  0.150109E+01  0.954016E+00  0.818360E+00  0.680733E+00
  -649.600  0.152834E+01  0.971596E+00  0.832152E+00  0.690321E+00
  -649.500  0.154850E+01  0.986762E+00  0.844479E+00  0.699306E+00
  -649.400  0.156117E+01  0.999019E+00  0.854859E+00  0.707243E+00
  -649.300  0.156620E+01  0.100798E+01  0.862896E+00  0.713746E+00
  -649.200  0.156365E+01  0.101337E+01  0.868288E+00  0.718500E+00
  -649.100  0.155379E+01  0.101504E+01  0.870833E+00  0.721268E+00
  -649.000  0.153705E+01  0.101296E+01  0.870425E+00  0.721892E+00
  -648.900  0.151405E+01  0.100721E+01  0.867051E+00  0.720292E+00
  -648.800  0.148549E+01  0.997940E+00  0.860780E+00  0.716457E+00
  -648.700  0.145213E+01  0.985387E+00  0.851744E+00  0.710433E+00
  -648.600  0.141476E+01  0.969829E+00  0.840124E+00  0.702315E+00
  -648.500  0.137414E+01  0.951569E+00  0.826131E+00  0.692226E+00
  -648.400  0.133097E+01  0.930915E+00  0.809989E+00  0.680311E+00
  -648.300  0.128587E+01  0.908164E+00  0.791919E+00  0.666720E+00
  -648.200  0.123935E+01  0.883581E+00  0.772128E+00  0.651596E+00
  -648.100  0.119183E+01  0.857398E+00  0.750799E+00  0.635072E+00
  -648.000  0.114358E+01  0.829805E+00  0.728088E+00  0.617262E+00
  -647.900  0.109482E+01  0.800952E+00  0.704120E+00  0.598263E+00
  -647.800  0.104565E+01  0.770957E+00  0.678997E+00  0.578154E+00
  -647.700  0.996130E+00  0.739908E+00  0.652801E+00  0.557002E+00
  -647.600  0.946296E+00  0.707880E+00  0.625603E+00  0.534868E+00
  -647.500  0.896161E+00  0.674946E+00  0.597472E+00  0.511811E+00
  -647.400  0.845759E+00  0.641185E+00  0.568486E+00  0.487901E+00
  -647.300  0.795156E+00  0.606696E+00  0.538739E+00  0.463222E+00
  -647.200  0.744468E+00  0.571606E+00  0.508348E+00  0.437877E+00
  -647.100  0.693867E+00  0.536075E+00  0.477459E+00  0.411994E+00
  -647.000  0.643581E+00  0.500294E+00  0.446246E+00  0.385727E+00
  -646.900  0.593896E+00  0.464492E+00  0.414913E+00  0.359252E+00
  -646.800  0.545145E+00  0.428925E+00  0.383690E+00  0.332770E+00
  -646.700  0.497696E+00  0.393872E+00  0.352826E+00  0.306497E+00
  -646.600  0.451941E+00  0.359625E+00  0.322581E+00  0.280661E+00
  -646.500  0.408282E+00  0.326483E+00  0.293221E+00  0.255493E+00
  -646.400  0.367115E+00  0.294738E+00  0.265006E+00  0.231218E+00
  -646.300  0.328821E+00  0.264670E+00  0.238186E+00  0.208055E+00
  -646.200  0.293753E+00  0.236534E+00  0.212987E+00  0.186201E+00
  -646.100  0.262230E+00  0.210559E+00  0.189613E+00  0.165832E+00
  -646.000  0.234535E+00  0.186940E+00  0.168237E+00  0.147099E+00
  -645.900  0.210910E+00  0.165836E+00  0.148998E+00  0.130121E+00
  -645.800  0.191558E+00  0.147370E+00  0.132003E+00  0.114991E+00
  -645.700  0.176643E+00  0.131632E+00  0.117327E+00  0.101770E+00
  -645.600  0.166297E+00  0.118675E+00  0.105014E+00  0.904934E-01
  -645.500  0.160620E+00  0.108527E+00  0.950824E-01  0.811717E-01
  -645.400  0.159682E+00  0.101187E+00  0.875241E-01  0.737940E-01
  -645.300  0.163529E+00  0.966357E-01  0.823129E-01  0.683312E-01
  -645.200  0.172176E+00  0.948316E-01  0.794052E-01  0.647395E-01
  -645.100  0.185612E+00  0.957193E-01  0.787436E-01  0.629633E-01
  -645.000  0.203791E+00  0.992288E-01  0.802593E-01  0.629376E-01
  -644.900  0.226633E+00  0.105277E+00  0.838733E-01  0.645897E-01
  -644.800  0.254011E+00  0.113767E+00  0.894968E-01  0.678405E-01
  -644.700  0.285748E+00  0.124588E+00  0.970313E-01  0.726046E-01
  -644.600  0.321611E+00  0.137612E+00  0.106367E+00  0.787898E-01
  -644.500  0.361297E+00  0.152693E+00  0.117383E+00  0.862968E-01
  -644.400  0.404435E+00  0.169661E+00  0.129941E+00  0.950173E-01
  -644.300  0.450575E+00  0.188324E+00  0.143887E+00  0.104833E+00
  -644.200  0.499190E+00  0.208460E+00  0.159051E+00  0.115613E+00
  -644.100  0.549672E+00  0.229818E+00  0.175236E+00  0.127212E+00
  -644.000  0.601337E+00  0.252117E+00  0.192228E+00  0.139472E+00
  -643.900  0.653433E+00  0.275045E+00  0.209786E+00  0.152218E+00
  -643.800  0.705144E+00  0.298257E+00  0.227650E+00  0.165258E+00
  -643.700  0.755610E+00  0.321384E+00  0.245535E+00  0.178385E+00
  -643.600  0.803937E+00  0.344033E+00  0.263140E+00  0.191380E+00
  -643.500  0.849222E+00  0.365795E+00  0.280149E+00  0.204010E+00
  -643.400  0.890569E+00  0.386253E+00  0.296240E+00  0.216037E+00
