  x           300.0          873.0         1673.0      Infinity
  -643.300  0.927120E+00  0.404990E+00  0.311087E+00  0.227220E+00
  -643.200  0.958076E+00  0.421605E+00  0.324372E+00  0.237321E+00
  -643.100  0.982722E+00  0.435720E+00  0.335797E+00  0.246112E+00
  -643.000  0.100046E+01  0.446994E+00  0.345087E+00  0.253384E+00
  -642.900  0.101081E+01  0.455138E+00  0.352004E+00  0.258951E+00
  -642.800  0.101348E+01  0.459926E+00  0.356358E+00  0.262662E+00
  -642.700  0.100831E+01  0.461201E+00  0.358011E+00  0.264401E+00
  -642.600  0.995339E+00  0.458890E+00  0.356890E+00  0.264100E+00
  -642.500  0.974791E+00  0.453003E+00  0.352984E+00  0.261737E+00
  -642.400  0.947065E+00  0.443639E+00  0.346352E+00  0.257341E+00
  -642.300  0.912728E+00  0.430979E+00  0.337119E+00  0.250993E+00
  -642.200  0.872501E+00  0.415288E+00  0.325476E+00  0.242819E+00
  -642.100  0.827232E+00  0.396900E+00  0.311669E+00  0.232993E+00
  -642.000  0.777866E+00  0.376207E+00  0.295994E+00  0.221725E+00
  -641.900  0.725415E+00  0.353649E+00  0.278784E+00  0.209254E+00
  -641.800  0.670924E+00  0.329691E+00  0.260398E+00  0.195844E+00
  -641.700  0.615431E+00  0.304812E+00  0.241207E+00  0.181767E+00
  -641.600  0.559941E+00  0.279489E+00  0.221581E+00  0.167298E+00
  -641.500  0.505392E+00  0.254176E+00  0.201879E+00  0.152705E+00
  -641.400  0.452632E+00  0.229295E+00  0.182435E+00  0.138241E+00
  -641.300  0.402398E+00  0.205225E+00  0.163549E+00  0.124135E+00
  -641.200  0.355305E+00  0.182290E+00  0.145484E+00  0.110587E+00
  -641.100  0.311836E+00  0.160760E+00  0.128458E+00  0.977648E-01
  -641.000  0.272346E+00  0.140840E+00  0.112639E+00  0.858030E-01
  -640.900  0.237060E+00  0.122679E+00  0.981531E-01  0.748003E-01
  -640.800  0.206088E+00  0.106366E+00  0.850778E-01  0.648215E-01
  -640.700  0.179433E+00  0.919387E-01  0.734501E-01  0.559004E-01
  -640.600  0.157004E+00  0.793882E-01  0.632697E-01  0.480419E-01
  -640.500  0.138634E+00  0.686654E-01  0.545044E-01  0.412268E-01
  -640.400  0.124094E+00  0.596885E-01  0.470955E-01  0.354155E-01
  -640.300  0.113106E+00  0.523503E-01  0.409634E-01  0.305520E-01
  -640.200  0.105358E+00  0.465243E-01  0.360133E-01  0.265685E-01
  -640.100  0.100512E+00  0.420712E-01  0.321393E-01  0.233885E-01
  -640.000  0.982170E-01  0.388437E-01  0.292292E-01  0.209304E-01
  -639.900  0.981150E-01  0.366908E-01  0.271676E-01  0.191101E-01
  -639.800  0.998470E-01  0.354615E-01  0.258389E-01  0.178433E-01
  -639.700  0.103059E+00  0.350070E-01  0.251294E-01  0.170471E-01
  -639.600  0.107404E+00  0.351834E-01  0.249292E-01  0.166415E-01
  -639.500  0.112550E+00  0.358525E-01  0.251331E-01  0.165501E-01
  -639.400  0.118178E+00  0.368839E-01  0.256419E-01  0.167011E-01
  -639.300  0.123987E+00  0.381550E-01  0.263628E-01  0.170276E-01
  -639.200  0.129699E+00  0.395528E-01  0.272103E-01  0.174683E-01
  -639.100  0.135058E+00  0.409739E-01  0.281065E-01  0.179673E-01
  -639.000  0.139839E+00  0.423256E-01  0.289815E-01  0.184748E-01
  -638.900  0.143844E+00  0.435268E-01  0.297742E-01  0.189471E-01
  -638.800  0.146909E+00  0.445082E-01  0.304323E-01  0.193469E-01
  -638.700  0.148906E+00  0.452132E-01  0.309130E-01  0.196435E-01
  -638.600  0.149744E+00  0.455986E-01  0.311829E-01  0.198128E-01
  -638.500  0.149369E+00  0.456340E-01  0.312183E-01  0.198376E-01
  -638.400  0.147766E+00  0.453027E-01  0.310055E-01  0.197069E-01
  -638.300  0.144955E+00  0.446009E-01  0.305397E-01  0.194165E-01
  -638.200  0.140990E+00  0.435370E-01  0.298254E-01  0.189681E-01
  -638.100  0.135958E+00  0.421308E-01  0.288750E-01  0.183689E-01
  -638.000  0.129972E+00  0.404121E-01  0.277082E-01  0.176308E-01
  -637.900  0.123165E+00  0.384190E-01  0.263509E-01  0.167702E-01
  -637.800  0.115688E+00  0.361961E-01  0.248335E-01  0.158063E-01
  -637.700  0.107703E+00  0.337927E-01  0.231899E-01  0.147608E-01
  -637.600  0.993734E-01  0.312604E-01  0.214556E-01  0.136565E-01
  -637.500  0.908631E-01  0.286513E-01  0.196667E-01  0.125167E-01
  -637.400  0.823284E-01  0.260160E-01  0.178584E-01  0.113639E-01
  -637.300  0.739136E-01  0.234019E-01  0.160636E-01  0.102195E-01
  -637.200  0.657478E-01  0.208521E-01  0.143122E-01  0.910259E-02
  -637.100  0.579412E-01  0.184037E-01  0.126299E-01  0.802989E-02
  -637.000  0.505838E-01  0.160875E-01  0.110383E-01  0.701516E-02
  -636.900  0.437442E-01  0.139274E-01  0.955402E-02  0.606911E-02
  -636.800  0.374700E-01  0.119406E-01  0.818884E-02  0.519933E-02
  -636.700  0.317883E-01  0.101373E-01  0.695003E-02  0.441044E-02
  -636.600  0.267079E-01  0.852197E-02  0.584054E-02  0.370428E-02
  -636.500  0.222214E-01  0.709326E-02  0.485956E-02  0.308028E-02
  -636.400  0.183076E-01  0.584542E-02  0.400308E-02  0.253583E-02
  -636.300  0.149343E-01  0.476898E-02  0.326453E-02  0.206666E-02
  -636.200  0.120617E-01  0.385166E-02  0.263544E-02  0.166732E-02
  -636.100  0.964430E-02  0.307936E-02  0.210605E-02  0.133151E-02
  -636.000  0.763383E-02  0.243691E-02  0.166588E-02  0.105252E-02
  -635.900  0.598133E-02  0.190881E-02  0.130425E-02  0.823473E-03
  -635.800  0.463885E-02  0.147981E-02  0.101063E-02  0.637657E-03
  -635.700  0.356086E-02  0.113541E-02  0.775044E-03  0.488678E-03
  -635.600  0.270524E-02  0.862133E-03  0.588216E-03  0.370627E-03
  -635.500  0.203395E-02  0.647825E-03  0.441781E-03  0.278172E-03
  -635.400  0.151334E-02  0.481705E-03  0.328336E-03  0.206602E-03
  -635.300  0.111423E-02  0.354427E-03  0.241464E-03  0.151838E-03
  -635.200  0.811765E-03  0.258034E-03  0.175709E-03  0.110418E-03
  -635.100  0.585175E-03  0.185872E-03  0.126510E-03  0.794494E-04
  -635.000  0.417371E-03  0.132471E-03  0.901218E-04  0.565617E-04
  -634.900  0.294525E-03  0.934085E-04  0.635176E-04  0.398400E-04
  -634.800  0.205622E-03  0.651615E-04  0.442897E-04  0.277630E-04
  -634.700  0.142019E-03  0.449700E-04  0.305522E-04  0.191404E-04
  -634.600  0.970373E-04  0.307021E-04  0.208497E-04  0.130545E-04
  -634.500  0.655892E-04  0.207354E-04  0.140754E-04  0.880807E-05
  -634.400  0.438543E-04  0.138530E-04  0.939976E-05  0.000000E+00
  -634.300  0.290046E-04  0.915492E-05  0.000000E+00  0.000000E+00
  -634.200  0.189751E-04  0.000000E+00  0.000000E+00  0.000000E+00
  -634.100  0.122787E-04  0.000000E+00  0.000000E+00  0.000000E+00
  -634.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -627.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -626.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -625.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -624.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -623.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -622.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -621.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -620.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
