Structure,Energy,Nucleus,delta_iso
01,-69313.628095,Sn01,-656.5893292662204
01,-69313.628095,Sn02,-656.5895705657613
01,-69313.628095,Sn03,-658.6528006389599
01,-69313.628095,Sn04,-657.7999686958228
01,-69313.628095,Sn05,-657.6937822301129
01,-69313.628095,Sn06,-657.8007212173029
01,-69313.628095,Sn07,-656.549497381031
01,-69313.628095,Sn08,-658.6528873728307
01,-69313.628095,Sn09,-657.6937759959983
01,-69313.628095,Sn10,-656.550362499881
01,-69313.628095,Sn11,-657.4167899820563
02,-69313.627153,Sn01,-656.045622590811
02,-69313.627153,Sn02,-656.0460830126594
02,-69313.627153,Sn03,-660.8390778398052
02,-69313.627153,Sn04,-657.3508255320476
02,-69313.627153,Sn05,-657.3511983440785
02,-69313.627153,Sn06,-657.351562738218
02,-69313.627153,Sn07,-657.3510247677768
02,-69313.627153,Sn08,-657.1152188698898
02,-69313.627153,Sn09,-657.4274179491053
02,-69313.627153,Sn10,-657.427248414002
02,-69313.627153,Sn11,-657.1151425127382
03,-69313.658931,Sn01,-646.6793794255764
03,-69313.658931,Sn02,-646.6791301750181
03,-69313.658931,Sn03,-659.9910676968657
03,-69313.658931,Sn04,-648.8255734670829
03,-69313.658931,Sn05,-656.2094996587634
03,-69313.658931,Sn06,-659.4652718493862
03,-69313.658931,Sn07,-658.0949212080191
03,-69313.658931,Sn08,-659.9912134854126
03,-69313.658931,Sn09,-658.0948555343421
03,-69313.658931,Sn10,-656.2093144803921
03,-69313.658931,Sn11,-649.2677439539743
04,-69313.685411,Sn01,-646.8696556205405
04,-69313.685411,Sn02,-648.090888309016
04,-69313.685411,Sn03,-656.6647610411246
04,-69313.685411,Sn04,-647.8796985906647
04,-69313.685411,Sn05,-656.7587671287556
04,-69313.685411,Sn06,-658.2390954323378
04,-69313.685411,Sn07,-656.9034751035833
04,-69313.685411,Sn08,-657.1647636244047
04,-69313.685411,Sn09,-650.5548838012337
04,-69313.685411,Sn10,-658.5526163062368
04,-69313.685411,Sn11,-647.8180206353131
05,-69313.626815,Sn01,-656.0898152254113
05,-69313.626815,Sn02,-656.9212081610976
05,-69313.626815,Sn03,-655.9029732170802
05,-69313.626815,Sn04,-658.2326011804103
05,-69313.626815,Sn05,-655.9204950380217
05,-69313.626815,Sn06,-658.8085077781279
05,-69313.626815,Sn07,-658.6858573591908
05,-69313.626815,Sn08,-656.9777292780473
05,-69313.626815,Sn09,-659.2432788891979
05,-69313.626815,Sn10,-655.929209942472
05,-69313.626815,Sn11,-656.087508780789
06,-69313.658194,Sn01,-648.1185241844569
06,-69313.658194,Sn02,-648.0645414522619
06,-69313.658194,Sn03,-656.7214562291606
06,-69313.658194,Sn04,-659.0553196415167
06,-69313.658194,Sn05,-649.1042694849966
06,-69313.658194,Sn06,-659.0212080555534
06,-69313.658194,Sn07,-657.8770716356039
06,-69313.658194,Sn08,-658.8217112169305
06,-69313.658194,Sn09,-658.1167172596297
06,-69313.658194,Sn10,-657.95184771089
06,-69313.658194,Sn11,-646.8857509542104
07,-69313.657444,Sn01,-646.6862746048682
07,-69313.657444,Sn02,-647.3288459717073
07,-69313.657444,Sn03,-657.9736153044123
07,-69313.657444,Sn04,-659.3997756538079
07,-69313.657444,Sn05,-649.5360192208709
07,-69313.657444,Sn06,-657.2722407580995
07,-69313.657444,Sn07,-657.2518262639801
07,-69313.657444,Sn08,-657.4395347901805
07,-69313.657444,Sn09,-658.2068380261262
07,-69313.657444,Sn10,-657.9355007269078
07,-69313.657444,Sn11,-648.3657369839157
08,-69313.658297,Sn01,-646.3265798158636
08,-69313.658297,Sn02,-646.9519668863009
08,-69313.658297,Sn03,-657.7213633028005
08,-69313.658297,Sn04,-658.2270791057572
08,-69313.658297,Sn05,-649.4206837286911
08,-69313.658297,Sn06,-656.2041745827428
08,-69313.658297,Sn07,-658.09549489655
08,-69313.658297,Sn08,-658.2909092445079
08,-69313.658297,Sn09,-659.1217155010377
08,-69313.658297,Sn10,-656.0184490358542
08,-69313.658297,Sn11,-646.847915873881
09,-69313.675906,Sn01,-646.531469034644
09,-69313.675906,Sn02,-646.8972227801423
09,-69313.675906,Sn03,-656.4951704034183
09,-69313.675906,Sn04,-651.3965592491277
09,-69313.675906,Sn05,-650.5868108464856
09,-69313.675906,Sn06,-657.1011203935614
09,-69313.675906,Sn07,-659.4147391574088
09,-69313.675906,Sn08,-658.961566188339
09,-69313.675906,Sn09,-658.0962476270488
09,-69313.675906,Sn10,-655.6578545075226
09,-69313.675906,Sn11,-647.73301370117
10,-69313.657933,Sn01,-646.8384105100627
10,-69313.657933,Sn02,-648.6647559762678
10,-69313.657933,Sn03,-656.2667266685057
10,-69313.657933,Sn04,-660.348123214409
10,-69313.657933,Sn05,-649.1107459609275
10,-69313.657933,Sn06,-658.2009792508634
10,-69313.657933,Sn07,-658.9812974177908
10,-69313.657933,Sn08,-657.7741014461349
10,-69313.657933,Sn09,-657.9351010357041
10,-69313.657933,Sn10,-657.483901294193
10,-69313.657933,Sn11,-647.1407360265143
11,-69313.639283,Sn01,-656.1987083381132
11,-69313.639283,Sn02,-655.1754196541651
11,-69313.639283,Sn03,-657.3219978522534
11,-69313.639283,Sn04,-660.0733915653341
11,-69313.639283,Sn05,-659.3555811584292
11,-69313.639283,Sn06,-655.0883180632381
11,-69313.639283,Sn07,-659.5351127604786
11,-69313.639283,Sn08,-656.0239743184948
11,-69313.639283,Sn09,-659.3561585276739
11,-69313.639283,Sn10,-657.3077764533946
11,-69313.639283,Sn11,-656.0026574415269
12,-69313.704261,Sn01,-637.2537232667846
12,-69313.704261,Sn02,-648.2993499389104
12,-69313.704261,Sn03,-648.2999486542267
12,-69313.704261,Sn04,-646.9567716940946
