
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.42132645995832      eV
 Composition: x =   0.62499999997889033     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.331033E-03    0.331033E-03
  1      1       16           -61809.52206      -61059.10073    0.137423E-02    0.858893E-04
  2      1       48           -62559.91747      -61059.07482    0.151317E-02    0.315243E-04
  2      2       24           -62559.92649      -61059.08384    0.107235E-02    0.446812E-04
  2      3       48           -62559.93679      -61059.09413    0.319397E-02    0.665411E-04
  3      1       48           -63310.31227      -61059.04829    0.542203E-03    0.112959E-04
  3      2       32           -63310.31342      -61059.04944    0.377999E-03    0.118125E-04
  3      3       96           -63310.32148      -61059.05750    0.154857E-02    0.161309E-04
  3      4      192           -63310.33108      -61059.06710    0.449038E-02    0.233874E-04
  3      5       96           -63310.33003      -61059.06605    0.215541E-02    0.224522E-04
  3      6       48           -63310.32923      -61059.06525    0.104515E-02    0.217739E-04
  3      7       32           -63310.36223      -61059.09825    0.249715E-02    0.780360E-04
  3      8       16           -63310.29084      -61059.02686    0.789133E-04    0.493208E-05
  4      1       12           -64060.69708      -61059.01177    0.330093E-04    0.275077E-05
  4      2      192           -64060.71656      -61059.03126    0.112225E-02    0.584505E-05
  4      3      192           -64060.71491      -61059.02960    0.105262E-02    0.548237E-05
  4      4       96           -64060.72606      -61059.04076    0.810343E-03    0.844107E-05
  4      5       24           -64060.72769      -61059.04238    0.215737E-03    0.898904E-05
  4      6       96           -64060.73540      -61059.05010    0.116312E-02    0.121158E-04
  4      7       48           -64060.73390      -61059.04860    0.548734E-03    0.114320E-04
  4      8       96           -64060.71444      -61059.02914    0.516966E-03    0.538506E-05
  4      9      192           -64060.73261      -61059.04731    0.208802E-02    0.108751E-04
  4     10       96           -64060.75440      -61059.06909    0.242480E-02    0.252583E-04
  4     11       96           -64060.75643      -61059.07112    0.262308E-02    0.273238E-04
  4     12       96           -64060.72217      -61059.03687    0.697140E-03    0.726187E-05
  4     13       96           -64060.69587      -61059.01057    0.252058E-03    0.262560E-05
  4     14       96           -64060.72462      -61059.03932    0.766469E-03    0.798406E-05
  4     15       96           -64060.73338      -61059.04807    0.107536E-02    0.112017E-04
  4     16      192           -64060.74358      -61059.05827    0.319108E-02    0.166202E-04
  4     17       48           -64060.73462      -61059.04931    0.564100E-03    0.117521E-04
  4     18       24           -64060.74005      -61059.05474    0.348001E-03    0.145000E-04
  4     19        8           -64060.70845      -61059.02314    0.341667E-04    0.427083E-05
  4     20        4           -64060.71469      -61059.02938    0.217445E-04    0.543613E-05
  4     21       12           -64060.72936      -61059.04405    0.115075E-03    0.958962E-05
  4     22        8           -64060.80941      -61059.12410    0.169676E-02    0.212095E-03
  5      1       96           -64811.10732      -61059.00069    0.172021E-03    0.179189E-05
  5      2      192           -64811.12798      -61059.02135    0.764923E-03    0.398397E-05
  5      3       48           -64811.11935      -61059.01272    0.136966E-03    0.285347E-05
  5      4      192           -64811.11591      -61059.00927    0.479532E-03    0.249756E-05
  5      5       96           -64811.13305      -61059.02642    0.465437E-03    0.484830E-05
  5      6      192           -64811.14693      -61059.04030    0.159214E-02    0.829238E-05
  5      7       96           -64811.14333      -61059.03670    0.692558E-03    0.721415E-05
  5      8       96           -64811.11657      -61059.00993    0.245975E-03    0.256224E-05
  5      9       96           -64811.15908      -61059.05245    0.127368E-02    0.132675E-04
  5     10      192           -64811.12358      -61059.01695    0.645360E-03    0.336125E-05
  5     11       96           -64811.15460      -61059.04797    0.107099E-02    0.111561E-04
  5     12       96           -64811.13429      -61059.02766    0.488306E-03    0.508652E-05
  5     13       48           -64811.09652      -61058.98988    0.566287E-04    0.117976E-05
  5     14       96           -64811.09885      -61058.99222    0.123963E-03    0.129128E-05
  5     15       96           -64811.10455      -61058.99792    0.154525E-03    0.160963E-05
  5     16      192           -64811.12491      -61059.01828    0.679325E-03    0.353815E-05
  5     17      192           -64811.13724      -61059.03061    0.109462E-02    0.570114E-05
  5     18      192           -64811.14338      -61059.03675    0.138796E-02    0.722895E-05
  5     19      192           -64811.14607      -61059.03944    0.154016E-02    0.802168E-05
  5     20      192           -64811.15355      -61059.04692    0.205696E-02    0.107133E-04
  5     21       96           -64811.14266      -61059.03603    0.674892E-03    0.703013E-05
  5     22       96           -64811.16473      -61059.05809    0.158469E-02    0.165072E-04
  5     23      192           -64811.12660      -61059.01997    0.725274E-03    0.377747E-05
  5     24      192           -64811.13486      -61059.02823    0.998422E-03    0.520012E-05
  5     25      192           -64811.15418      -61059.04755    0.210754E-02    0.109767E-04
  5     26      192           -64811.14948      -61059.04285    0.175719E-02    0.915202E-05
  5     27       96           -64811.13234      -61059.02571    0.452793E-03    0.471659E-05
  5     28       96           -64811.14099      -61059.03436    0.632747E-03    0.659111E-05
  5     29       96           -64811.10918      -61059.00255    0.184854E-03    0.192556E-05
  5     30       48           -64811.11499      -61059.00836    0.115718E-03    0.241080E-05
  5     31       48           -64811.12250      -61059.01587    0.154703E-03    0.322297E-05
  5     32       96           -64811.15092      -61059.04429    0.928994E-03    0.967702E-05
  5     33       96           -64811.15329      -61059.04666    0.101826E-02    0.106069E-04
  5     34       48           -64811.17400      -61059.06736    0.113408E-02    0.236266E-04
  5     35       96           -64811.20776      -61059.10113    0.837237E-02    0.872122E-04
  6      1       48           -65561.52021      -61058.99225    0.620549E-04    0.129281E-05
  6      2       96           -65561.51663      -61058.98868    0.108081E-03    0.112584E-05
  6      3       96           -65561.53725      -61059.00929    0.239891E-03    0.249887E-05
  6      4       96           -65561.55042      -61059.02246    0.399296E-03    0.415933E-05
  6      5      192           -65561.54507      -61059.01711    0.649405E-03    0.338232E-05
  6      6      192           -65561.52659      -61058.99864    0.317760E-03    0.165500E-05
  6      7      192           -65561.55623      -61059.02827    0.999757E-03    0.520707E-05
  6      8       16           -65561.58156      -61059.05360    0.221976E-03    0.138735E-04
  6      9       48           -65561.53048      -61059.00252    0.923147E-04    0.192322E-05
  6     10      192           -65561.50648      -61058.97852    0.145943E-03    0.760118E-06
