Structure,Energy,Nucleus,delta_iso
30,-65561.555241,Sn03,-660.8994833574916
30,-65561.555241,Sn04,-658.3033307599253
30,-65561.555241,Sn05,-659.4313981668329
30,-65561.555241,Sn06,-655.5299067797105
31,-65561.558676,Sn01,-659.30839266145
31,-65561.558676,Sn02,-661.8583775431716
31,-65561.558676,Sn03,-656.4763967023023
31,-65561.558676,Sn04,-659.2024749824609
31,-65561.558676,Sn05,-662.9171066188137
31,-65561.558676,Sn06,-660.8338555704013
32,-65561.564609,Sn01,-661.4139706443448
32,-65561.564609,Sn02,-655.5488989778914
32,-65561.564609,Sn03,-652.8335233066309
32,-65561.564609,Sn04,-659.4750644011287
32,-65561.564609,Sn05,-661.385561773795
32,-65561.564609,Sn06,-652.531688826969
33,-65561.506315,Sn01,-661.8990439289187
33,-65561.506315,Sn02,-662.0202315800234
33,-65561.506315,Sn03,-655.1154323566352
33,-65561.506315,Sn04,-655.1782866057993
33,-65561.506315,Sn05,-655.1783329143905
33,-65561.506315,Sn06,-655.1153569816593
34,-65561.524380,Sn01,-661.4517913136092
34,-65561.524380,Sn02,-662.232848006769
34,-65561.524380,Sn03,-661.9406793064454
34,-65561.524380,Sn04,-661.7438620776074
34,-65561.524380,Sn05,-654.8382489237588
34,-65561.524380,Sn06,-655.0809956362291
35,-65561.541984,Sn01,-662.087740470311
35,-65561.541984,Sn02,-662.424858433691
35,-65561.541984,Sn03,-662.0578402187502
35,-65561.541984,Sn04,-662.0576158548774
35,-65561.541984,Sn05,-661.818812114253
35,-65561.541984,Sn06,-661.8193291512684
36,-65561.514090,Sn01,-661.370918401678
36,-65561.514090,Sn02,-655.0202857217241
36,-65561.514090,Sn03,-660.732792419356
36,-65561.514090,Sn04,-661.9076951070192
36,-65561.514090,Sn05,-660.7138063894581
36,-65561.514090,Sn06,-655.3918696910714
37,-65561.518108,Sn01,-660.1218847926007
37,-65561.518108,Sn02,-655.1634559053268
37,-65561.518108,Sn03,-655.2952046166356
37,-65561.518108,Sn04,-655.2860273825054
37,-65561.518108,Sn05,-660.1175040945291
37,-65561.518108,Sn06,-655.1443515760852
38,-65561.519888,Sn01,-654.939542109908
38,-65561.519888,Sn02,-654.8136431552766
38,-65561.519888,Sn03,-655.0639090376712
38,-65561.519888,Sn04,-654.9639646520773
38,-65561.519888,Sn05,-660.3062174191105
38,-65561.519888,Sn06,-660.4386399320151
39,-65561.517454,Sn01,-655.21504167685
39,-65561.517454,Sn02,-654.8135955295525
39,-65561.517454,Sn03,-660.551786935046
39,-65561.517454,Sn04,-649.4889844219279
39,-65561.517454,Sn05,-660.8039686702318
39,-65561.517454,Sn06,-660.9543323329526
40,-65561.527180,Sn01,-648.2382102711908
40,-65561.527180,Sn02,-661.5708652291087
40,-65561.527180,Sn03,-654.5562524682673
40,-65561.527180,Sn04,-654.5560610584866
40,-65561.527180,Sn05,-660.878249726738
40,-65561.527180,Sn06,-660.8785425811834
41,-65561.516544,Sn01,-660.4012418655184
41,-65561.516544,Sn02,-648.2827776088734
41,-65561.516544,Sn03,-660.3999094092478
41,-65561.516544,Sn04,-648.7743769819094
41,-65561.516544,Sn05,-661.7100468466533
41,-65561.516544,Sn06,-661.7890497718336
42,-65561.548162,Sn01,-654.7652713253624
42,-65561.548162,Sn02,-655.6587188233962
42,-65561.548162,Sn03,-652.4364340163966
42,-65561.548162,Sn04,-648.9370530823826
42,-65561.548162,Sn05,-659.4109550766698
42,-65561.548162,Sn06,-658.0109195052478
43,-65561.513772,Sn01,-662.8788584196568
43,-65561.513772,Sn02,-662.8788161804669
43,-65561.513772,Sn03,-661.5311645426682
43,-65561.513772,Sn04,-648.7987294248651
43,-65561.513772,Sn05,-648.7989080792495
43,-65561.513772,Sn06,-661.5308313950968
44,-65561.525179,Sn01,-655.2603137724182
44,-65561.525179,Sn02,-662.0176071936339
44,-65561.525179,Sn03,-660.748657887128
44,-65561.525179,Sn04,-655.4374179478887
44,-65561.525179,Sn05,-648.3860033169676
44,-65561.525179,Sn06,-660.8855647587529
45,-65561.543717,Sn01,-662.847692586497
45,-65561.543717,Sn02,-659.9792330442974
45,-65561.543717,Sn03,-653.0290985810129
45,-65561.543717,Sn04,-659.2756876156427
45,-65561.543717,Sn05,-649.0335841696733
45,-65561.543717,Sn06,-661.8445386287394
46,-65561.550117,Sn01,-662.5130533647698
46,-65561.550117,Sn02,-660.1057836530099
46,-65561.550117,Sn03,-659.2936872319933
46,-65561.550117,Sn04,-659.8282260733972
46,-65561.550117,Sn05,-655.6910921151498
46,-65561.550117,Sn06,-662.5971364654033
47,-65561.544903,Sn01,-655.5375591186398
47,-65561.544903,Sn02,-653.3692785450021
47,-65561.544903,Sn03,-657.9723890648452
47,-65561.544903,Sn04,-658.1778811489394
47,-65561.544903,Sn05,-655.6807927499826
47,-65561.544903,Sn06,-649.0503275942224
48,-65561.553412,Sn01,-655.1013233908952
48,-65561.553412,Sn02,-659.0434023011944
48,-65561.553412,Sn03,-658.5717392242368
48,-65561.553412,Sn04,-655.8946262552163
48,-65561.553412,Sn05,-655.3320500183881
48,-65561.553412,Sn06,-658.887283752294
49,-65561.570790,Sn01,-662.562669695224
49,-65561.570790,Sn02,-657.4088686369464
49,-65561.570790,Sn03,-654.3701118356603
49,-65561.570790,Sn04,-654.3687316522646
49,-65561.570790,Sn05,-660.1968825635431
49,-65561.570790,Sn06,-660.2007031888879
50,-65561.535318,Sn01,-655.5162970616943
50,-65561.535318,Sn02,-655.5185859314506
50,-65561.535318,Sn03,-661.0948590415865
50,-65561.535318,Sn04,-661.0941335461366
50,-65561.535318,Sn05,-655.518031174051
50,-65561.535318,Sn06,-655.5168960093006
51,-65561.570284,Sn01,-659.9604802385074
51,-65561.570284,Sn02,-659.960701098325
51,-65561.570284,Sn03,-653.8960916221331
51,-65561.570284,Sn04,-653.8963410403039
51,-65561.570284,Sn05,-658.0916142272881
51,-65561.570284,Sn06,-663.3685288538009
52,-65561.574696,Sn01,-653.3832702576215
52,-65561.574696,Sn02,-653.1321742610025
52,-65561.574696,Sn03,-659.1528797745568
52,-65561.574696,Sn04,-652.6924363159906
52,-65561.574696,Sn05,-656.9407238571339
52,-65561.574696,Sn06,-655.3501661194414
53,-65561.579294,Sn01,-662.2922585208157
53,-65561.579294,Sn02,-653.2763119039623
53,-65561.579294,Sn03,-660.437930354808
53,-65561.579294,Sn04,-657.118758042021
53,-65561.579294,Sn05,-653.582562131945
53,-65561.579294,Sn06,-660.6962868731403
54,-65561.574961,Sn01,-660.251249609496
54,-65561.574961,Sn02,-660.2515132387871
54,-65561.574961,Sn03,-660.6169053558724
54,-65561.574961,Sn04,-660.6171098879531
54,-65561.574961,Sn05,-660.6457672315059
54,-65561.574961,Sn06,-660.6459926915022
55,-65561.563112,Sn01,-655.4476697733603
55,-65561.563112,Sn02,-661.5996984637763
55,-65561.563112,Sn03,-659.3958901444507
55,-65561.563112,Sn04,-658.8241357528896
55,-65561.563112,Sn05,-655.4126392752783
55,-65561.563112,Sn06,-652.9535360159148
56,-65561.579044,Sn01,-653.3803827907777
56,-65561.579044,Sn02,-659.5961022234305
56,-65561.579044,Sn03,-659.5959384091288
56,-65561.579044,Sn04,-663.1538730636071
56,-65561.579044,Sn05,-653.380151307676
56,-65561.579044,Sn06,-658.1311963246112
57,-65561.547410,Sn01,-661.8391588762347
57,-65561.547410,Sn02,-661.839495947339
57,-65561.547410,Sn03,-661.839045577789
57,-65561.547410,Sn04,-661.8394421642879
57,-65561.547410,Sn05,-661.8396828727846
57,-65561.547410,Sn06,-661.8390516327227
58,-65561.513640,Sn01,-662.2620178324282
58,-65561.513640,Sn02,-662.2614618075131
58,-65561.513640,Sn03,-654.9250291369071
58,-65561.513640,Sn04,-662.6005868514067
58,-65561.513640,Sn05,-655.1400870408011
58,-65561.513640,Sn06,-662.6005165479542
59,-65561.558327,Sn01,-652.3985260098652
59,-65561.558327,Sn02,-652.3985133240822
59,-65561.558327,Sn03,-649.1521687731392
59,-65561.558327,Sn04,-652.3983331191539
59,-65561.558327,Sn05,-652.3981951054297
59,-65561.558327,Sn06,-657.5889557662103
60,-65561.606100,Sn01,-643.5028457163926
60,-65561.606100,Sn02,-649.1207744214535
60,-65561.606100,Sn03,-649.1208781689984
60,-65561.606100,Sn04,-656.2326909528256
60,-65561.606100,Sn05,-656.2332296535019
60,-65561.606100,Sn06,-643.727328831304
61,-65561.597416,Sn01,-649.4936403117072
61,-65561.597416,Sn02,-649.3699512310859
61,-65561.597416,Sn03,-643.2343184475658
61,-65561.597416,Sn04,-656.0247236636656
61,-65561.597416,Sn05,-656.493453626797
61,-65561.597416,Sn06,-643.3709875062523
62,-65561.628283,Sn01,-643.4709228220668
62,-65561.628283,Sn02,-643.4707916444322
62,-65561.628283,Sn03,-647.7812856685941
62,-65561.628283,Sn04,-653.9263540831171
62,-65561.628283,Sn05,-653.9265164680228
62,-65561.628283,Sn06,-644.0724718791398
63,-65561.603477,Sn01,-650.0687236191252
63,-65561.603477,Sn02,-643.5441721116035
63,-65561.603477,Sn03,-649.9604762668018
63,-65561.603477,Sn04,-662.3847812434428
63,-65561.603477,Sn05,-662.7619247673001
63,-65561.603477,Sn06,-643.5673834918703
64,-65561.614131,Sn01,-650.1369027994238
64,-65561.614131,Sn02,-650.1369342587586
64,-65561.614131,Sn03,-643.7742004418064
64,-65561.614131,Sn04,-663.2339847760386
64,-65561.614131,Sn05,-663.2342225022876
64,-65561.614131,Sn06,-643.9321556304744
65,-65561.591206,Sn01,-659.5227498329723
65,-65561.591206,Sn02,-659.5226128645882
65,-65561.591206,Sn03,-653.4866192454183
65,-65561.591206,Sn04,-659.5226566370302
65,-65561.591206,Sn05,-653.4869778438015
65,-65561.591206,Sn06,-659.522822957596
<class 'numpy.ndarray'>
[[0. 0. 0.]]
