
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.42660159737159      eV
 Composition: x =   0.50000000002753242     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  7     14      192           -66311.95455      -61058.96798    0.691462E-03    0.360137E-05
  7     15      192           -66311.94879      -61058.96222    0.553442E-03    0.288251E-05
  7     16      192           -66311.97501      -61058.98844    0.152604E-02    0.794811E-05
  7     17      192           -66311.97941      -61058.99284    0.180904E-02    0.942208E-05
  7     18      192           -66311.97931      -61058.99274    0.180185E-02    0.938462E-05
  7     19       96           -66311.98554      -61058.99898    0.114678E-02    0.119457E-04
  7     20       96           -66311.97225      -61058.98569    0.685861E-03    0.714439E-05
  7     21      192           -66311.93300      -61058.94643    0.300477E-03    0.156499E-05
  7     22      192           -66311.95195      -61058.96538    0.625375E-03    0.325716E-05
  7     23       96           -66311.91308      -61058.92651    0.695277E-04    0.724246E-06
  7     24       96           -66311.92432      -61058.93775    0.107398E-03    0.111873E-05
  7     25      192           -66311.93376      -61058.94720    0.309514E-03    0.161205E-05
  7     26      192           -66311.94964      -61058.96307    0.571875E-03    0.297851E-05
  7     27      192           -66311.95674      -61058.97017    0.752736E-03    0.392050E-05
  7     28      192           -66311.94869      -61058.96212    0.551369E-03    0.287171E-05
  7     29       96           -66311.96376      -61058.97720    0.493849E-03    0.514426E-05
  7     30      192           -66311.92504      -61058.93847    0.220846E-03    0.115024E-05
  7     31       96           -66311.92608      -61058.93951    0.114943E-03    0.119732E-05
  7     32      192           -66311.94219      -61058.95563    0.428809E-03    0.223338E-05
  7     33      192           -66311.95534      -61058.96877    0.713056E-03    0.371383E-05
  7     34      192           -66311.93241      -61058.94584    0.293698E-03    0.152967E-05
  7     35      192           -66311.94584      -61058.95927    0.493777E-03    0.257176E-05
  7     36      192           -66311.96232      -61058.97575    0.933932E-03    0.486423E-05
  7     37      192           -66311.94051      -61058.95394    0.401814E-03    0.209278E-05
  7     38       96           -66311.94944      -61058.96288    0.283811E-03    0.295636E-05
  7     39      192           -66311.96984      -61058.98327    0.124938E-02    0.650721E-05
  7     40       96           -66311.93276      -61058.94619    0.148827E-03    0.155029E-05
  7     41      192           -66311.96916      -61058.98260    0.121719E-02    0.633951E-05
  7     42       96           -66311.96775      -61058.98118    0.576088E-03    0.600091E-05
  7     43       96           -66311.96666      -61058.98009    0.552324E-03    0.575338E-05
  7     44       96           -66311.99143      -61059.00486    0.144011E-02    0.150011E-04
  7     45       96           -66311.96841      -61058.98184    0.591099E-03    0.615728E-05
  7     46      192           -66311.97714      -61058.99057    0.165709E-02    0.863070E-05
  7     47      192           -66311.96119      -61058.97462    0.894162E-03    0.465709E-05
  7     48      192           -66311.99185      -61059.00528    0.292694E-02    0.152445E-04
  7     49      192           -66311.99770      -61059.01113    0.367062E-02    0.191178E-04
  7     50      192           -66311.97840      -61058.99184    0.174006E-02    0.906283E-05
  7     51       48           -66311.98007      -61058.99350    0.464027E-03    0.966722E-05
  7     52       96           -66311.96713      -61058.98057    0.562610E-03    0.586052E-05
  7     53       48           -66311.91035      -61058.92378    0.312751E-04    0.651564E-06
  7     54       96           -66311.93432      -61058.94775    0.158103E-03    0.164691E-05
  7     55      192           -66311.93864      -61058.95207    0.373746E-03    0.194659E-05
  7     56      192           -66311.94337      -61058.95680    0.448714E-03    0.233705E-05
  7     57       32           -66311.93053      -61058.94396    0.455180E-04    0.142244E-05
  7     58       96           -66311.95366      -61058.96709    0.334109E-03    0.348030E-05
  7     59       96           -66311.95312      -61058.96655    0.327202E-03    0.340836E-05
  7     60      192           -66311.96400      -61058.97744    0.996909E-03    0.519224E-05
  7     61       96           -66311.96270      -61058.97614    0.474027E-03    0.493779E-05
  7     62       16           -66311.93216      -61058.94559    0.242421E-04    0.151513E-05
  7     63       96           -66311.99363      -61059.00706    0.156779E-02    0.163311E-04
  7     64      192           -66312.02416      -61059.03759    0.102136E-01    0.531961E-04
  7     65      192           -66312.00195      -61059.01538    0.432617E-02    0.225321E-04
  7     66      192           -66312.02133      -61059.03477    0.915778E-02    0.476968E-04
  7     67      192           -66312.01008      -61059.02351    0.592467E-02    0.308577E-04
  7     68       64           -66311.99630      -61059.00974    0.115927E-02    0.181136E-04
  7     69       96           -66312.02607      -61059.03950    0.549969E-02    0.572884E-04
  7     70      192           -66312.01215      -61059.02558    0.641882E-02    0.334314E-04
  7     71      192           -66312.02303      -61059.03646    0.977796E-02    0.509269E-04
  7     72       96           -66311.98848      -61059.00192    0.128491E-02    0.133844E-04
  7     73      192           -66312.02080      -61059.03424    0.897125E-02    0.467253E-04
  7     74       96           -66311.98403      -61058.99746    0.108151E-02    0.112657E-04
  7     75       96           -66312.03621      -61059.04965    0.814172E-02    0.848096E-04
  7     76      192           -66311.98906      -61059.00249    0.262761E-02    0.136855E-04
  7     77       96           -66311.99918      -61059.01261    0.194322E-02    0.202419E-04
  7     78       96           -66311.95201      -61058.96544    0.313390E-03    0.326448E-05
  7     79       96           -66311.97882      -61058.99226    0.884282E-03    0.921127E-05
  7     80       48           -66311.97449      -61058.98792    0.373869E-03    0.778893E-05
  7     81       32           -66312.00074      -61059.01417    0.688164E-03    0.215051E-04
  7     82       16           -66312.07070      -61059.08413    0.515114E-02    0.321947E-03
  8      1       48           -67062.37149      -61058.95867    0.120620E-03    0.251291E-05
  8      2       96           -67062.33935      -61058.92654    0.695992E-04    0.724992E-06
  8      3      192           -67062.38655      -61058.97374    0.864056E-03    0.450029E-05
  8      4      192           -67062.36876      -61058.95594    0.434110E-03    0.226099E-05
  8      5      192           -67062.39867      -61058.98586    0.138070E-02    0.719113E-05
  8      6      192           -67062.39225      -61058.97944    0.107708E-02    0.560978E-05
  8      7       96           -67062.35957      -61058.94676    0.152131E-03    0.158470E-05
  8      8      192           -67062.33768      -61058.92487    0.130481E-03    0.679587E-06
  8      9      192           -67062.35671      -61058.94390    0.272460E-03    0.141906E-05
  8     10       96           -67062.36931      -61058.95649    0.221722E-03    0.230961E-05
  8     11      192           -67062.37592      -61058.96311    0.572796E-03    0.298331E-05
  8     12      192           -67062.37400      -61058.96119    0.531796E-03    0.276977E-05
  8     13       48           -67062.32089      -61058.90808    0.170377E-04    0.354951E-06
  8     14      192           -67062.34967      -61058.93686    0.207485E-03    0.108065E-05
  8     15      192           -67062.34013      -61058.92732    0.143451E-03    0.747142E-06
  8     16      192           -67062.35628      -61058.94347    0.267904E-03    0.139533E-05
  8     17      192           -67062.36970      -61058.95689    0.450220E-03    0.234489E-05
  8     18      192           -67062.36911      -61058.95630    0.440078E-03    0.229207E-05
  8     19       96           -67062.36918      -61058.95637    0.220661E-03    0.229855E-05
  8     20       96           -67062.38028      -61058.96747    0.338959E-03    0.353082E-05
  8     21       96           -67062.35428      -61058.94147    0.124004E-03    0.129170E-05
  8     22      192           -67062.36855      -61058.95573    0.430581E-03    0.224261E-05
  8     23      192           -67062.39009      -61058.97728    0.990781E-03    0.516032E-05
  8     24       96           -67062.37760      -61058.96478    0.305557E-03    0.318288E-05
  8     25       48           -67062.40669      -61058.99388    0.470817E-03    0.980870E-05
  8     26       96           -67062.38834      -61058.97552    0.462930E-03    0.482219E-05
  8     27       12           -67062.33386      -61058.92105    0.703509E-05    0.586258E-06
  8     28       96           -67062.36664      -61058.95383    0.200004E-03    0.208338E-05
  8     29       96           -67062.36557      -61058.95275    0.191851E-03    0.199844E-05
  8     30       96           -67062.38265      -61058.96983    0.371459E-03    0.386937E-05
  8     31      192           -67062.37600      -61058.96319    0.574504E-03    0.299221E-05
  8     32      192           -67062.40881      -61058.99600    0.204382E-02    0.106449E-04
  8     33      192           -67062.39069      -61058.97788    0.101408E-02    0.528169E-05
  8     34      192           -67062.39482      -61058.98201    0.118970E-02    0.619637E-05
  8     35      192           -67062.39888      -61058.98607    0.139201E-02    0.725007E-05
  8     36       48           -67062.38652      -61058.97370    0.215713E-03    0.449403E-05
  8     37       48           -67062.41005      -61058.99724    0.536164E-03    0.111701E-04
  8     38      192           -67062.33684      -61058.92403    0.126329E-03    0.657962E-06
  8     39      192           -67062.34865      -61058.93584    0.199488E-03    0.103900E-05
  8     40      192           -67062.35818      -61058.94537    0.288402E-03    0.150209E-05
  8     41       24           -67062.32830      -61058.91549    0.113461E-04    0.472753E-06
  8     42      192           -67062.35732      -61058.94451    0.278955E-03    0.145289E-05
  8     43       96           -67062.36696      -61058.95414    0.202456E-03    0.210892E-05
  8     44       96           -67062.37934      -61058.96653    0.326894E-03    0.340514E-05
  8     45       48           -67062.35793      -61058.94512    0.714065E-04    0.148764E-05
  8     46       96           -67062.36611      -61058.95329    0.195908E-03    0.204070E-05
  8     47      192           -67062.37410      -61058.96129    0.533795E-03    0.278018E-05
  8     48      192           -67062.38632      -61058.97351    0.856469E-03    0.446078E-05
  8     49      192           -67062.36835      -61058.95554    0.427378E-03    0.222593E-05
  8     50       48           -67062.36430      -61058.95149    0.913621E-04    0.190338E-05
  8     51       96           -67062.35851      -61058.94569    0.146014E-03    0.152098E-05
  8     52      192           -67062.41745      -61059.00463    0.285466E-02    0.148680E-04
  8     53      192           -67062.39766      -61058.98485    0.132790E-02    0.691614E-05
  8     54      192           -67062.42900      -61059.01618    0.446258E-02    0.232426E-04
  8     55       48           -67062.40622      -61058.99341    0.462353E-03    0.963235E-05
  8     56      192           -67062.41988      -61059.00706    0.313613E-02    0.163340E-04
  8     57      192           -67062.41906      -61059.00625    0.303868E-02    0.158265E-04
  8     58       96           -67062.42897      -61059.01616    0.222905E-02    0.232192E-04
  8     59      192           -67062.42367      -61059.01086    0.363243E-02    0.189189E-04
  8     60      192           -67062.43777      -61059.02496    0.626710E-02    0.326412E-04
  8     61      192           -67062.40146      -61058.98865    0.153816E-02    0.801126E-05
  8     62      192           -67062.43244      -61059.01963    0.509929E-02    0.265588E-04
  8     63      192           -67062.44145      -61059.02864    0.722555E-02    0.376331E-04
  8     64      192           -67062.39707      -61058.98426    0.129789E-02    0.675982E-05
  8     65       96           -67062.40749      -61058.99467    0.970967E-03    0.101142E-04
  8     66      192           -67062.42128      -61059.00847    0.331116E-02    0.172456E-04
  8     67      192           -67062.40120      -61058.98839    0.152289E-02    0.793171E-05
  8     68       96           -67062.35701      -61058.94420    0.137788E-03    0.143529E-05
  8     69       96           -67062.35604      -61058.94323    0.132714E-03    0.138244E-05
  8     70      192           -67062.37643      -61058.96361    0.584072E-03    0.304204E-05
  8     71       96           -67062.37170      -61058.95889    0.243226E-03    0.253360E-05
  8     72       96           -67062.39875      -61058.98594    0.692649E-03    0.721509E-05
  8     73      192           -67062.40666      -61058.99385    0.188072E-02    0.979543E-05
  8     74       96           -67062.41114      -61058.99833    0.111846E-02    0.116507E-04
  8     75       96           -67062.42871      -61059.01590    0.220700E-02    0.229896E-04
  8     76       24           -67062.40570      -61058.99289    0.226520E-03    0.943835E-05
  8     77       96           -67062.36628      -61058.95347    0.197254E-03    0.205472E-05
  8     78       96           -67062.36486      -61058.95205    0.186725E-03    0.194506E-05
  8     79       48           -67062.36441      -61058.95160    0.917375E-04    0.191120E-05
  8     80      192           -67062.39150      -61058.97869    0.104644E-02    0.545022E-05
  8     81      192           -67062.37530      -61058.96249    0.559114E-03    0.291205E-05
  8     82       96           -67062.41244      -61058.99962    0.117583E-02    0.122482E-04
  8     83       96           -67062.39691      -61058.98410    0.645039E-03    0.671915E-05
  8     84      192           -67062.42530      -61059.01248    0.386749E-02    0.201432E-04
  8     85      192           -67062.44172      -61059.02890    0.729915E-02    0.380164E-04
  8     86      192           -67062.41863      -61059.00582    0.298833E-02    0.155642E-04
  8     87       96           -67062.42418      -61059.01137    0.185204E-02    0.192921E-04
  8     88       96           -67062.41311      -61059.00029    0.120675E-02    0.125703E-04
  8     89      192           -67062.44060      -61059.02779    0.699130E-02    0.364130E-04
  8     90       48           -67062.41450      -61059.00169    0.636777E-03    0.132662E-04
  8     91       96           -67062.44096      -61059.02815    0.354440E-02    0.369208E-04
  8     92       48           -67062.47212      -61059.05931    0.591553E-02    0.123240E-03
  8     93       96           -67062.46959      -61059.05677    0.107260E-01    0.111729E-03
  8     94        6           -67062.34545      -61058.93263    0.550629E-05    0.917715E-06
  8     95       24           -67062.40391      -61058.99110    0.211399E-03    0.880831E-05
  8     96       48           -67062.45068      -61059.03787    0.258148E-02    0.537808E-04
  8     97       12           -67062.47861      -61059.06579    0.190061E-02    0.158384E-03
  9      1       16           -67812.76296      -61058.92319    0.101885E-04    0.636784E-06
  9      2       96           -67812.80679      -61058.96702    0.333203E-03    0.347086E-05
  9      3      192           -67812.77905      -61058.93927    0.227812E-03    0.118652E-05
  9      4      192           -67812.76004      -61058.92027    0.109238E-03    0.568948E-06
  9      5      192           -67812.79110      -61058.95133    0.363098E-03    0.189114E-05
  9      6      192           -67812.77669      -61058.93692    0.208001E-03    0.108334E-05
  9      7      192           -67812.78688      -61058.94711    0.308496E-03    0.160675E-05
  9      8      192           -67812.80827      -61058.96850    0.705451E-03    0.367423E-05
  9      9       96           -67812.81566      -61058.97589    0.469462E-03    0.489023E-05
  9     10       64           -67812.80977      -61058.97000    0.249217E-03    0.389402E-05
  9     11      192           -67812.79968      -61058.95991    0.506013E-03    0.263548E-05
  9     12       32           -67812.75844      -61058.91867    0.171084E-04    0.534638E-06
  9     13       96           -67812.76132      -61058.92155    0.573781E-04    0.597688E-06
  9     14      192           -67812.80434      -61058.96457    0.605963E-03    0.315606E-05
  9     15       96           -67812.81421      -61058.97444    0.443855E-03    0.462349E-05
  9     16       96           -67812.82611      -61058.98634    0.703455E-03    0.732766E-05
  9     17       96           -67812.75873      -61058.91896    0.519102E-04    0.540731E-06
  9     18       96           -67812.75730      -61058.91753    0.491263E-04    0.511732E-06
  9     19       96           -67812.77566      -61058.93589    0.999459E-04    0.104110E-05
  9     20       96           -67812.76941      -61058.92964    0.784789E-04    0.817488E-06
  9     21      192           -67812.79488      -61058.95511    0.420283E-03    0.218897E-05
  9     22      192           -67812.77850      -61058.93873    0.223025E-03    0.116159E-05
  9     23      192           -67812.78810      -61058.94833    0.323378E-03    0.168426E-05
  9     24      192           -67812.78696      -61058.94719    0.309404E-03    0.161148E-05
  9     25       48           -67812.77802      -61058.93825    0.547433E-04    0.114048E-05
  9     26       48           -67812.79165      -61058.95188    0.927265E-04    0.193180E-05
  9     27      192           -67812.81861      -61058.97884    0.105254E-02    0.548198E-05
  9     28      192           -67812.83925      -61058.99948    0.233916E-02    0.121831E-04
  9     29      192           -67812.83586      -61058.99609    0.205136E-02    0.106842E-04
  9     30       96           -67812.84881      -61059.00904    0.169257E-02    0.176309E-04
  9     31      192           -67812.84179      -61059.00202    0.258015E-02    0.134383E-04
  9     32      192           -67812.83873      -61058.99896    0.229249E-02    0.119400E-04
  9     33      192           -67812.81791      -61058.97814    0.102426E-02    0.533471E-05
  9     34       96           -67812.75800      -61058.91822    0.504571E-04    0.525595E-06
  9     35       96           -67812.77649      -61058.93672    0.103207E-03    0.107507E-05
  9     36      192           -67812.79496      -61058.95519    0.421716E-03    0.219644E-05
  9     37       96           -67812.78896      -61058.94919    0.167165E-03    0.174130E-05
  9     38      192           -67812.82654      -61058.98677    0.143062E-02    0.745114E-05
  9     39      192           -67812.80576      -61058.96599    0.640302E-03    0.333491E-05
  9     40       96           -67812.80616      -61058.96639    0.325106E-03    0.338652E-05
  9     41      192           -67812.82791      -61058.98814    0.150813E-02    0.785483E-05
  9     42       96           -67812.81007      -61058.97030    0.378175E-03    0.393932E-05
  9     43       96           -67812.84600      -61059.00623    0.151836E-02    0.158162E-04
  9     44       96           -67812.80759      -61058.96782    0.343582E-03    0.357898E-05
  9     45      192           -67812.78858      -61058.94881    0.329476E-03    0.171602E-05
  9     46      192           -67812.78535      -61058.94558    0.290723E-03    0.151418E-05
  9     47       96           -67812.80144      -61058.96167    0.270862E-03    0.282148E-05
  9     48      192           -67812.82713      -61058.98736    0.146325E-02    0.762108E-05
  9     49      192           -67812.79552      -61058.95575    0.430818E-03    0.224384E-05
  9     50      192           -67812.83546      -61058.99569    0.202010E-02    0.105214E-04
  9     51      192           -67812.81585      -61058.97608    0.945996E-03    0.492706E-05
  9     52      192           -67812.84622      -61059.00645    0.306266E-02    0.159514E-04
  9     53      192           -67812.85684      -61059.01707    0.461785E-02    0.240513E-04
  9     54       96           -67812.81905      -61058.97928    0.535345E-03    0.557651E-05
  9     55      192           -67812.82744      -61058.98767    0.148084E-02    0.771272E-05
  9     56      192           -67812.84162      -61059.00185    0.256294E-02    0.133487E-04
  9     57      192           -67812.85615      -61059.01638    0.449710E-02    0.234224E-04
