   x         T                   mu   
0.2500  473.00000000000000  -0.027018533769023634
0.2500  873.00000000000000  -0.06379397876480652
0.2500  1273.0000000000000  -0.10127610191489111
0.2500  1673.0000000000000  -0.13894810126021184
