        T    Average data
     300.0     10.8976     10.8975     10.8984   1294.2593
     873.0     10.8977     10.8973     10.8985   1294.2558
    1273.0     10.8978     10.8972     10.8986   1294.2580
    1673.0     10.8978     10.8972     10.8986   1294.2595
  Infinite     10.8979     10.8971     10.8986   1294.2653
