        T    Average data
     300.0     10.8905     10.8889     10.8888   1291.2568
     873.0     10.8900     10.8889     10.8893   1291.2422
    1273.0     10.8899     10.8889     10.8893   1291.2391
    1673.0     10.8898     10.8889     10.8894   1291.2375
  Infinite     10.8897     10.8889     10.8895   1291.2325
