        T             E               F          S             
     300.0     -70064.1613     -70064.3439  0.608477E-03
     873.0     -70064.1462     -70064.7060  0.641264E-03
    1273.0     -70064.1432     -70064.9632  0.644176E-03
    1673.0     -70064.1416     -70065.2211  0.645295E-03
  Infinite     -70064.1363         -        0.646869E-03
