   x         T                   mu   
0.3750  473.00000000000000  -0.011179108253941195
0.3750  873.00000000000000  -0.02785103859253013
0.3750  1273.0000000000000  -0.045096055412727765
0.3750  1673.0000000000000  -0.06251292428794386
