
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.43887910825390      eV
 Composition: x =   0.37499999995466299     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.340060E-02    0.340060E-02
  1      1       16           -61809.52206      -61059.08318    0.150324E-01    0.939522E-03
  2      1       48           -62559.91747      -61059.03971    0.155254E-01    0.323445E-03
  2      2       24           -62559.92649      -61059.04873    0.968473E-02    0.403530E-03
  2      3       48           -62559.93679      -61059.05903    0.249356E-01    0.519492E-03
  3      1       48           -63310.31227      -61058.99563    0.526404E-02    0.109667E-03
  3      2       32           -63310.31342      -61058.99679    0.361031E-02    0.112822E-03
  3      3       96           -63310.32148      -61059.00484    0.131975E-01    0.137474E-03
  3      4      192           -63310.33108      -61059.01444    0.334072E-01    0.173996E-03
  3      5       96           -63310.33003      -61059.01339    0.162768E-01    0.169550E-03
  3      6       48           -63310.32923      -61059.01260    0.798161E-02    0.166283E-03
  3      7       32           -63310.36223      -61059.04559    0.119564E-01    0.373638E-03
  3      8       16           -63310.29084      -61058.97421    0.103738E-02    0.648362E-04
  4      1       12           -64060.69708      -61058.94156    0.349258E-03    0.291049E-04
  4      2      192           -64060.71656      -61058.96104    0.901317E-02    0.469436E-04
  4      3      192           -64060.71491      -61058.95939    0.865432E-02    0.450746E-04
  4      4       96           -64060.72606      -61058.97055    0.568958E-02    0.592664E-04
  4      5       24           -64060.72769      -61058.97217    0.148028E-02    0.616785E-04
  4      6       96           -64060.73540      -61058.97989    0.715532E-02    0.745345E-04
  4      7       48           -64060.73390      -61058.97839    0.344822E-02    0.718379E-04
  4      8       96           -64060.71444      -61058.95893    0.427829E-02    0.445655E-04
  4      9      192           -64060.73261      -61058.97710    0.133629E-01    0.695983E-04
  4     10       96           -64060.75440      -61058.99888    0.114022E-01    0.118772E-03
  4     11       96           -64060.75643      -61059.00091    0.119850E-01    0.124844E-03
  4     12       96           -64060.72217      -61058.96666    0.517169E-02    0.538718E-04
  4     13       96           -64060.69587      -61058.94036    0.271274E-02    0.282577E-04
  4     14       96           -64060.72462      -61058.96911    0.549222E-02    0.572106E-04
  4     15       96           -64060.73338      -61058.97786    0.680802E-02    0.709168E-04
  4     16      192           -64060.74358      -61058.98806    0.174876E-01    0.910814E-04
  4     17       48           -64060.73462      -61058.97910    0.350916E-02    0.731074E-04
  4     18       24           -64060.74005      -61058.98453    0.200470E-02    0.835293E-04
  4     19        8           -64060.70845      -61058.95293    0.307775E-03    0.384719E-04
  4     20        4           -64060.71469      -61058.95917    0.179332E-03    0.448331E-04
  4     21       12           -64060.72936      -61058.97384    0.771134E-03    0.642612E-04
  4     22        8           -64060.80941      -61059.05389    0.366381E-02    0.457976E-03
  5      1       96           -64811.10732      -61058.91293    0.138405E-02    0.144172E-04
  5      2      192           -64811.12798      -61058.93358    0.459485E-02    0.239315E-04
  5      3       48           -64811.11935      -61058.92495    0.929567E-03    0.193660E-04
  5      4      192           -64811.11591      -61058.92151    0.341700E-02    0.177969E-04
  5      5       96           -64811.13305      -61058.93866    0.260211E-02    0.271053E-04
  5      6      192           -64811.14693      -61058.95253    0.731463E-02    0.380970E-04
  5      7       96           -64811.14333      -61058.94893    0.334807E-02    0.348757E-04
  5      8       96           -64811.11657      -61058.92217    0.173643E-02    0.180878E-04
  5      9       96           -64811.15908      -61058.96468    0.492742E-02    0.513273E-04
  5     10      192           -64811.12358      -61058.92919    0.412528E-02    0.214858E-04
  5     11       96           -64811.15460      -61058.96020    0.441443E-02    0.459837E-04
