Structure,Energy,Nucleus,delta_iso
22,-66311.951948,Sn05,-661.1543888695442
22,-66311.951948,Sn06,-660.8894221038931
22,-66311.951948,Sn07,-652.6052680414518
23,-66311.913080,Sn01,-660.7210660852852
23,-66311.913080,Sn02,-660.9518113491913
23,-66311.913080,Sn03,-660.5551683513072
23,-66311.913080,Sn04,-660.5371039730426
23,-66311.913080,Sn05,-653.7886081978859
23,-66311.913080,Sn06,-660.5760398989132
23,-66311.913080,Sn07,-653.8047211449139
24,-66311.924321,Sn01,-660.2945633083946
24,-66311.924321,Sn02,-661.6114739856694
24,-66311.924321,Sn03,-654.0751676826071
24,-66311.924321,Sn04,-661.3589672134785
24,-66311.924321,Sn05,-660.7263391173292
24,-66311.924321,Sn06,-660.2206118708614
24,-66311.924321,Sn07,-654.0989821925205
25,-66311.933765,Sn01,-658.4413516144937
25,-66311.933765,Sn02,-654.1918339669146
25,-66311.933765,Sn03,-660.5668431917147
25,-66311.933765,Sn04,-651.5709047131545
25,-66311.933765,Sn05,-659.4411344543059
25,-66311.933765,Sn06,-660.1346124238016
25,-66311.933765,Sn07,-654.1033607469303
26,-66311.949636,Sn01,-652.4004673255217
26,-66311.949636,Sn02,-661.2660778823788
26,-66311.949636,Sn03,-660.9722066076292
26,-66311.949636,Sn04,-658.4579335343819
26,-66311.949636,Sn05,-659.1738733615093
26,-66311.949636,Sn06,-661.280113665558
26,-66311.949636,Sn07,-661.4206495082772
27,-66311.956740,Sn01,-658.8447995380466
27,-66311.956740,Sn02,-655.4201802449616
27,-66311.956740,Sn03,-660.0389844528468
27,-66311.956740,Sn04,-657.1334970243215
27,-66311.956740,Sn05,-662.6480412968722
27,-66311.956740,Sn06,-658.6222777395806
27,-66311.956740,Sn07,-653.4022086424479
28,-66311.948692,Sn01,-661.387423728358
28,-66311.948692,Sn02,-661.7596505508536
28,-66311.948692,Sn03,-658.902649427434
28,-66311.948692,Sn04,-659.0282124845116
28,-66311.948692,Sn05,-661.678663406839
28,-66311.948692,Sn06,-654.2671244632566
28,-66311.948692,Sn07,-659.5508480051321
29,-66311.963763,Sn01,-657.8245014707727
29,-66311.963763,Sn02,-655.1683573185855
29,-66311.963763,Sn03,-653.4768307393888
29,-66311.963763,Sn04,-656.1972023471149
29,-66311.963763,Sn05,-654.9580449035466
29,-66311.963763,Sn06,-657.8756823318536
29,-66311.963763,Sn07,-653.580859299947
30,-66311.925039,Sn01,-653.5936730262301
30,-66311.925039,Sn02,-660.6914508695245
30,-66311.925039,Sn03,-660.6270695074127
30,-66311.925039,Sn04,-653.9383896458103
30,-66311.925039,Sn05,-660.735332770098
30,-66311.925039,Sn06,-660.3870759527044
30,-66311.925039,Sn07,-659.713876266796
31,-66311.926076,Sn01,-660.3356971657572
31,-66311.926076,Sn02,-653.8002642863462
31,-66311.926076,Sn03,-660.3587523012493
31,-66311.926076,Sn04,-653.8007371755648
31,-66311.926076,Sn05,-660.9137892185604
31,-66311.926076,Sn06,-659.4821214703197
31,-66311.926076,Sn07,-660.8802576897233
32,-66311.942193,Sn01,-660.2040216833511
32,-66311.942193,Sn02,-654.7676482599654
32,-66311.942193,Sn03,-658.5492854019994
32,-66311.942193,Sn04,-647.644178891177
32,-66311.942193,Sn05,-659.9796563729174
32,-66311.942193,Sn06,-657.9035788485826
32,-66311.942193,Sn07,-661.7105086086722
33,-66311.955340,Sn01,-653.9101872620131
33,-66311.955340,Sn02,-661.792837246323
33,-66311.955340,Sn03,-651.9616876229029
33,-66311.955340,Sn04,-654.207831422761
33,-66311.955340,Sn05,-658.6205553707491
33,-66311.955340,Sn06,-659.0153064771762
33,-66311.955340,Sn07,-660.7027140130085
34,-66311.932409,Sn01,-658.5376533145932
34,-66311.932409,Sn02,-647.3005190722774
34,-66311.932409,Sn03,-660.8082617927898
34,-66311.932409,Sn04,-653.7407720353472
34,-66311.932409,Sn05,-658.6566673513657
34,-66311.932409,Sn06,-659.3432406775519
34,-66311.932409,Sn07,-661.2763271853264
35,-66311.945840,Sn01,-652.1508124669972
35,-66311.945840,Sn02,-653.9229239118572
35,-66311.945840,Sn03,-654.7787441362616
35,-66311.945840,Sn04,-660.6639577387932
35,-66311.945840,Sn05,-657.5678917204295
35,-66311.945840,Sn06,-659.1166839836237
35,-66311.945840,Sn07,-660.3118246145527
36,-66311.962316,Sn01,-652.2086033211035
36,-66311.962316,Sn02,-655.3143696000488
36,-66311.962316,Sn03,-653.712055435316
36,-66311.962316,Sn04,-654.548173465415
36,-66311.962316,Sn05,-657.8156377218161
36,-66311.962316,Sn06,-660.0808303303597
36,-66311.962316,Sn07,-658.707017098086
37,-66311.940512,Sn01,-662.083234867699
37,-66311.940512,Sn02,-660.1325243907286
37,-66311.940512,Sn03,-657.997940545838
37,-66311.940512,Sn04,-658.3455763046777
37,-66311.940512,Sn05,-654.4615480312268
37,-66311.940512,Sn06,-647.3116413923417
37,-66311.940512,Sn07,-660.6090626448959
38,-66311.949443,Sn01,-654.3463247300733
38,-66311.949443,Sn02,-660.4269932403522
38,-66311.949443,Sn03,-658.6234151128219
38,-66311.949443,Sn04,-661.4482683501501
38,-66311.949443,Sn05,-654.630398283598
38,-66311.949443,Sn06,-654.6900677713816
38,-66311.949443,Sn07,-658.9965746812732
39,-66311.969839,Sn01,-661.6597467693218
39,-66311.969839,Sn02,-657.6828501089003
39,-66311.969839,Sn03,-659.3181171274477
39,-66311.969839,Sn04,-653.7104924035339
39,-66311.969839,Sn05,-658.7846724249512
39,-66311.969839,Sn06,-654.4608968372686
39,-66311.969839,Sn07,-659.1056650030241
40,-66311.932755,Sn01,-661.1066256300855
40,-66311.932755,Sn02,-661.1069775145825
40,-66311.932755,Sn03,-660.2702662994316
40,-66311.932755,Sn04,-660.2701862961453
40,-66311.932755,Sn05,-654.0697668870735
40,-66311.932755,Sn06,-654.0694273200179
40,-66311.932755,Sn07,-660.7343741511759
41,-66311.969164,Sn01,-659.7834724188706
41,-66311.969164,Sn02,-659.5263045660809
41,-66311.969164,Sn03,-659.0506559278288
41,-66311.969164,Sn04,-652.4207445330421
41,-66311.969164,Sn05,-657.320134460464
41,-66311.969164,Sn06,-654.1443575241915
41,-66311.969164,Sn07,-661.3568963697817
42,-66311.967745,Sn01,-653.2121776571785
42,-66311.967745,Sn02,-653.2125542551294
42,-66311.967745,Sn03,-658.8826131949509
42,-66311.967745,Sn04,-658.8829149943458
42,-66311.967745,Sn05,-658.0176704835262
42,-66311.967745,Sn06,-655.1591378546409
42,-66311.967745,Sn07,-655.1593848857915
43,-66311.966656,Sn01,-661.7774404045372
43,-66311.966656,Sn02,-652.8015733257853
43,-66311.966656,Sn03,-659.3953610944054
43,-66311.966656,Sn04,-656.8219891993076
43,-66311.966656,Sn05,-647.5448250519994
43,-66311.966656,Sn06,-653.110269083455
43,-66311.966656,Sn07,-659.6507249922488
44,-66311.991431,Sn01,-659.9335378584183
44,-66311.991431,Sn02,-659.9337507656719
44,-66311.991431,Sn03,-658.2936776602737
44,-66311.991431,Sn04,-658.2938293271918
44,-66311.991431,Sn05,-660.3271729296657
44,-66311.991431,Sn06,-652.5808208563994
44,-66311.991431,Sn07,-660.3278038459403
45,-66311.968410,Sn01,-659.9056316419474
45,-66311.968410,Sn02,-659.9054759001137
45,-66311.968410,Sn03,-659.4165035741275
45,-66311.968410,Sn04,-659.4167046213033
45,-66311.968410,Sn05,-658.4803010289324
45,-66311.968410,Sn06,-647.7652346665941
45,-66311.968410,Sn07,-658.4808547502066
46,-66311.977140,Sn01,-661.3128041151208
46,-66311.977140,Sn02,-659.1155610685555
46,-66311.977140,Sn03,-660.2279544608496
46,-66311.977140,Sn04,-656.6216122241985
46,-66311.977140,Sn05,-655.3351563746596
46,-66311.977140,Sn06,-652.2070597264569
46,-66311.977140,Sn07,-660.4775845387358
47,-66311.961191,Sn01,-654.4544447246462
47,-66311.961191,Sn02,-661.4912269642646
47,-66311.961191,Sn03,-658.1873818282597
47,-66311.961191,Sn04,-658.025212819055
47,-66311.961191,Sn05,-660.6039707070504
47,-66311.961191,Sn06,-654.6425902884675
47,-66311.961191,Sn07,-652.6444125797725
48,-66311.991847,Sn01,-659.890940381616
48,-66311.991847,Sn02,-657.4292246261475
48,-66311.991847,Sn03,-660.6587821531753
48,-66311.991847,Sn04,-661.1853247425033
48,-66311.991847,Sn05,-653.5931748532198
48,-66311.991847,Sn06,-657.8392251977912
48,-66311.991847,Sn07,-660.1043639129684
49,-66311.997700,Sn01,-652.8688527814629
49,-66311.997700,Sn02,-659.637232664104
49,-66311.997700,Sn03,-657.3684736300797
49,-66311.997700,Sn04,-660.421568427967
49,-66311.997700,Sn05,-652.6649966583354
49,-66311.997700,Sn06,-658.3636222546929
49,-66311.997700,Sn07,-652.6011978980105
50,-66311.978403,Sn01,-652.5406801610507
50,-66311.978403,Sn02,-659.2762391753595
50,-66311.978403,Sn03,-658.3199849858238
50,-66311.978403,Sn04,-662.0986227767762
50,-66311.978403,Sn05,-658.3356617385889
50,-66311.978403,Sn06,-657.4891627302404
50,-66311.978403,Sn07,-654.6061315427396
51,-66311.980072,Sn01,-659.4327568924487
51,-66311.980072,Sn02,-659.4334643211673
51,-66311.980072,Sn03,-659.4330726596318
51,-66311.980072,Sn04,-662.9293266069672
51,-66311.980072,Sn05,-659.4336179506854
51,-66311.980072,Sn06,-662.9290473843585
51,-66311.980072,Sn07,-658.9511956833117
52,-66311.967133,Sn01,-661.487323204693
52,-66311.967133,Sn02,-661.4876095959016
52,-66311.967133,Sn03,-661.1559065753313
52,-66311.967133,Sn04,-659.1491304665515
52,-66311.967133,Sn05,-659.1492720345213
52,-66311.967133,Sn06,-661.1560218322734
52,-66311.967133,Sn07,-652.1114534184999
53,-66311.910346,Sn01,-661.7803223977239
53,-66311.910346,Sn02,-661.7811331960747
53,-66311.910346,Sn03,-660.9929389517729
53,-66311.910346,Sn04,-661.1215734890957
53,-66311.910346,Sn05,-654.2005702616402
53,-66311.910346,Sn06,-654.2008248438487
53,-66311.910346,Sn07,-661.121472401966
54,-66311.934318,Sn01,-661.3163011321749
54,-66311.934318,Sn02,-658.9484471570395
54,-66311.934318,Sn03,-653.8583336173006
54,-66311.934318,Sn04,-652.6283510008261
54,-66311.934318,Sn05,-658.9922845355923
54,-66311.934318,Sn06,-653.8256947695536
54,-66311.934318,Sn07,-661.2913014180103
55,-66311.938640,Sn01,-661.3184050861282
55,-66311.938640,Sn02,-659.0756867030868
55,-66311.938640,Sn03,-654.4371777018032
55,-66311.938640,Sn04,-659.2741949822002
55,-66311.938640,Sn05,-659.7619809436378
55,-66311.938640,Sn06,-660.6695265946237
55,-66311.938640,Sn07,-661.7716733486432
56,-66311.943366,Sn01,-653.9548042508973
56,-66311.943366,Sn02,-658.5426478525001
56,-66311.943366,Sn03,-654.1671236747329
56,-66311.943366,Sn04,-658.6350318725886
56,-66311.943366,Sn05,-654.9839347136094
56,-66311.943366,Sn06,-660.6506802161584
56,-66311.943366,Sn07,-659.0729565252022
57,-66311.930530,Sn01,-646.6606113850448
57,-66311.930530,Sn02,-661.3530680108665
57,-66311.930530,Sn03,-660.9120971468274
57,-66311.930530,Sn04,-660.3522026203837
57,-66311.930530,Sn05,-660.3519339936147
57,-66311.930530,Sn06,-661.3791192864192
57,-66311.930530,Sn07,-661.3797318118468
58,-66311.953661,Sn01,-661.1024457805611
58,-66311.953661,Sn02,-656.1701293446199
58,-66311.953661,Sn03,-647.4973231027861
58,-66311.953661,Sn04,-653.147870767607
58,-66311.953661,Sn05,-653.1477188476001
58,-66311.953661,Sn06,-659.8332331392121
58,-66311.953661,Sn07,-659.833823031895
59,-66311.953121,Sn01,-658.451887476449
59,-66311.953121,Sn02,-658.4525911448104
59,-66311.953121,Sn03,-647.3993006750129
59,-66311.953121,Sn04,-652.3309808544336
59,-66311.953121,Sn05,-652.3313362636118
59,-66311.953121,Sn06,-657.9215834846254
59,-66311.953121,Sn07,-662.2376836626036
60,-66311.964003,Sn01,-652.1590854355195
60,-66311.964003,Sn02,-652.2563870874251
60,-66311.964003,Sn03,-654.329048794898
60,-66311.964003,Sn04,-658.5148069633933
60,-66311.964003,Sn05,-651.5236835909795
60,-66311.964003,Sn06,-657.2445149386667
60,-66311.964003,Sn07,-660.8985101938324
61,-66311.962704,Sn01,-651.750572455217
61,-66311.962704,Sn02,-658.2911178769477
61,-66311.962704,Sn03,-647.8128556235438
61,-66311.962704,Sn04,-658.2907311020263
61,-66311.962704,Sn05,-662.0002831035908
61,-66311.962704,Sn06,-651.7504821447105
61,-66311.962704,Sn07,-658.0125439012272
62,-66311.932162,Sn01,-660.4980363194018
62,-66311.932162,Sn02,-660.4984009119844
62,-66311.932162,Sn03,-648.0991910063362
62,-66311.932162,Sn04,-660.4997733036544
62,-66311.932162,Sn05,-660.4980158430308
62,-66311.932162,Sn06,-660.5002348026424
62,-66311.932162,Sn07,-660.4977473305767
63,-66311.993627,Sn01,-650.2517955237718
63,-66311.993627,Sn02,-649.5625247452331
63,-66311.993627,Sn03,-649.5622942570171
63,-66311.993627,Sn04,-655.4700806577816
63,-66311.993627,Sn05,-654.9578716701903
63,-66311.993627,Sn06,-654.9575432031265
63,-66311.993627,Sn07,-643.7394280033732
64,-66312.024156,Sn01,-643.6839383906972
64,-66312.024156,Sn02,-649.5480717423338
64,-66312.024156,Sn03,-648.0039948458416
64,-66312.024156,Sn04,-652.9336461096873
64,-66312.024156,Sn05,-653.5757571442259
64,-66312.024156,Sn06,-655.4267906699079
64,-66312.024156,Sn07,-644.3932381335371
65,-66312.001948,Sn01,-649.9646187700682
65,-66312.001948,Sn02,-649.2166950808037
65,-66312.001948,Sn03,-649.8022995533538
65,-66312.001948,Sn04,-661.4967080844467
65,-66312.001948,Sn05,-661.7770341425035
65,-66312.001948,Sn06,-655.0716181357548
65,-66312.001948,Sn07,-642.9046202050213
66,-66312.021335,Sn01,-649.6594620421292
66,-66312.021335,Sn02,-642.9315632135344
66,-66312.021335,Sn03,-648.0951269735642
66,-66312.021335,Sn04,-659.4583268322003
66,-66312.021335,Sn05,-662.725164863472
66,-66312.021335,Sn06,-653.356923205868
66,-66312.021335,Sn07,-643.4553107380539
67,-66312.010077,Sn01,-643.34467871791
67,-66312.010077,Sn02,-649.4205125162471
67,-66312.010077,Sn03,-649.228478621365
67,-66312.010077,Sn04,-661.8471453550928
67,-66312.010077,Sn05,-655.4680813297118
67,-66312.010077,Sn06,-662.2511835325508
67,-66312.010077,Sn07,-650.3106200911534
68,-66311.996305,Sn01,-649.5565167680525
68,-66311.996305,Sn02,-643.5029961209484
68,-66311.996305,Sn03,-649.4794171896442
68,-66311.996305,Sn04,-655.151539694757
68,-66311.996305,Sn05,-655.1095085049051
68,-66311.996305,Sn06,-654.7722216589314
68,-66311.996305,Sn07,-649.7208558955499
69,-66312.026072,Sn01,-643.43430424704
69,-66312.026072,Sn02,-643.4341921124815
69,-66312.026072,Sn03,-648.0304109041622
69,-66312.026072,Sn04,-655.6766812531914
69,-66312.026072,Sn05,-653.0659710040686
69,-66312.026072,Sn06,-653.0658130201709
69,-66312.026072,Sn07,-650.520761096207
70,-66312.012148,Sn01,-650.3253357999602
70,-66312.012148,Sn02,-649.6981099560235
70,-66312.012148,Sn03,-649.4963132370135
70,-66312.012148,Sn04,-662.1153935687371
70,-66312.012148,Sn05,-655.0763727167755
70,-66312.012148,Sn06,-662.4982991764555
70,-66312.012148,Sn07,-643.7894881598049
71,-66312.023029,Sn01,-647.7735030329322
71,-66312.023029,Sn02,-649.8187319970198
71,-66312.023029,Sn03,-643.9793877939915
71,-66312.023029,Sn04,-659.8025023330283
71,-66312.023029,Sn05,-653.6975877009863
71,-66312.023029,Sn06,-662.6714187293978
71,-66312.023029,Sn07,-643.5493004122686
72,-66311.988483,Sn01,-659.3744675719217
72,-66311.988483,Sn02,-659.3745156981395
72,-66311.988483,Sn03,-657.0027985251008
72,-66311.988483,Sn04,-661.5314058685572
72,-66311.988483,Sn05,-652.2256212544435
72,-66311.988483,Sn06,-652.2257279495147
72,-66311.988483,Sn07,-661.531342395866
73,-66312.020803,Sn01,-648.0205191233945
73,-66312.020803,Sn02,-643.0434504532832
73,-66312.020803,Sn03,-650.1288934588133
73,-66312.020803,Sn04,-653.1568574862868
73,-66312.020803,Sn05,-662.0439682989945
73,-66312.020803,Sn06,-659.9942202427187
73,-66312.020803,Sn07,-643.2640370082117
74,-66311.984028,Sn01,-657.2903086572314
74,-66311.984028,Sn02,-659.6392384264159
74,-66311.984028,Sn03,-660.1536739332723
74,-66311.984028,Sn04,-659.5336376444388
74,-66311.984028,Sn05,-661.3058875099332
74,-66311.984028,Sn06,-660.6480041439277
74,-66311.984028,Sn07,-661.8328120427923
75,-66312.036214,Sn01,-649.6823956114904
75,-66312.036214,Sn02,-649.6827176997967
75,-66312.036214,Sn03,-642.9748535304616
75,-66312.036214,Sn04,-659.9373199065258
75,-66312.036214,Sn05,-660.5777740271146
75,-66312.036214,Sn06,-659.9371264476094
75,-66312.036214,Sn07,-651.160873916067
76,-66311.989058,Sn01,-659.3592686922939
76,-66311.989058,Sn02,-658.6759482037805
76,-66311.989058,Sn03,-659.3219744010707
76,-66311.989058,Sn04,-658.4087424024947
76,-66311.989058,Sn05,-653.3819068712746
76,-66311.989058,Sn06,-654.3196440998045
76,-66311.989058,Sn07,-659.4317821586733
77,-66311.999177,Sn01,-656.5934979919384
77,-66311.999177,Sn02,-658.8938189077144
77,-66311.999177,Sn03,-653.511179786306
77,-66311.999177,Sn04,-656.5935208089536
77,-66311.999177,Sn05,-653.5114127296556
77,-66311.999177,Sn06,-655.1973675475174
77,-66311.999177,Sn07,-658.8941391360322
78,-66311.952006,Sn01,-659.1511843639692
78,-66311.952006,Sn02,-656.6911569228087
78,-66311.952006,Sn03,-659.252662790268
78,-66311.952006,Sn04,-654.2109025170244
78,-66311.952006,Sn05,-654.1760348234375
78,-66311.952006,Sn06,-652.1642920791487
78,-66311.952006,Sn07,-652.3207195791142
79,-66311.978823,Sn01,-656.8665997729422
79,-66311.978823,Sn02,-656.8662872765376
79,-66311.978823,Sn03,-653.1220909745671
79,-66311.978823,Sn04,-659.1695993439789
79,-66311.978823,Sn05,-653.1215348469191
79,-66311.978823,Sn06,-659.1702201248272
79,-66311.978823,Sn07,-653.3463335246961
80,-66311.974487,Sn01,-657.7376058601471
80,-66311.974487,Sn02,-659.4241656084478
80,-66311.974487,Sn03,-661.7393417241778
80,-66311.974487,Sn04,-659.4234025067394
80,-66311.974487,Sn05,-660.0209180771467
80,-66311.974487,Sn06,-661.6573392477858
80,-66311.974487,Sn07,-660.021982247833
81,-66312.000742,Sn01,-643.8083205353041
81,-66312.000742,Sn02,-649.1387885482882
81,-66312.000742,Sn03,-655.6668622658344
81,-66312.000742,Sn04,-649.1388991456838
81,-66312.000742,Sn05,-654.9440762318645
81,-66312.000742,Sn06,-654.9441222002479
81,-66312.000742,Sn07,-649.4758322493813
82,-66312.070700,Sn01,-638.6509350001047
82,-66312.070700,Sn02,-643.6315948136703
82,-66312.070700,Sn03,-643.6313970351557
82,-66312.070700,Sn04,-643.6316186723334
82,-66312.070700,Sn05,-643.6314655014712
82,-66312.070700,Sn06,-643.7657358293327
82,-66312.070700,Sn07,-643.7659161235965
<class 'numpy.ndarray'>
[[0. 0. 0.]]
