Structure,Energy,Nucleus,delta_iso
01,-64060.697076,Sn01,-650.2151004833813
01,-64060.697076,Sn02,-650.1511430289993
01,-64060.697076,Sn03,-650.1521589364174
01,-64060.697076,Sn04,-650.2148281905238
02,-64060.716561,Sn01,-655.4301182334293
02,-64060.716561,Sn02,-655.5959809023598
02,-64060.716561,Sn03,-649.5832371766696
02,-64060.716561,Sn04,-649.7010453600756
03,-64060.714905,Sn01,-660.9501200101067
03,-64060.714905,Sn02,-656.5899397774319
03,-64060.714905,Sn03,-656.3131840437945
03,-64060.714905,Sn04,-650.0019841699973
04,-64060.726062,Sn01,-661.0221074749916
04,-64060.726062,Sn02,-650.1584542449891
04,-64060.726062,Sn03,-656.2297129604267
04,-64060.726062,Sn04,-656.1375090461024
05,-64060.727688,Sn01,-655.818695620479
05,-64060.727688,Sn02,-656.0627455472309
05,-64060.727688,Sn03,-656.0624380979984
05,-64060.727688,Sn04,-656.135179316866
06,-64060.735405,Sn01,-655.8933825887152
06,-64060.735405,Sn02,-655.8929098761487
06,-64060.735405,Sn03,-655.9619983375833
06,-64060.735405,Sn04,-655.9621247165214
07,-64060.733903,Sn01,-656.1208535381502
07,-64060.733903,Sn02,-656.1199106144154
07,-64060.733903,Sn03,-656.1197830567926
07,-64060.733903,Sn04,-656.1210303014059
08,-64060.714442,Sn01,-656.308790399813
08,-64060.714442,Sn02,-656.3088012057833
08,-64060.714442,Sn03,-663.3660497812557
08,-64060.714442,Sn04,-649.957835523659
09,-64060.732612,Sn01,-662.0057917218742
09,-64060.732612,Sn02,-656.141534046657
09,-64060.732612,Sn03,-663.1106403112399
09,-64060.732612,Sn04,-656.4756028370025
10,-64060.754397,Sn01,-654.2515728134649
10,-64060.754397,Sn02,-659.2575144192988
10,-64060.754397,Sn03,-654.2515393011472
10,-64060.754397,Sn04,-657.573680250649
11,-64060.756429,Sn01,-652.9767783794869
11,-64060.756429,Sn02,-652.9769839606042
11,-64060.756429,Sn03,-650.2498300109651
11,-64060.756429,Sn04,-653.6025693597421
12,-64060.722172,Sn01,-661.9323869386626
12,-64060.722172,Sn02,-661.9326486567365
12,-64060.722172,Sn03,-656.8740650882683
12,-64060.722172,Sn04,-656.8738757568844
13,-64060.695872,Sn01,-656.6022707882448
13,-64060.695872,Sn02,-649.858896996976
13,-64060.695872,Sn03,-655.6836824995239
13,-64060.695872,Sn04,-649.8571190163289
14,-64060.724623,Sn01,-661.6797686763139
14,-64060.724623,Sn02,-656.02448638643
14,-64060.724623,Sn03,-649.7429800552886
14,-64060.724623,Sn04,-656.3516329240952
15,-64060.733377,Sn01,-656.6358435500706
15,-64060.733377,Sn02,-661.8839355100863
15,-64060.733377,Sn03,-656.5147399881225
15,-64060.733377,Sn04,-649.7775827977584
16,-64060.743577,Sn01,-659.7415528688157
16,-64060.743577,Sn02,-654.1152443930378
16,-64060.743577,Sn03,-654.2275218993145
16,-64060.743577,Sn04,-657.1070735550816
17,-64060.734617,Sn01,-655.8371527665804
17,-64060.734617,Sn02,-656.0285046797226
17,-64060.734617,Sn03,-656.0284706053444
17,-64060.734617,Sn04,-655.8374671183078
18,-64060.740049,Sn01,-662.6674068363
18,-64060.740049,Sn02,-662.6676108379188
18,-64060.740049,Sn03,-662.8529636309427
18,-64060.740049,Sn04,-662.9072802671026
19,-64060.708449,Sn01,-649.7668830141483
19,-64060.708449,Sn02,-649.8450867659367
19,-64060.708449,Sn03,-649.7668595467594
19,-64060.708449,Sn04,-649.766449999589
20,-64060.714686,Sn01,-649.8917866123784
20,-64060.714686,Sn02,-649.8881827448577
20,-64060.714686,Sn03,-649.8919793535179
20,-64060.714686,Sn04,-649.8805421458128
21,-64060.729360,Sn01,-663.3888157419419
21,-64060.729360,Sn02,-663.3888275199402
21,-64060.729360,Sn03,-664.3001183464021
21,-64060.729360,Sn04,-664.3003240108774
22,-64060.809407,Sn01,-644.2310632088406
22,-64060.809407,Sn02,-644.2002643370324
22,-64060.809407,Sn03,-644.1981822548969
22,-64060.809407,Sn04,-644.4186091695806
<class 'numpy.ndarray'>
[[0. 0. 0.]]
