Structure,Energy,Nucleus,delta_iso
01,-71565.033600,Sn01,-637.7368828537437
01,-71565.033600,Sn02,-637.7361747320679
01,-71565.033600,Sn03,-639.2748058609791
01,-71565.033600,Sn04,-647.8145788824941
01,-71565.033600,Sn05,-647.8149979114805
01,-71565.033600,Sn06,-649.5513582784511
01,-71565.033600,Sn07,-649.5611968220865
01,-71565.033600,Sn08,-647.7984462299532
01,-71565.033600,Sn09,-649.5617868264721
01,-71565.033600,Sn10,-658.3917668472304
01,-71565.033600,Sn11,-649.5505812272127
01,-71565.033600,Sn12,-647.7993308493055
01,-71565.033600,Sn13,-658.3917893008793
01,-71565.033600,Sn14,-639.2982596056581
02,-71565.042936,Sn01,-648.1452691155955
02,-71565.042936,Sn02,-648.1454755368231
02,-71565.042936,Sn03,-638.0646649508844
02,-71565.042936,Sn04,-648.145520335172
02,-71565.042936,Sn05,-648.1455124959011
02,-71565.042936,Sn06,-638.0645264547284
02,-71565.042936,Sn07,-648.1453996426626
02,-71565.042936,Sn08,-648.1456657204722
02,-71565.042936,Sn09,-648.1459239485152
02,-71565.042936,Sn10,-648.1453678950156
02,-71565.042936,Sn11,-641.4318964981612
02,-71565.042936,Sn12,-658.116264725747
02,-71565.042936,Sn13,-658.1164710043422
02,-71565.042936,Sn14,-641.4322665465979
03,-71565.062345,Sn01,-639.5275881738025
03,-71565.062345,Sn02,-638.0457356653633
03,-71565.062345,Sn03,-648.2756178741784
03,-71565.062345,Sn04,-639.5272167023622
03,-71565.062345,Sn05,-648.2757302572859
03,-71565.062345,Sn06,-638.0457155926738
03,-71565.062345,Sn07,-639.5569920568191
03,-71565.062345,Sn08,-648.4690174331531
03,-71565.062345,Sn09,-647.735864783017
03,-71565.062345,Sn10,-650.2941191171931
03,-71565.062345,Sn11,-639.5567658001037
03,-71565.062345,Sn12,-650.2941303254315
03,-71565.062345,Sn13,-648.4692124396529
03,-71565.062345,Sn14,-648.2012857590553
<class 'numpy.ndarray'>
[[0. 0. 0.]]
