   x         T                   mu   
0.3125  473.00000000000000  -0.01841807831783626
0.3125  873.00000000000000  -0.04452127047295562
0.3125  1273.0000000000000  -0.07130210603838805
0.3125  1673.0000000000000  -0.09827475022245835
