   x         T                   mu   
0.1250  473.00000000000000  -0.048013471622311954
0.1250  873.00000000000000  -0.11114000900556675
0.1250  1273.0000000000000  -0.1744913199520397
0.1250  1673.0000000000000  -0.23790063480055323
