   x         T                   mu   
0.0625  473.00000000000000  -0.08038041109534788
0.0625  873.00000000000000  -0.17335288266383486
0.0625  1273.0000000000000  -0.26657068496638203
0.0625  1673.0000000000000  -0.3598510640837276
