   x         T                   mu   
0.1875  473.00000000000000  -0.038073939551850344
0.1875  873.00000000000000  -0.08768605709246913
0.1875  1273.0000000000000  -0.13791512424063512
0.1875  1673.0000000000000  -0.18830108907468457
