
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.46577393955181      eV
 Composition: x =   0.18749999999407355     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  7     22      192           -66311.95195      -61058.69153    0.212186E-03    0.110514E-05
  7     23       96           -66311.91308      -61058.65266    0.408838E-04    0.425873E-06
  7     24       96           -66311.92432      -61058.66390    0.538671E-04    0.561116E-06
  7     25      192           -66311.93376      -61058.67335    0.135825E-03    0.707420E-06
  7     26      192           -66311.94964      -61058.68922    0.200485E-03    0.104419E-05
  7     27      192           -66311.95674      -61058.69632    0.238658E-03    0.124301E-05
  7     28      192           -66311.94869      -61058.68827    0.195895E-03    0.102029E-05
  7     29       96           -66311.96376      -61058.70335    0.141767E-03    0.147674E-05
  7     30      192           -66311.92504      -61058.66462    0.109649E-03    0.571087E-06
  7     31       96           -66311.92608      -61058.66566    0.562371E-04    0.585803E-06
  7     32      192           -66311.94219      -61058.68178    0.167024E-03    0.869915E-06
  7     33      192           -66311.95534      -61058.69492    0.230599E-03    0.120104E-05
  7     34      192           -66311.93241      -61058.67199    0.131380E-03    0.684273E-06
  7     35      192           -66311.94584      -61058.68542    0.182657E-03    0.951339E-06
  7     36      192           -66311.96232      -61058.70190    0.273645E-03    0.142523E-05
  7     37      192           -66311.94051      -61058.68009    0.160276E-03    0.834768E-06
  7     38       96           -66311.94944      -61058.68903    0.997692E-04    0.103926E-05
  7     39      192           -66311.96984      -61058.70942    0.329112E-03    0.171413E-05
  7     40       96           -66311.93276      -61058.67234    0.662502E-04    0.690106E-06
  7     41      192           -66311.96916      -61058.70875    0.323707E-03    0.168597E-05
  7     42       96           -66311.96775      -61058.70733    0.156316E-03    0.162829E-05
  7     43       96           -66311.96666      -61058.70624    0.152195E-03    0.158536E-05
  7     44       96           -66311.99143      -61058.73101    0.279495E-03    0.291141E-05
  7     45       96           -66311.96841      -61058.70799    0.158887E-03    0.165507E-05
  7     46      192           -66311.97714      -61058.71672    0.393673E-03    0.205038E-05
  7     47      192           -66311.96119      -61058.70077    0.266195E-03    0.138643E-05
  7     48      192           -66311.99185      -61058.73143    0.564725E-03    0.294128E-05
  7     49      192           -66311.99770      -61058.73728    0.651929E-03    0.339546E-05
  7     50      192           -66311.97840      -61058.71799    0.406062E-03    0.211491E-05
  7     51       48           -66311.98007      -61058.71965    0.105759E-03    0.220330E-05
  7     52       96           -66311.96713      -61058.70672    0.153986E-03    0.160402E-05
  7     53       48           -66311.91035      -61058.64993    0.191157E-04    0.398245E-06
  7     54       96           -66311.93432      -61058.67390    0.688400E-04    0.717083E-06
  7     55      192           -66311.93864      -61058.67822    0.153081E-03    0.797297E-06
  7     56      192           -66311.94337      -61058.68295    0.171900E-03    0.895314E-06
  7     57       32           -66311.93053      -61058.67011    0.209102E-04    0.653444E-06
  7     58       96           -66311.95366      -61058.69324    0.110647E-03    0.115257E-05
  7     59       96           -66311.95312      -61058.69270    0.109191E-03    0.113740E-05
  7     60      192           -66311.96400      -61058.70359    0.285208E-03    0.148546E-05
  7     61       96           -66311.96270      -61058.70229    0.138131E-03    0.143886E-05
  7     62       16           -66311.93216      -61058.67174    0.108822E-04    0.680139E-06
  7     63       96           -66311.99363      -61058.73321    0.294967E-03    0.307257E-05
  7     64      192           -66312.02416      -61058.76374    0.124763E-02    0.649809E-05
  7     65      192           -66312.00195      -61058.74153    0.723540E-03    0.376844E-05
  7     66      192           -66312.02133      -61058.76092    0.116420E-02    0.606357E-05
  7     67      192           -66312.01008      -61058.74966    0.883235E-03    0.460018E-05
  7     68       64           -66311.99630      -61058.73589    0.209998E-03    0.328122E-05
  7     69       96           -66312.02607      -61058.76565    0.653840E-03    0.681084E-05
  7     70      192           -66312.01215      -61058.75173    0.929272E-03    0.483996E-05
  7     71      192           -66312.02303      -61058.76261    0.121361E-02    0.632088E-05
  7     72       96           -66311.98848      -61058.72807    0.259994E-03    0.270828E-05
  7     73      192           -66312.02080      -61058.76039    0.114911E-02    0.598494E-05
  7     74       96           -66311.98403      -61058.72361    0.233075E-03    0.242787E-05
  7     75       96           -66312.03621      -61058.77580    0.838559E-03    0.873499E-05
  7     76      192           -66311.98906      -61058.72864    0.527376E-03    0.274675E-05
  7     77       96           -66311.99918      -61058.73876    0.337993E-03    0.352076E-05
  7     78       96           -66311.95201      -61058.69159    0.106244E-03    0.110671E-05
  7     79       96           -66311.97882      -61058.71841    0.205134E-03    0.213681E-05
  7     80       48           -66311.97449      -61058.71407    0.922164E-04    0.192117E-05
  7     81       32           -66312.00074      -61058.74032    0.117074E-03    0.365857E-05
  7     82       16           -66312.07070      -61058.81028    0.325708E-03    0.203567E-04
  8      1       48           -67062.37149      -61058.64530    0.170619E-04    0.355456E-06
  8      2       96           -67062.33935      -61058.61316    0.155118E-04    0.161581E-06
  8      3      192           -67062.38655      -61058.66036    0.987627E-04    0.514389E-06
  8      4      192           -67062.36876      -61058.64256    0.638247E-04    0.332420E-06
  8      5      192           -67062.39867      -61058.67248    0.132953E-03    0.692465E-06
  8      6      192           -67062.39225      -61058.66606    0.113578E-03    0.591552E-06
  8      7       96           -67062.35957      -61058.63338    0.254719E-04    0.265332E-06
  8      8      192           -67062.33768      -61058.61149    0.297767E-04    0.155087E-06
  8      9      192           -67062.35671      -61058.63052    0.474988E-04    0.247390E-06
  8     10       96           -67062.36931      -61058.64311    0.323459E-04    0.336936E-06
  8     11      192           -67062.37592      -61058.64973    0.760944E-04    0.396325E-06
  8     12      192           -67062.37400      -61058.64781    0.725931E-04    0.378089E-06
  8     13       48           -67062.32089      -61058.59470    0.493072E-05    0.102723E-06
  8     14      192           -67062.34967      -61058.62348    0.399613E-04    0.208132E-06
  8     15      192           -67062.34013      -61058.61394    0.316214E-04    0.164695E-06
  8     16      192           -67062.35628      -61058.63009    0.469934E-04    0.244757E-06
  8     17      192           -67062.36970      -61058.64351    0.653170E-04    0.340192E-06
  8     18      192           -67062.36911      -61058.64292    0.643799E-04    0.335312E-06
  8     19       96           -67062.36918      -61058.64299    0.322476E-04    0.335913E-06
  8     20       96           -67062.38028      -61058.65409    0.423385E-04    0.441026E-06
  8     21       96           -67062.35428      -61058.62809    0.223743E-04    0.233066E-06
  8     22      192           -67062.36855      -61058.64235    0.634952E-04    0.330704E-06
  8     23      192           -67062.39009      -61058.66390    0.107718E-03    0.561034E-06
  8     24       96           -67062.37760      -61058.65141    0.396423E-04    0.412941E-06
  8     25       48           -67062.40669      -61058.68050    0.404710E-04    0.843147E-06
  8     26       96           -67062.38834      -61058.66215    0.515932E-04    0.537430E-06
  8     27       12           -67062.33386      -61058.60767    0.169459E-05    0.141216E-06
  8     28       96           -67062.36664      -61058.64045    0.302987E-04    0.315611E-06
  8     29       96           -67062.36557      -61058.63937    0.295093E-04    0.307389E-06
  8     30       96           -67062.38265      -61058.65645    0.448700E-04    0.467395E-06
  8     31      192           -67062.37600      -61058.64981    0.762383E-04    0.397074E-06
  8     32      192           -67062.40881      -61058.68262    0.170506E-03    0.888052E-06
  8     33      192           -67062.39069      -61058.66450    0.109319E-03    0.569367E-06
  8     34      192           -67062.39482      -61058.66863    0.120973E-03    0.630067E-06
  8     35      192           -67062.39888      -61058.67269    0.133643E-03    0.696058E-06
  8     36       48           -67062.38652      -61058.66032    0.246689E-04    0.513935E-06
  8     37       48           -67062.41005      -61058.68386    0.439486E-04    0.915596E-06
  8     38      192           -67062.33684      -61058.61065    0.291722E-04    0.151939E-06
  8     39      192           -67062.34865      -61058.62246    0.389776E-04    0.203008E-06
  8     40      192           -67062.35818      -61058.63199    0.492431E-04    0.256474E-06
  8     41       24           -67062.32830      -61058.60211    0.295680E-05    0.123200E-06
  8     42      192           -67062.35732      -61058.63113    0.482138E-04    0.251114E-06
  8     43       96           -67062.36696      -61058.64076    0.305337E-04    0.318060E-06
  8     44       96           -67062.37934      -61058.65315    0.413763E-04    0.431003E-06
  8     45       48           -67062.35793      -61058.63174    0.122355E-04    0.254906E-06
  8     46       96           -67062.36611      -61058.63991    0.299036E-04    0.311496E-06
  8     47      192           -67062.37410      -61058.64791    0.727661E-04    0.378990E-06
  8     48      192           -67062.38632      -61058.66013    0.982118E-04    0.511520E-06
  8     49      192           -67062.36835      -61058.64216    0.631952E-04    0.329142E-06
  8     50       48           -67062.36430      -61058.63811    0.143055E-04    0.298032E-06
  8     51       96           -67062.35851      -61058.63232    0.248174E-04    0.258515E-06
  8     52      192           -67062.41745      -61058.69125    0.210754E-03    0.109768E-05
  8     53      192           -67062.39766      -61058.67147    0.129706E-03    0.675550E-06
  8     54      192           -67062.42900      -61058.70280    0.279796E-03    0.145727E-05
  8     55       48           -67062.40622      -61058.68003    0.400080E-04    0.833501E-06
  8     56      192           -67062.41988      -61058.69369    0.223707E-03    0.116514E-05
  8     57      192           -67062.41906      -61058.69287    0.219273E-03    0.114204E-05
  8     58       96           -67062.42897      -61058.70278    0.139809E-03    0.145634E-05
  8     59      192           -67062.42367      -61058.69748    0.245554E-03    0.127892E-05
  8     60      192           -67062.43777      -61058.71158    0.347041E-03    0.180750E-05
  8     61      192           -67062.40146      -61058.67527    0.142379E-03    0.741560E-06
  8     62      192           -67062.43244      -61058.70625    0.304494E-03    0.158591E-05
  8     63      192           -67062.44145      -61058.71526    0.379822E-03    0.197824E-05
  8     64      192           -67062.39707      -61058.67088    0.127838E-03    0.665825E-06
  8     65       96           -67062.40749      -61058.68129    0.825323E-04    0.859711E-06
  8     66      192           -67062.42128      -61058.69509    0.231547E-03    0.120597E-05
  8     67      192           -67062.40120      -61058.67501    0.141481E-03    0.736881E-06
  8     68       96           -67062.35701      -61058.63082    0.239213E-04    0.249180E-06
  8     69       96           -67062.35604      -61058.62985    0.233588E-04    0.243320E-06
  8     70      192           -67062.37643      -61058.65024    0.770412E-04    0.401256E-06
  8     71       96           -67062.37170      -61058.64551    0.343018E-04    0.357310E-06
  8     72       96           -67062.39875      -61058.67256    0.666170E-04    0.693927E-06
  8     73      192           -67062.40666      -61058.68047    0.161745E-03    0.842423E-06
  8     74       96           -67062.41114      -61058.68495    0.902772E-04    0.940388E-06
  8     75       96           -67062.42871      -61058.70252    0.138930E-03    0.144719E-05
  8     76       24           -67062.40570      -61058.67951    0.197475E-04    0.822814E-06
  8     77       96           -67062.36628      -61058.64009    0.300337E-04    0.312851E-06
  8     78       96           -67062.36486      -61058.63867    0.290069E-04    0.302155E-06
  8     79       48           -67062.36441      -61058.63822    0.143428E-04    0.298808E-06
  8     80      192           -67062.39150      -61058.66531    0.111518E-03    0.580824E-06
  8     81      192           -67062.37530      -61058.64911    0.749365E-04    0.390294E-06
  8     82       96           -67062.41244      -61058.68624    0.931869E-04    0.970697E-06
  8     83       96           -67062.39691      -61058.67072    0.636751E-04    0.663282E-06
  8     84      192           -67062.42530      -61058.69910    0.255516E-03    0.133081E-05
  8     85      192           -67062.44172      -61058.71552    0.382271E-03    0.199100E-05
  8     86      192           -67062.41863      -61058.69244    0.216961E-03    0.113000E-05
  8     87       96           -67062.42418      -61058.69799    0.124307E-03    0.129487E-05
  8     88       96           -67062.41311      -61058.68691    0.947337E-04    0.986809E-06
  8     89      192           -67062.44060      -61058.71441    0.371965E-03    0.193732E-05
  8     90       48           -67062.41450      -61058.68831    0.490136E-04    0.102112E-05
  8     91       96           -67062.44096      -61058.71477    0.187623E-03    0.195441E-05
  8     92       48           -67062.47212      -61058.74593    0.201500E-03    0.419791E-05
  8     93       96           -67062.46959      -61058.74339    0.378699E-03    0.394478E-05
  8     94        6           -67062.34545      -61058.61925    0.112583E-05    0.187638E-06
  8     95       24           -67062.40391      -61058.67772    0.189009E-04    0.787539E-06
  8     96       48           -67062.45068      -61058.72449    0.119087E-03    0.248098E-05
  8     97       12           -67062.47861      -61058.75242    0.590639E-04    0.492199E-05
  9      1       16           -67812.76296      -61058.57099    0.918742E-06    0.574214E-07
  9      2       96           -67812.80679      -61058.61483    0.161598E-04    0.168331E-06
  9      3      192           -67812.77905      -61058.58708    0.163607E-04    0.852119E-07
  9      4      192           -67812.76004      -61058.56808    0.102647E-04    0.534622E-07
  9      5      192           -67812.79110      -61058.59913    0.219889E-04    0.114526E-06
  9      6      192           -67812.77669      -61058.58473    0.154433E-04    0.804341E-07
  9      7      192           -67812.78688      -61058.59492    0.198296E-04    0.103279E-06
  9      8      192           -67812.80827      -61058.61630    0.335080E-04    0.174521E-06
  9      9       96           -67812.81566      -61058.62369    0.200849E-04    0.209218E-06
  9     10       64           -67812.80977      -61058.61780    0.115886E-04    0.181072E-06
  9     11      192           -67812.79968      -61058.60771    0.271408E-04    0.141359E-06
  9     12       32           -67812.75844      -61058.56647    0.164461E-05    0.513941E-07
  9     13       96           -67812.76132      -61058.56935    0.529532E-05    0.551596E-07
  9     14      192           -67812.80434      -61058.61237    0.304281E-04    0.158480E-06
  9     15       96           -67812.81421      -61058.62224    0.193829E-04    0.201906E-06
  9     16       96           -67812.82611      -61058.63415    0.259577E-04    0.270393E-06
  9     17       96           -67812.75873      -61058.56676    0.496943E-05    0.517649E-07
  9     18       96           -67812.75730      -61058.56534    0.479870E-05    0.499864E-07
  9     19       96           -67812.77566      -61058.58370    0.752936E-05    0.784308E-07
  9     20       96           -67812.76941      -61058.57745    0.645884E-05    0.672795E-07
  9     21      192           -67812.79488      -61058.60291    0.241263E-04    0.125658E-06
  9     22      192           -67812.77850      -61058.58653    0.161418E-04    0.840719E-07
  9     23      192           -67812.78810      -61058.59614    0.204311E-04    0.106412E-06
  9     24      192           -67812.78696      -61058.59499    0.198667E-04    0.103472E-06
  9     25       48           -67812.77802      -61058.58606    0.398880E-05    0.830999E-07
  9     26       48           -67812.79165      -61058.59968    0.557191E-05    0.116082E-06
  9     27      192           -67812.81861      -61058.62664    0.431880E-04    0.224938E-06
  9     28      192           -67812.83925      -61058.64729    0.716695E-04    0.373278E-06
  9     29      192           -67812.83586      -61058.64390    0.659434E-04    0.343455E-06
  9     30       96           -67812.84881      -61058.65684    0.453014E-04    0.471890E-06
  9     31      192           -67812.84179      -61058.64982    0.762683E-04    0.397231E-06
  9     32      192           -67812.83873      -61058.64677    0.707592E-04    0.368537E-06
  9     33      192           -67812.81791      -61058.62594    0.424485E-04    0.221086E-06
  9     34       96           -67812.75800      -61058.56603    0.488074E-05    0.508411E-07
  9     35       96           -67812.77649      -61058.58453    0.768425E-05    0.800443E-07
  9     36      192           -67812.79496      -61058.60300    0.241784E-04    0.125929E-06
  9     37       96           -67812.78896      -61058.59700    0.104337E-04    0.108684E-06
  9     38      192           -67812.82654      -61058.63458    0.524686E-04    0.273274E-06
  9     39      192           -67812.80576      -61058.61380    0.315107E-04    0.164118E-06
  9     40       96           -67812.80616      -61058.61419    0.159096E-04    0.165725E-06
  9     41      192           -67812.82791      -61058.63594    0.542541E-04    0.282574E-06
  9     42       96           -67812.81007      -61058.61810    0.175109E-04    0.182405E-06
  9     43       96           -67812.84600      -61058.65404    0.422856E-04    0.440475E-06
  9     44       96           -67812.80759      -61058.61562    0.164772E-04    0.171638E-06
  9     45      192           -67812.78858      -61058.59662    0.206747E-04    0.107681E-06
  9     46      192           -67812.78535      -61058.59338    0.190972E-04    0.994647E-07
  9     47       96           -67812.80144      -61058.60947    0.141703E-04    0.147607E-06
  9     48      192           -67812.82713      -61058.63516    0.532245E-04    0.277211E-06
  9     49      192           -67812.79552      -61058.60355    0.245081E-04    0.127646E-06
  9     50      192           -67812.83546      -61058.64350    0.653042E-04    0.340126E-06
  9     51      192           -67812.81585      -61058.62389    0.403614E-04    0.210216E-06
  9     52      192           -67812.84622      -61058.65426    0.850290E-04    0.442859E-06
  9     53      192           -67812.85684      -61058.66487    0.110326E-03    0.574617E-06
  9     54       96           -67812.81905      -61058.62709    0.218295E-04    0.227390E-06
  9     55      192           -67812.82744      -61058.63547    0.536295E-04    0.279320E-06
  9     56      192           -67812.84162      -61058.64965    0.759453E-04    0.395549E-06
  9     57      192           -67812.85615      -61058.66419    0.108488E-03    0.565041E-06
