Structure,Energy,Nucleus,delta_iso
06,-70064.092314,Sn02,-655.965342021208
06,-70064.092314,Sn03,-655.9651850277633
06,-70064.092314,Sn04,-645.768323774576
06,-70064.092314,Sn05,-657.4735911302209
06,-70064.092314,Sn06,-655.9711326552488
06,-70064.092314,Sn07,-649.565919274407
06,-70064.092314,Sn08,-658.05732720373
06,-70064.092314,Sn09,-657.4735532106115
06,-70064.092314,Sn10,-658.057102299586
06,-70064.092314,Sn11,-655.9714936902051
06,-70064.092314,Sn12,-645.9184225790614
07,-70064.122887,Sn01,-646.0275643738523
07,-70064.122887,Sn02,-648.436889517091
07,-70064.122887,Sn03,-647.0953036278352
07,-70064.122887,Sn04,-646.6432040525106
07,-70064.122887,Sn05,-658.2260618481464
07,-70064.122887,Sn06,-650.0344620558353
07,-70064.122887,Sn07,-649.982894563343
07,-70064.122887,Sn08,-656.082332688527
07,-70064.122887,Sn09,-659.0512227754348
07,-70064.122887,Sn10,-657.1357223884461
07,-70064.122887,Sn11,-658.350417136553
07,-70064.122887,Sn12,-637.7114179113269
08,-70064.073649,Sn01,-655.5049260660358
08,-70064.073649,Sn02,-655.5045681233123
08,-70064.073649,Sn03,-655.5040693995829
08,-70064.073649,Sn04,-655.5045898364388
08,-70064.073649,Sn05,-659.526896123285
08,-70064.073649,Sn06,-659.5129760755326
08,-70064.073649,Sn07,-655.5051655603929
08,-70064.073649,Sn08,-659.5135347058963
08,-70064.073649,Sn09,-655.5044368803583
08,-70064.073649,Sn10,-659.5271873906058
08,-70064.073649,Sn11,-655.5048866524448
08,-70064.073649,Sn12,-655.5050942374214
09,-70064.147462,Sn01,-646.663522242608
09,-70064.147462,Sn02,-646.8142254208901
09,-70064.147462,Sn03,-646.6634159391883
09,-70064.147462,Sn04,-646.8147084098159
09,-70064.147462,Sn05,-657.451765588843
09,-70064.147462,Sn06,-646.8228569737648
09,-70064.147462,Sn07,-646.8235802558079
09,-70064.147462,Sn08,-657.451792008294
09,-70064.147462,Sn09,-648.789894910692
09,-70064.147462,Sn10,-657.1656234522961
09,-70064.147462,Sn11,-651.0346975663688
09,-70064.147462,Sn12,-648.790674656645
10,-70064.152235,Sn01,-637.934107250383
10,-70064.152235,Sn02,-648.7941324801404
10,-70064.152235,Sn03,-638.8337589700491
10,-70064.152235,Sn04,-647.1409940722151
10,-70064.152235,Sn05,-649.4760949042993
10,-70064.152235,Sn06,-647.7657842529184
10,-70064.152235,Sn07,-647.5066899764679
10,-70064.152235,Sn08,-658.115550295789
10,-70064.152235,Sn09,-648.11118582979
10,-70064.152235,Sn10,-648.7364351650021
10,-70064.152235,Sn11,-659.1179705877503
10,-70064.152235,Sn12,-649.1663182105217
11,-70064.121746,Sn01,-638.7674976634057
11,-70064.121746,Sn02,-657.0642329670472
11,-70064.121746,Sn03,-647.883739966348
11,-70064.121746,Sn04,-646.3884179266834
11,-70064.121746,Sn05,-648.5137527223033
11,-70064.121746,Sn06,-656.7540770810556
11,-70064.121746,Sn07,-648.6353705155971
11,-70064.121746,Sn08,-656.621892898509
11,-70064.121746,Sn09,-657.090356104376
11,-70064.121746,Sn10,-646.4441129455604
11,-70064.121746,Sn11,-660.1531359265882
11,-70064.121746,Sn12,-648.1326214065311
12,-70064.121494,Sn01,-647.8983539643577
12,-70064.121494,Sn02,-647.8304938566407
12,-70064.121494,Sn03,-647.8983877370702
12,-70064.121494,Sn04,-647.8307226222305
12,-70064.121494,Sn05,-659.0373603737626
12,-70064.121494,Sn06,-658.9835819281425
12,-70064.121494,Sn07,-647.9338013256192
12,-70064.121494,Sn08,-647.9340677527871
12,-70064.121494,Sn09,-658.9837015462454
12,-70064.121494,Sn10,-648.1300787250566
12,-70064.121494,Sn11,-659.0607806232883
12,-70064.121494,Sn12,-648.1305490353598
13,-70064.169600,Sn01,-637.9625541152009
13,-70064.169600,Sn02,-646.8908116384428
13,-70064.169600,Sn03,-637.9623861816199
13,-70064.169600,Sn04,-646.8912953797362
13,-70064.169600,Sn05,-642.52119875991
13,-70064.169600,Sn06,-657.8522984109673
13,-70064.169600,Sn07,-649.6291706323718
13,-70064.169600,Sn08,-649.6295259164699
13,-70064.169600,Sn09,-657.8524022595502
13,-70064.169600,Sn10,-648.5513602270457
13,-70064.169600,Sn11,-646.3897178458992
13,-70064.169600,Sn12,-648.551364168211
14,-70064.131760,Sn01,-645.9963672690455
14,-70064.131760,Sn02,-646.0072415787504
14,-70064.131760,Sn03,-647.1677634121024
14,-70064.131760,Sn04,-658.0860492403513
14,-70064.131760,Sn05,-646.0008627461966
14,-70064.131760,Sn06,-645.9936986303865
14,-70064.131760,Sn07,-647.1707917536496
14,-70064.131760,Sn08,-658.079327351812
14,-70064.131760,Sn09,-647.3743241577317
14,-70064.131760,Sn10,-657.9075292478883
14,-70064.131760,Sn11,-657.909955061069
14,-70064.131760,Sn12,-647.3858643737944
15,-70064.131384,Sn01,-656.4339526710155
15,-70064.131384,Sn02,-636.3957463082311
15,-70064.131384,Sn03,-647.5934442091161
15,-70064.131384,Sn04,-647.9988391936272
15,-70064.131384,Sn05,-656.2684353570512
15,-70064.131384,Sn06,-647.5930579296723
15,-70064.131384,Sn07,-647.9983840096256
15,-70064.131384,Sn08,-656.4333226025497
15,-70064.131384,Sn09,-647.8619167987631
15,-70064.131384,Sn10,-656.4658138896766
15,-70064.131384,Sn11,-660.6968262154032
15,-70064.131384,Sn12,-647.8628709467366
16,-70064.163248,Sn01,-647.4844952674039
16,-70064.163248,Sn02,-637.3895807207809
16,-70064.163248,Sn03,-646.2378610924325
16,-70064.163248,Sn04,-648.1861004666544
16,-70064.163248,Sn05,-648.5718566061182
16,-70064.163248,Sn06,-648.1864271293725
16,-70064.163248,Sn07,-646.237829089619
16,-70064.163248,Sn08,-647.484839032169
16,-70064.163248,Sn09,-649.3058770252023
16,-70064.163248,Sn10,-658.9506781355517
16,-70064.163248,Sn11,-658.9504808515157
16,-70064.163248,Sn12,-639.2444513596147
17,-70064.140866,Sn01,-646.3695294563399
17,-70064.140866,Sn02,-646.3691561936776
17,-70064.140866,Sn03,-654.8327693250685
17,-70064.140866,Sn04,-647.8506804964463
17,-70064.140866,Sn05,-647.8509556934596
17,-70064.140866,Sn06,-647.7970630728519
17,-70064.140866,Sn07,-656.4223204693799
17,-70064.140866,Sn08,-647.7972477210615
17,-70064.140866,Sn09,-658.4213673913687
17,-70064.140866,Sn10,-656.4225437741416
17,-70064.140866,Sn11,-658.4216663427324
17,-70064.140866,Sn12,-639.8715039779645
18,-70064.178311,Sn01,-647.451402967532
18,-70064.178311,Sn02,-637.6180605593099
18,-70064.178311,Sn03,-647.2374953906888
18,-70064.178311,Sn04,-641.611932787243
18,-70064.178311,Sn05,-647.1907640822901
18,-70064.178311,Sn06,-648.2632138443296
18,-70064.178311,Sn07,-649.0157536214351
18,-70064.178311,Sn08,-649.1191362508353
18,-70064.178311,Sn09,-657.6094369395923
18,-70064.178311,Sn10,-649.4381387205481
18,-70064.178311,Sn11,-656.1154858981222
18,-70064.178311,Sn12,-639.3192518608594
19,-70064.186317,Sn01,-638.2115437597454
19,-70064.186317,Sn02,-638.2113047274538
19,-70064.186317,Sn03,-638.1992951055972
19,-70064.186317,Sn04,-648.964048328758
19,-70064.186317,Sn05,-648.9645100792304
19,-70064.186317,Sn06,-649.0177324469855
19,-70064.186317,Sn07,-648.9968656896867
19,-70064.186317,Sn08,-649.0052168313705
19,-70064.186317,Sn09,-648.9969071623536
19,-70064.186317,Sn10,-649.0175704243552
19,-70064.186317,Sn11,-649.0051656712089
19,-70064.186317,Sn12,-638.2245194288007
20,-70064.090813,Sn01,-656.614510269198
20,-70064.090813,Sn02,-656.6118322927646
20,-70064.090813,Sn03,-656.6082567788853
20,-70064.090813,Sn04,-656.615693303967
20,-70064.090813,Sn05,-656.6137695617062
20,-70064.090813,Sn06,-656.6080616667032
20,-70064.090813,Sn07,-656.6115776041943
20,-70064.090813,Sn08,-656.6091632547646
20,-70064.090813,Sn09,-656.6143289935676
20,-70064.090813,Sn10,-656.6104121056028
20,-70064.090813,Sn11,-656.6077912425317
20,-70064.090813,Sn12,-656.6076772777178
21,-70064.189511,Sn01,-649.5799604441463
21,-70064.189511,Sn02,-649.5799450968657
21,-70064.189511,Sn03,-639.3915275673658
21,-70064.189511,Sn04,-649.580419674342
21,-70064.189511,Sn05,-649.5805241316716
21,-70064.189511,Sn06,-639.3915443691271
21,-70064.189511,Sn07,-649.5799840970208
21,-70064.189511,Sn08,-649.5799770112458
21,-70064.189511,Sn09,-649.5805258620148
21,-70064.189511,Sn10,-649.5803187552965
21,-70064.189511,Sn11,-639.4005899258095
21,-70064.189511,Sn12,-639.4011949935298
22,-70064.184819,Sn01,-648.3448816515138
22,-70064.184819,Sn02,-648.3471037850231
22,-70064.184819,Sn03,-648.3466735647244
22,-70064.184819,Sn04,-648.3470238047057
22,-70064.184819,Sn05,-648.3468637567094
22,-70064.184819,Sn06,-648.3451648659066
22,-70064.184819,Sn07,-648.4911556367633
22,-70064.184819,Sn08,-648.2649176864998
22,-70064.184819,Sn09,-648.2639949030686
22,-70064.184819,Sn10,-648.489160411682
22,-70064.184819,Sn11,-648.264105659322
22,-70064.184819,Sn12,-648.490388507741
<class 'numpy.ndarray'>
[[0. 0. 0.]]
