        T             E               F          S             
     300.0     -61059.1356     -61059.1356  0.000000E+00
     873.0     -61059.1356     -61059.1356  0.000000E+00
    1273.0     -61059.1356     -61059.1356  0.000000E+00
    1673.0     -61059.1356     -61059.1356  0.000000E+00
  Infinite     -61059.1356         -        0.000000E+00
