   x         T                   mu   
0.1875  473.00000000000000  -0.03807393955844418
0.1875  873.00000000000000  -0.08768605712430144
0.1875  1273.0000000000000  -0.13791512421823882
0.1875  1673.0000000000000  -0.18830108911038224
