
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.37652562858216      eV
 Composition: x =   0.87499999999541189     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.302674E-09    0.302674E-09
  1      1       16           -61809.52206      -61059.14553    0.617757E-08    0.386098E-09
  2      1       48           -62559.91747      -61059.16442    0.294580E-07    0.613709E-09
  2      2       24           -62559.92649      -61059.17344    0.183759E-07    0.765663E-09
  2      3       48           -62559.93679      -61059.18373    0.473132E-07    0.985691E-09
  3      1       48           -63310.31227      -61059.18269    0.461160E-07    0.960750E-09
  3      2       32           -63310.31342      -61059.18385    0.316284E-07    0.988388E-09
  3      3       96           -63310.32148      -61059.19190    0.115618E-06    0.120435E-08
  3      4      192           -63310.33108      -61059.20150    0.292667E-06    0.152430E-08
  3      5       96           -63310.33003      -61059.20045    0.142594E-06    0.148536E-08
  3      6       48           -63310.32923      -61059.19966    0.699234E-07    0.145674E-08
  3      7       32           -63310.36223      -61059.23266    0.104745E-06    0.327328E-08
  3      8       16           -63310.29084      -61059.16127    0.908804E-08    0.568002E-09
  4      1       12           -64060.69708      -61059.19097    0.141270E-07    0.117725E-08
  4      2      192           -64060.71656      -61059.21046    0.364570E-06    0.189880E-08
  4      3      192           -64060.71491      -61059.20880    0.350055E-06    0.182320E-08
  4      4       96           -64060.72606      -61059.21996    0.230135E-06    0.239724E-08
  4      5       24           -64060.72769      -61059.22159    0.598754E-07    0.249481E-08
  4      6       96           -64060.73540      -61059.22930    0.289423E-06    0.301482E-08
  4      7       48           -64060.73390      -61059.22780    0.139476E-06    0.290574E-08
  4      8       96           -64060.71444      -61059.20834    0.173051E-06    0.180261E-08
  4      9      192           -64060.73261      -61059.22651    0.540509E-06    0.281515E-08
  4     10       96           -64060.75440      -61059.24829    0.461201E-06    0.480418E-08
  4     11       96           -64060.75643      -61059.25033    0.484776E-06    0.504975E-08
  4     12       96           -64060.72217      -61059.21607    0.209188E-06    0.217904E-08
  4     13       96           -64060.69587      -61059.18977    0.109727E-06    0.114298E-08
  4     14       96           -64060.72462      -61059.21852    0.222152E-06    0.231409E-08
  4     15       96           -64060.73338      -61059.22727    0.275375E-06    0.286849E-08
  4     16      192           -64060.74358      -61059.23747    0.707350E-06    0.368411E-08
  4     17       48           -64060.73462      -61059.22851    0.141940E-06    0.295709E-08
  4     18       24           -64060.74005      -61059.23395    0.810875E-07    0.337864E-08
  4     19        8           -64060.70845      -61059.20235    0.124491E-07    0.155613E-08
  4     20        4           -64060.71469      -61059.20858    0.725374E-08    0.181343E-08
  4     21       12           -64060.72936      -61059.22326    0.311913E-07    0.259927E-08
  4     22        8           -64060.80941      -61059.30330    0.148196E-06    0.185245E-07
  5      1       96           -64811.10732      -61059.22469    0.258480E-06    0.269251E-08
  5      2      192           -64811.12798      -61059.24535    0.858115E-06    0.446935E-08
  5      3       48           -64811.11935      -61059.23672    0.173602E-06    0.361671E-08
  5      4      192           -64811.11591      -61059.23328    0.638145E-06    0.332367E-08
  5      5       96           -64811.13305      -61059.25043    0.485959E-06    0.506208E-08
  5      6      192           -64811.14693      -61059.26430    0.136605E-05    0.711485E-08
  5      7       96           -64811.14333      -61059.26070    0.625271E-06    0.651324E-08
  5      8       96           -64811.11657      -61059.23394    0.324289E-06    0.337801E-08
  5      9       96           -64811.15908      -61059.27645    0.920225E-06    0.958568E-08
  5     10      192           -64811.12358      -61059.24096    0.770421E-06    0.401261E-08
  5     11       96           -64811.15460      -61059.27197    0.824422E-06    0.858773E-08
  5     12       96           -64811.13429      -61059.25167    0.500970E-06    0.521844E-08
  5     13       48           -64811.09652      -61059.21389    0.991451E-07    0.206552E-08
  5     14       96           -64811.09885      -61059.21622    0.209981E-06    0.218731E-08
  5     15       96           -64811.10455      -61059.22192    0.241480E-06    0.251542E-08
  5     16      192           -64811.12491      -61059.24228    0.795896E-06    0.414529E-08
  5     17      192           -64811.13724      -61059.25461    0.107712E-05    0.560999E-08
  5     18      192           -64811.14338      -61059.26075    0.125217E-05    0.652172E-08
  5     19      192           -64811.14607      -61059.26344    0.133760E-05    0.696665E-08
  5     20      192           -64811.15355      -61059.27092    0.160703E-05    0.836994E-08
  5     21       96           -64811.14266      -61059.26003    0.615108E-06    0.640737E-08
  5     22       96           -64811.16473      -61059.28210    0.105700E-05    0.110104E-07
  5     23      192           -64811.12660      -61059.24397    0.829630E-06    0.432099E-08
  5     24      192           -64811.13486      -61059.25224    0.101608E-05    0.529206E-08
  5     25      192           -64811.15418      -61059.27155    0.163198E-05    0.849990E-08
  5     26      192           -64811.14948      -61059.26685    0.145424E-05    0.757418E-08
  5     27       96           -64811.13234      -61059.24971    0.477544E-06    0.497442E-08
  5     28       96           -64811.14099      -61059.25836    0.590459E-06    0.615061E-08
  5     29       96           -64811.10918      -61059.22655    0.270549E-06    0.281822E-08
  5     30       48           -64811.11499      -61059.23236    0.155999E-06    0.324997E-08
