0;0.1181;0.0000;0.0000
1;0.2699;0.0002;0.0000
2;0.2891;0.0018;0.0000
3;0.1928;0.0085;0.0000
4;0.0895;0.0278;0.0000
5;0.0307;0.0667;0.0000
6;0.0080;0.1222;0.0000
7;0.0016;0.1746;0.0000
8;0.0003;0.1964;0.0003
9;0.0000;0.1746;0.0016
10;0.0000;0.1222;0.0080
11;0.0000;0.0667;0.0307
12;0.0000;0.0278;0.0895
13;0.0000;0.0085;0.1928
14;0.0000;0.0018;0.2891
15;0.0000;0.0002;0.2699
16;0.0000;0.0000;0.1181
