        T    Average data
     300.0     10.9067     10.9064     10.9062   1297.3149
     873.0     10.9066     10.9064     10.9063   1297.3212
    1273.0     10.9066     10.9063     10.9063   1297.3209
    1673.0     10.9066     10.9063     10.9063   1297.3207
  Infinite     10.9066     10.9063     10.9064   1297.3193
