Structure,Energy,Nucleus,delta_iso
15,-68563.226934,Sn08,-660.6566072298028
15,-68563.226934,Sn09,-657.4508740956426
15,-68563.226934,Sn10,-654.9857817075167
16,-68563.223353,Sn01,-656.2540227735471
16,-68563.223353,Sn02,-658.1801972445678
16,-68563.223353,Sn03,-655.9874107610949
16,-68563.223353,Sn04,-656.1666772326785
16,-68563.223353,Sn05,-657.8987996805281
16,-68563.223353,Sn06,-657.8473354110279
16,-68563.223353,Sn07,-656.2143904430573
16,-68563.223353,Sn08,-652.9218772247436
16,-68563.223353,Sn09,-658.3376297319751
16,-68563.223353,Sn10,-656.6234952722475
17,-68563.255465,Sn01,-648.1106170017883
17,-68563.255465,Sn02,-648.1239427372011
17,-68563.255465,Sn03,-656.8578161530113
17,-68563.255465,Sn04,-647.6275204123103
17,-68563.255465,Sn05,-658.4456476654937
17,-68563.255465,Sn06,-656.958175900796
17,-68563.255465,Sn07,-657.9342432677931
17,-68563.255465,Sn08,-651.3063708142836
17,-68563.255465,Sn09,-660.4752341547155
17,-68563.255465,Sn10,-647.3538049353024
18,-68563.255606,Sn01,-646.8800016734795
18,-68563.255606,Sn02,-648.103432616997
18,-68563.255606,Sn03,-658.6087121871815
18,-68563.255606,Sn04,-647.8827605286797
18,-68563.255606,Sn05,-657.880678292202
18,-68563.255606,Sn06,-656.712637155309
18,-68563.255606,Sn07,-656.8124266593995
18,-68563.255606,Sn08,-651.2271484199318
18,-68563.255606,Sn09,-660.9705740956842
18,-68563.255606,Sn10,-648.6079804141004
19,-68563.254704,Sn01,-646.8607120812676
19,-68563.254704,Sn02,-648.0831542116439
19,-68563.254704,Sn03,-658.752092098548
19,-68563.254704,Sn04,-648.0933922566628
19,-68563.254704,Sn05,-656.6214426377574
19,-68563.254704,Sn06,-657.7189433881335
19,-68563.254704,Sn07,-658.5108446331051
19,-68563.254704,Sn08,-653.5008093098363
19,-68563.254704,Sn09,-658.7811733608282
19,-68563.254704,Sn10,-647.7473986769014
20,-68563.264068,Sn01,-648.5916889261043
20,-68563.264068,Sn02,-648.348843233659
20,-68563.264068,Sn03,-658.6680814737424
20,-68563.264068,Sn04,-647.303647202034
20,-68563.264068,Sn05,-659.0365550804208
20,-68563.264068,Sn06,-657.7054157119014
20,-68563.264068,Sn07,-659.0572919593264
20,-68563.264068,Sn08,-651.6177418295483
20,-68563.264068,Sn09,-659.1204282167669
20,-68563.264068,Sn10,-649.1013616254031
21,-68563.275071,Sn01,-647.1389418623285
21,-68563.275071,Sn02,-649.4915018655602
21,-68563.275071,Sn03,-656.9439783484904
21,-68563.275071,Sn04,-649.913187145768
21,-68563.275071,Sn05,-657.8004946054543
21,-68563.275071,Sn06,-658.6667343635031
21,-68563.275071,Sn07,-659.2439358740749
21,-68563.275071,Sn08,-657.7523658693258
21,-68563.275071,Sn09,-658.7005016802759
21,-68563.275071,Sn10,-648.5845059301769
22,-68563.272525,Sn01,-647.050548302193
22,-68563.272525,Sn02,-641.9750327979982
22,-68563.272525,Sn03,-656.9487103785723
22,-68563.272525,Sn04,-648.2031277319047
22,-68563.272525,Sn05,-658.977932021487
22,-68563.272525,Sn06,-659.4012723917567
22,-68563.272525,Sn07,-657.5434053802246
22,-68563.272525,Sn08,-657.4347722430111
22,-68563.272525,Sn09,-651.1388604788808
22,-68563.272525,Sn10,-647.2376629356568
23,-68563.234837,Sn01,-656.6302414215347
23,-68563.234837,Sn02,-657.1506328894948
23,-68563.234837,Sn03,-658.05103505446
23,-68563.234837,Sn04,-657.8730125938282
23,-68563.234837,Sn05,-655.9883583809237
23,-68563.234837,Sn06,-659.7244844393681
23,-68563.234837,Sn07,-656.0022003970462
23,-68563.234837,Sn08,-658.6221494316956
23,-68563.234837,Sn09,-650.6063334689043
23,-68563.234837,Sn10,-658.3746026902136
24,-68563.198482,Sn01,-657.4804769923644
24,-68563.198482,Sn02,-657.5122281848253
24,-68563.198482,Sn03,-655.9234321197432
24,-68563.198482,Sn04,-657.2827221173729
24,-68563.198482,Sn05,-658.6286298473437
24,-68563.198482,Sn06,-658.4387675682146
24,-68563.198482,Sn07,-657.335391385499
24,-68563.198482,Sn08,-659.2937703209655
24,-68563.198482,Sn09,-656.881837168824
24,-68563.198482,Sn10,-654.9961118704441
25,-68563.196658,Sn01,-656.5385595987145
25,-68563.196658,Sn02,-656.6658768522693
25,-68563.196658,Sn03,-658.0476977773478
25,-68563.196658,Sn04,-658.4149760140617
25,-68563.196658,Sn05,-657.2208421764585
25,-68563.196658,Sn06,-658.569816706462
25,-68563.196658,Sn07,-656.8591528777015
25,-68563.196658,Sn08,-659.9748434130452
25,-68563.196658,Sn09,-658.0710451144364
25,-68563.196658,Sn10,-657.2957265398272
26,-68563.232590,Sn01,-655.1472614962086
26,-68563.232590,Sn02,-656.745883577441
26,-68563.232590,Sn03,-654.920969057247
26,-68563.232590,Sn04,-650.9529796061297
26,-68563.232590,Sn05,-656.4666863593211
26,-68563.232590,Sn06,-658.7331673278559
26,-68563.232590,Sn07,-651.1697466499154
26,-68563.232590,Sn08,-656.9988154128182
26,-68563.232590,Sn09,-655.0114353812905
26,-68563.232590,Sn10,-656.9990312578298
27,-68563.227346,Sn01,-647.9705655152375
27,-68563.227346,Sn02,-647.1007016112735
27,-68563.227346,Sn03,-658.8075838649102
27,-68563.227346,Sn04,-658.4103399576888
27,-68563.227346,Sn05,-648.7135451222184
27,-68563.227346,Sn06,-658.4317319364668
27,-68563.227346,Sn07,-660.2904331841032
27,-68563.227346,Sn08,-660.0357744335324
27,-68563.227346,Sn09,-657.9706511135992
27,-68563.227346,Sn10,-647.1255050408263
28,-68563.256007,Sn01,-640.8200382792556
28,-68563.256007,Sn02,-647.1626732559671
28,-68563.256007,Sn03,-658.0266777676275
28,-68563.256007,Sn04,-658.19902203333
28,-68563.256007,Sn05,-647.3238972851877
28,-68563.256007,Sn06,-658.0982871888455
28,-68563.256007,Sn07,-658.1291913437212
28,-68563.256007,Sn08,-657.9640277123599
28,-68563.256007,Sn09,-657.8970510663471
28,-68563.256007,Sn10,-647.3670026668437
29,-68563.245840,Sn01,-648.2718076902688
29,-68563.245840,Sn02,-648.6670941464413
29,-68563.245840,Sn03,-655.6737239075132
29,-68563.245840,Sn04,-661.1548344632133
29,-68563.245840,Sn05,-648.7266298427999
29,-68563.245840,Sn06,-651.7002855961764
29,-68563.245840,Sn07,-657.781227634488
29,-68563.245840,Sn08,-659.8639002758664
29,-68563.245840,Sn09,-658.0664145253686
29,-68563.245840,Sn10,-647.1197071537313
30,-68563.229059,Sn01,-646.58270837901
30,-68563.229059,Sn02,-647.0090185660792
30,-68563.229059,Sn03,-660.5618588767038
30,-68563.229059,Sn04,-658.4031184280702
30,-68563.229059,Sn05,-649.9768299756392
30,-68563.229059,Sn06,-657.4291230499252
30,-68563.229059,Sn07,-657.8958032323931
30,-68563.229059,Sn08,-659.8911619516975
30,-68563.229059,Sn09,-658.1714910176374
30,-68563.229059,Sn10,-647.766220091059
31,-68563.247920,Sn01,-646.345493494649
31,-68563.247920,Sn02,-646.5164012659548
31,-68563.247920,Sn03,-658.1597909743268
31,-68563.247920,Sn04,-651.037511719207
31,-68563.247920,Sn05,-650.7132573669633
31,-68563.247920,Sn06,-657.8784752044694
31,-68563.247920,Sn07,-658.1007705673665
31,-68563.247920,Sn08,-657.467993092012
31,-68563.247920,Sn09,-657.9148353551313
31,-68563.247920,Sn10,-648.2653314934446
32,-68563.244855,Sn01,-647.0077395625794
32,-68563.244855,Sn02,-648.5523489164311
32,-68563.244855,Sn03,-658.115540340822
32,-68563.244855,Sn04,-660.9124709956372
32,-68563.244855,Sn05,-648.5715993650347
32,-68563.244855,Sn06,-651.2474938917144
32,-68563.244855,Sn07,-657.8028244709985
32,-68563.244855,Sn08,-657.7450654321269
32,-68563.244855,Sn09,-658.1547253105414
32,-68563.244855,Sn10,-648.7431876537298
33,-68563.263719,Sn01,-645.6107666367566
33,-68563.263719,Sn02,-645.584988626545
33,-68563.263719,Sn03,-657.8455161205416
33,-68563.263719,Sn04,-651.444166856108
33,-68563.263719,Sn05,-642.3690738690448
33,-68563.263719,Sn06,-656.3561712041528
33,-68563.263719,Sn07,-657.9614036527082
33,-68563.263719,Sn08,-659.2468227523259
33,-68563.263719,Sn09,-655.4258338655904
33,-68563.263719,Sn10,-647.4552328442783
34,-68563.229794,Sn01,-646.5174705948057
34,-68563.229794,Sn02,-648.2781901003145
34,-68563.229794,Sn03,-658.4370745119995
34,-68563.229794,Sn04,-659.7673049464656
34,-68563.229794,Sn05,-648.3082062721055
34,-68563.229794,Sn06,-658.3016789256744
34,-68563.229794,Sn07,-658.2990567655825
34,-68563.229794,Sn08,-658.5612833337891
34,-68563.229794,Sn09,-659.8507864406565
34,-68563.229794,Sn10,-646.742792734256
35,-68563.208004,Sn01,-655.9859882159735
35,-68563.208004,Sn02,-654.099492883307
35,-68563.208004,Sn03,-659.4356936812142
35,-68563.208004,Sn04,-659.0703071381076
35,-68563.208004,Sn05,-659.0528439604313
35,-68563.208004,Sn06,-654.0988929052578
35,-68563.208004,Sn07,-659.0529882909386
35,-68563.208004,Sn08,-659.0704788235539
35,-68563.208004,Sn09,-659.4356291769104
35,-68563.208004,Sn10,-655.9857876242877
36,-68563.243953,Sn01,-646.6654941727934
36,-68563.243953,Sn02,-648.5544068307945
36,-68563.243953,Sn03,-655.9510010370846
36,-68563.243953,Sn04,-653.2255292269119
36,-68563.243953,Sn05,-649.6227775112379
36,-68563.243953,Sn06,-658.5854223383121
36,-68563.243953,Sn07,-659.1226744597511
36,-68563.243953,Sn08,-658.9017926040951
36,-68563.243953,Sn09,-658.0547549012513
36,-68563.243953,Sn10,-647.7049815502005
37,-68563.206960,Sn01,-656.3911493908035
37,-68563.206960,Sn02,-656.7300502721155
37,-68563.206960,Sn03,-656.5399723490673
37,-68563.206960,Sn04,-660.0729387829115
37,-68563.206960,Sn05,-658.239530227469
37,-68563.206960,Sn06,-656.601350308707
37,-68563.206960,Sn07,-660.2988216018975
37,-68563.206960,Sn08,-656.6327699120861
37,-68563.206960,Sn09,-658.8598208910853
37,-68563.206960,Sn10,-656.7837180719125
38,-68563.288886,Sn01,-637.7988440325635
38,-68563.288886,Sn02,-648.4883407242105
38,-68563.288886,Sn03,-648.2469741384311
38,-68563.288886,Sn04,-646.7283558159043
38,-68563.288886,Sn05,-648.5720103937456
38,-68563.288886,Sn06,-658.2448807760193
38,-68563.288886,Sn07,-649.8515677546184
38,-68563.288886,Sn08,-658.9970770646778
38,-68563.288886,Sn09,-661.0000433666241
38,-68563.288886,Sn10,-642.1020951039045
39,-68563.288435,Sn01,-638.0114194092939
39,-68563.288435,Sn02,-641.8241760441624
39,-68563.288435,Sn03,-648.7432837170309
39,-68563.288435,Sn04,-648.7104045631163
39,-68563.288435,Sn05,-647.6112409665675
39,-68563.288435,Sn06,-658.6188581237711
39,-68563.288435,Sn07,-660.2060751584249
39,-68563.288435,Sn08,-648.9153920594595
39,-68563.288435,Sn09,-658.3668684945678
39,-68563.288435,Sn10,-650.0220453594952
40,-68563.296256,Sn01,-637.7887170328831
40,-68563.296256,Sn02,-647.7722363140929
40,-68563.296256,Sn03,-647.7718450195043
40,-68563.296256,Sn04,-658.2735656300401
40,-68563.296256,Sn05,-649.2224692735681
40,-68563.296256,Sn06,-649.2225191955831
40,-68563.296256,Sn07,-641.7683784867818
40,-68563.296256,Sn08,-658.6395850621138
40,-68563.296256,Sn09,-658.6399398763206
40,-68563.296256,Sn10,-641.7682749799333
41,-68563.293834,Sn01,-637.7641374980899
41,-68563.293834,Sn02,-646.9024486324897
41,-68563.293834,Sn03,-649.4105894339054
41,-68563.293834,Sn04,-659.6668267357377
41,-68563.293834,Sn05,-646.7462001160488
41,-68563.293834,Sn06,-642.3005772924989
41,-68563.293834,Sn07,-659.3822305503304
41,-68563.293834,Sn08,-649.5658439547419
41,-68563.293834,Sn09,-656.9128848386877
41,-68563.293834,Sn10,-642.108919432801
42,-68563.257039,Sn01,-637.6089695374717
42,-68563.257039,Sn02,-648.4805601846574
42,-68563.257039,Sn03,-648.4908738714403
42,-68563.257039,Sn04,-660.0485804413215
42,-68563.257039,Sn05,-648.4755747569598
42,-68563.257039,Sn06,-648.4799465041228
42,-68563.257039,Sn07,-660.1031173139245
42,-68563.257039,Sn08,-660.0836295371023
42,-68563.257039,Sn09,-648.4520780526718
42,-68563.257039,Sn10,-648.4525659124915
43,-68563.270821,Sn01,-638.5448838074271
43,-68563.270821,Sn02,-648.3236956922424
43,-68563.270821,Sn03,-648.3231457137572
43,-68563.270821,Sn04,-661.418602991811
43,-68563.270821,Sn05,-648.32313362687
43,-68563.270821,Sn06,-648.3230542732954
43,-68563.270821,Sn07,-648.3794720923634
43,-68563.270821,Sn08,-660.6581230380866
43,-68563.270821,Sn09,-660.6577658159949
43,-68563.270821,Sn10,-648.3803884904346
44,-68563.205349,Sn01,-658.1438751523974
44,-68563.205349,Sn02,-656.57657077776
44,-68563.205349,Sn03,-658.1447460513937
44,-68563.205349,Sn04,-656.5764474463795
44,-68563.205349,Sn05,-658.1441074020286
44,-68563.205349,Sn06,-658.1442529405294
44,-68563.205349,Sn07,-655.9773753947347
44,-68563.205349,Sn08,-660.5974093279688
44,-68563.205349,Sn09,-660.5995508483315
44,-68563.205349,Sn10,-655.9777485728218
45,-68563.253551,Sn01,-647.5339822325468
45,-68563.253551,Sn02,-656.994691463904
45,-68563.253551,Sn03,-657.9040267547402
45,-68563.253551,Sn04,-648.309446061101
45,-68563.253551,Sn05,-656.3891857321969
45,-68563.253551,Sn06,-648.7447677730574
45,-68563.253551,Sn07,-658.635919752387
45,-68563.253551,Sn08,-653.472812200207
45,-68563.253551,Sn09,-658.9641755111807
45,-68563.253551,Sn10,-648.2761791889807
46,-68563.244882,Sn01,-647.6628311916766
46,-68563.244882,Sn02,-658.2113991809174
46,-68563.244882,Sn03,-658.2113954577594
46,-68563.244882,Sn04,-647.6631689453152
46,-68563.244882,Sn05,-658.3860466653982
46,-68563.244882,Sn06,-647.5327481609961
46,-68563.244882,Sn07,-660.7927266709808
46,-68563.244882,Sn08,-660.7928805262413
46,-68563.244882,Sn09,-658.3860987870644
46,-68563.244882,Sn10,-647.6212183047028
47,-68563.272305,Sn01,-640.9715144825277
47,-68563.272305,Sn02,-656.0902774579367
47,-68563.272305,Sn03,-659.2823401623746
47,-68563.272305,Sn04,-646.2739349191133
47,-68563.272305,Sn05,-657.2963611130008
47,-68563.272305,Sn06,-649.0718383626827
47,-68563.272305,Sn07,-651.5895135776682
47,-68563.272305,Sn08,-657.3520284686028
47,-68563.272305,Sn09,-658.3936540525046
47,-68563.272305,Sn10,-647.9506769220602
48,-68563.255575,Sn01,-648.4973380043207
48,-68563.255575,Sn02,-656.7770203423906
48,-68563.255575,Sn03,-651.1899450462724
48,-68563.255575,Sn04,-646.4974416470113
48,-68563.255575,Sn05,-658.2588399713381
48,-68563.255575,Sn06,-650.0858959562643
48,-68563.255575,Sn07,-658.6170988690455
48,-68563.255575,Sn08,-656.3093583587834
48,-68563.255575,Sn09,-660.3290862757854
48,-68563.255575,Sn10,-646.1294259186484
49,-68563.215467,Sn01,-657.9080150826794
49,-68563.215467,Sn02,-657.86113343551
49,-68563.215467,Sn03,-660.1968042290932
49,-68563.215467,Sn04,-656.1343166905654
49,-68563.215467,Sn05,-656.1238888962434
49,-68563.215467,Sn06,-656.5617622221016
49,-68563.215467,Sn07,-657.8604190216893
49,-68563.215467,Sn08,-656.9931075395189
49,-68563.215467,Sn09,-660.20342140494
49,-68563.215467,Sn10,-657.8770590161448
50,-68563.267738,Sn01,-649.1572537638563
50,-68563.267738,Sn02,-648.9341238204233
50,-68563.267738,Sn03,-649.1568578471442
50,-68563.267738,Sn04,-648.934061749876
50,-68563.267738,Sn05,-649.1563087210607
50,-68563.267738,Sn06,-649.1561103243384
50,-68563.267738,Sn07,-660.889362302979
50,-68563.267738,Sn08,-660.9485347876139
50,-68563.267738,Sn09,-660.9487545137522
50,-68563.267738,Sn10,-638.9240992428558
51,-68563.294412,Sn01,-648.7127994388802
51,-68563.294412,Sn02,-641.4312613556299
51,-68563.294412,Sn03,-648.8562546293883
51,-68563.294412,Sn04,-649.0913232276412
51,-68563.294412,Sn05,-648.2104634174111
51,-68563.294412,Sn06,-649.6949125110241
51,-68563.294412,Sn07,-658.4002456503531
51,-68563.294412,Sn08,-659.545490257874
51,-68563.294412,Sn09,-661.3882325790737
51,-68563.294412,Sn10,-638.8242234062959
52,-68563.305655,Sn01,-648.6903029570035
52,-68563.305655,Sn02,-648.3015762132236
52,-68563.305655,Sn03,-641.4745639415955
52,-68563.305655,Sn04,-646.8341381045157
52,-68563.305655,Sn05,-649.1997212338824
52,-68563.305655,Sn06,-642.3596459280229
52,-68563.305655,Sn07,-657.2049680472496
52,-68563.305655,Sn08,-659.7126317069215
52,-68563.305655,Sn09,-658.6491534919078
52,-68563.305655,Sn10,-638.8224493876742
53,-68563.225340,Sn01,-658.1877767798005
53,-68563.225340,Sn02,-658.1875601388829
53,-68563.225340,Sn03,-658.1876035869482
53,-68563.225340,Sn04,-658.187904462603
53,-68563.225340,Sn05,-657.7710516629104
53,-68563.225340,Sn06,-658.1879414926852
53,-68563.225340,Sn07,-657.7714518881508
53,-68563.225340,Sn08,-658.1878023015743
53,-68563.225340,Sn09,-658.1882232104012
53,-68563.225340,Sn10,-658.1882289366708
54,-68563.302859,Sn01,-642.1654732518227
54,-68563.302859,Sn02,-647.6998808760227
54,-68563.302859,Sn03,-642.1661887455703
54,-68563.302859,Sn04,-647.7001922213453
54,-68563.302859,Sn05,-650.3644367712022
54,-68563.302859,Sn06,-659.9893768721786
54,-68563.302859,Sn07,-650.3649438618322
54,-68563.302859,Sn08,-659.9894262554681
54,-68563.302859,Sn09,-658.2966869790939
54,-68563.302859,Sn10,-638.1409038020915
55,-68563.215273,Sn01,-655.2538055827767
55,-68563.215273,Sn02,-658.2620941702294
55,-68563.215273,Sn03,-656.3093649512821
55,-68563.215273,Sn04,-656.4711227353891
55,-68563.215273,Sn05,-656.3966504429254
55,-68563.215273,Sn06,-657.9845300172001
55,-68563.215273,Sn07,-658.2660581731234
55,-68563.215273,Sn08,-658.4235977604803
55,-68563.215273,Sn09,-650.562358999719
55,-68563.215273,Sn10,-655.5495133574905
56,-68563.248514,Sn01,-645.7907162382471
56,-68563.248514,Sn02,-658.3267461504288
56,-68563.248514,Sn03,-658.326586151757
56,-68563.248514,Sn04,-645.7908449799575
56,-68563.248514,Sn05,-658.5202539279835
56,-68563.248514,Sn06,-643.0687412389525
56,-68563.248514,Sn07,-658.3106853939803
56,-68563.248514,Sn08,-658.5202899905498
56,-68563.248514,Sn09,-658.3106805819698
56,-68563.248514,Sn10,-645.8169309449031
57,-68563.266402,Sn01,-648.527617120084
57,-68563.266402,Sn02,-656.2371505557744
57,-68563.266402,Sn03,-656.2369493210253
57,-68563.266402,Sn04,-648.5275956944488
57,-68563.266402,Sn05,-659.7758539698889
57,-68563.266402,Sn06,-656.9238440310301
57,-68563.266402,Sn07,-650.2578429673245
57,-68563.266402,Sn08,-659.7749439153622
57,-68563.266402,Sn09,-656.9241157399679
57,-68563.266402,Sn10,-648.5354690318627
58,-68563.302632,Sn01,-646.9006194164394
58,-68563.302632,Sn02,-649.5223371847987
58,-68563.302632,Sn03,-646.9007015362367
58,-68563.302632,Sn04,-649.5221020830013
58,-68563.302632,Sn05,-646.9004971611985
58,-68563.302632,Sn06,-646.9012708428445
58,-68563.302632,Sn07,-649.5883616877954
58,-68563.302632,Sn08,-652.5003469592807
58,-68563.302632,Sn09,-652.5003903041297
58,-68563.302632,Sn10,-649.5888413790781
59,-68563.304552,Sn01,-649.3965150133563
59,-68563.304552,Sn02,-649.2445986213384
59,-68563.304552,Sn03,-649.0582747944145
59,-68563.304552,Sn04,-647.2702338726931
59,-68563.304552,Sn05,-647.35259386498
59,-68563.304552,Sn06,-647.2783089868458
59,-68563.304552,Sn07,-651.9254746113202
59,-68563.304552,Sn08,-647.5243667267105
59,-68563.304552,Sn09,-651.8937521533207
59,-68563.304552,Sn10,-649.3118938448697
60,-68563.307803,Sn01,-647.2955276891016
60,-68563.307803,Sn02,-648.6632355481265
60,-68563.307803,Sn03,-648.0264364893783
60,-68563.307803,Sn04,-647.4152183461165
60,-68563.307803,Sn05,-648.6483932220599
60,-68563.307803,Sn06,-649.4967793512546
60,-68563.307803,Sn07,-659.1730086365023
60,-68563.307803,Sn08,-649.1745827649174
60,-68563.307803,Sn09,-659.1483493655523
60,-68563.307803,Sn10,-649.9179388267453
61,-68563.236899,Sn01,-657.104415345967
61,-68563.236899,Sn02,-656.6334063894533
61,-68563.236899,Sn03,-657.1043165841193
61,-68563.236899,Sn04,-656.6339259355564
61,-68563.236899,Sn05,-657.1040469551053
61,-68563.236899,Sn06,-657.103985040168
61,-68563.236899,Sn07,-658.4679205760672
61,-68563.236899,Sn08,-657.1995913048695
