Structure,Energy,Nucleus,delta_iso
01,-70814.545585,Sn01,-637.3314641883344
01,-70814.545585,Sn02,-648.2383429237188
01,-70814.545585,Sn03,-648.238205650141
01,-70814.545585,Sn04,-656.9465902126085
01,-70814.545585,Sn05,-658.5493815994387
01,-70814.545585,Sn06,-648.279553604877
01,-70814.545585,Sn07,-648.2792501263643
01,-70814.545585,Sn08,-658.5444519825469
01,-70814.545585,Sn09,-658.5440839197049
01,-70814.545585,Sn10,-648.2742351492643
01,-70814.545585,Sn11,-656.653003405977
01,-70814.545585,Sn12,-656.6526787444482
01,-70814.545585,Sn13,-648.2740712685113
02,-70814.545915,Sn01,-646.3640526588024
02,-70814.545915,Sn02,-646.3638255544702
02,-70814.545915,Sn03,-646.3639898501633
02,-70814.545915,Sn04,-646.3639996725751
02,-70814.545915,Sn05,-659.0375075007314
02,-70814.545915,Sn06,-651.0524134349789
02,-70814.545915,Sn07,-656.6841796463591
02,-70814.545915,Sn08,-651.0526531489791
02,-70814.545915,Sn09,-656.6839691769028
02,-70814.545915,Sn10,-659.037347153434
02,-70814.545915,Sn11,-656.6844311979326
02,-70814.545915,Sn12,-656.6845386045807
02,-70814.545915,Sn13,-638.3226357137255
03,-70814.575009,Sn01,-638.5406282406802
03,-70814.575009,Sn02,-647.3771304410184
03,-70814.575009,Sn03,-638.5407940138957
03,-70814.575009,Sn04,-647.3771655920405
03,-70814.575009,Sn05,-650.669851132026
03,-70814.575009,Sn06,-657.6354238681124
03,-70814.575009,Sn07,-648.5910868945011
03,-70814.575009,Sn08,-648.5907719820252
03,-70814.575009,Sn09,-657.6356388420859
03,-70814.575009,Sn10,-649.2003555981278
03,-70814.575009,Sn11,-647.2372586101528
03,-70814.575009,Sn12,-659.6121997229029
03,-70814.575009,Sn13,-649.2001385787039
04,-70814.585310,Sn01,-647.3998567918288
04,-70814.585310,Sn02,-637.4175295366617
04,-70814.585310,Sn03,-647.776960207605
04,-70814.585310,Sn04,-648.7285488173252
04,-70814.585310,Sn05,-647.3834374239814
04,-70814.585310,Sn06,-649.2822002714183
04,-70814.585310,Sn07,-647.3240600047152
04,-70814.585310,Sn08,-649.076426787663
04,-70814.585310,Sn09,-657.5360446630029
04,-70814.585310,Sn10,-650.1056438105243
04,-70814.585310,Sn11,-657.3790889148231
04,-70814.585310,Sn12,-659.0045152606754
04,-70814.585310,Sn13,-640.9959256092293
05,-70814.605885,Sn01,-638.7115180637684
05,-70814.605885,Sn02,-638.2096868724125
05,-70814.605885,Sn03,-639.2312091684989
05,-70814.605885,Sn04,-647.7731180999817
05,-70814.605885,Sn05,-650.1367685987925
05,-70814.605885,Sn06,-649.4935377783945
05,-70814.605885,Sn07,-649.9736479379699
05,-70814.605885,Sn08,-647.9319460796955
05,-70814.605885,Sn09,-649.3960656410754
05,-70814.605885,Sn10,-650.1113376973908
05,-70814.605885,Sn11,-649.4121920836815
05,-70814.605885,Sn12,-658.5955520802409
05,-70814.605885,Sn13,-639.1828168662842
06,-70814.566078,Sn01,-656.9172236753166
06,-70814.566078,Sn02,-646.8865386332427
06,-70814.566078,Sn03,-646.8892861879185
06,-70814.566078,Sn04,-656.9203905213703
06,-70814.566078,Sn05,-646.8870431709943
06,-70814.566078,Sn06,-646.8872919934101
06,-70814.566078,Sn07,-646.8871245397795
06,-70814.566078,Sn08,-656.9188670207036
06,-70814.566078,Sn09,-646.8884415736661
06,-70814.566078,Sn10,-656.9151280863243
06,-70814.566078,Sn11,-656.9204930671967
06,-70814.566078,Sn12,-656.9218726843392
06,-70814.566078,Sn13,-642.860087247705
07,-70814.613967,Sn01,-647.9833058275717
07,-70814.613967,Sn02,-649.5462059874658
07,-70814.613967,Sn03,-639.7617638347447
07,-70814.613967,Sn04,-649.5468027636048
07,-70814.613967,Sn05,-647.9838308722183
07,-70814.613967,Sn06,-639.7619054585898
07,-70814.613967,Sn07,-649.546164390425
07,-70814.613967,Sn08,-647.983582964865
07,-70814.613967,Sn09,-647.9842440732637
07,-70814.613967,Sn10,-649.5465256934194
07,-70814.613967,Sn11,-641.0989731919249
07,-70814.613967,Sn12,-656.5872720922398
07,-70814.613967,Sn13,-641.1002223195187
08,-70814.622004,Sn01,-648.4594651229982
08,-70814.622004,Sn02,-638.704918525556
08,-70814.622004,Sn03,-648.5279487832495
08,-70814.622004,Sn04,-638.7049381886914
08,-70814.622004,Sn05,-648.4597404101255
08,-70814.622004,Sn06,-648.5275062686483
08,-70814.622004,Sn07,-638.7218328186641
08,-70814.622004,Sn08,-648.3800862946259
08,-70814.622004,Sn09,-648.3804598609258
08,-70814.622004,Sn10,-648.578796870162
08,-70814.622004,Sn11,-642.1754295723149
08,-70814.622004,Sn12,-648.5289347670741
08,-70814.622004,Sn13,-648.5794590502155
<class 'numpy.ndarray'>
[[0. 0. 0.]]
