
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.43232038410406      eV
 Composition: x =   0.37499999998871775     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  4     21       12           -64060.72936      -61059.00008    0.621386E-03    0.517821E-04
  4     22        8           -64060.80941      -61059.08013    0.916219E-02    0.114527E-02
  5      1       96           -64811.10732      -61058.94572    0.607115E-03    0.632412E-05
  5      2      192           -64811.12798      -61058.96638    0.269964E-02    0.140606E-04
  5      3       48           -64811.11935      -61058.95775    0.483395E-03    0.100707E-04
  5      4      192           -64811.11591      -61058.95430    0.169241E-02    0.881464E-05
  5      5       96           -64811.13305      -61058.97145    0.164267E-02    0.171111E-04
  5      6      192           -64811.14693      -61058.98533    0.561913E-02    0.292663E-04
  5      7       96           -64811.14333      -61058.98173    0.244425E-02    0.254609E-04
  5      8       96           -64811.11657      -61058.95497    0.868121E-03    0.904293E-05
  5      9       96           -64811.15908      -61058.99748    0.449521E-02    0.468251E-04
  5     10      192           -64811.12358      -61058.96198    0.227767E-02    0.118629E-04
  5     11       96           -64811.15460      -61058.99300    0.377983E-02    0.393732E-04
  5     12       96           -64811.13429      -61058.97269    0.172338E-02    0.179519E-04
  5     13       48           -64811.09652      -61058.93492    0.199860E-03    0.416374E-05
  5     14       96           -64811.09885      -61058.93725    0.437504E-03    0.455733E-05
  5     15       96           -64811.10455      -61058.94295    0.545365E-03    0.568088E-05
  5     16      192           -64811.12491      -61058.96331    0.239754E-02    0.124872E-04
  5     17      192           -64811.13724      -61058.97564    0.386324E-02    0.201210E-04
  5     18      192           -64811.14338      -61058.98178    0.489852E-02    0.255131E-04
  5     19      192           -64811.14607      -61058.98447    0.543570E-02    0.283109E-04
  5     20      192           -64811.15355      -61058.99195    0.725961E-02    0.378105E-04
  5     21       96           -64811.14266      -61058.98106    0.238190E-02    0.248114E-04
  5     22       96           -64811.16473      -61059.00313    0.559283E-02    0.582587E-04
  5     23      192           -64811.12660      -61058.96500    0.255971E-02    0.133318E-04
  5     24      192           -64811.13486      -61058.97326    0.352373E-02    0.183528E-04
  5     25      192           -64811.15418      -61058.99258    0.743813E-02    0.387402E-04
  5     26      192           -64811.14948      -61058.98788    0.620165E-02    0.323002E-04
  5     27       96           -64811.13234      -61058.97074    0.159804E-02    0.166463E-04
  5     28       96           -64811.14099      -61058.97939    0.223315E-02    0.232620E-04
  5     29       96           -64811.10918      -61058.94758    0.652406E-03    0.679589E-05
  5     30       48           -64811.11499      -61058.95339    0.408405E-03    0.850844E-05
  5     31       48           -64811.12250      -61058.96090    0.545992E-03    0.113748E-04
  5     32       96           -64811.15092      -61058.98932    0.327870E-02    0.341531E-04
  5     33       96           -64811.15329      -61058.99169    0.359376E-02    0.374350E-04
  5     34       48           -64811.17400      -61059.01240    0.400250E-02    0.833854E-04
  5     35       96           -64811.20776      -61059.04616    0.295486E-01    0.307798E-03
  6      1       48           -65561.52021      -61058.92629    0.143145E-03    0.298218E-05
  6      2       96           -65561.51663      -61058.92271    0.249315E-03    0.259703E-05
  6      3       96           -65561.53725      -61058.94332    0.553368E-03    0.576425E-05
  6      4       96           -65561.55042      -61058.95650    0.921072E-03    0.959450E-05
  6      5      192           -65561.54507      -61058.95115    0.149801E-02    0.780213E-05
  6      6      192           -65561.52659      -61058.93267    0.732990E-03    0.381766E-05
  6      7      192           -65561.55623      -61058.96230    0.230618E-02    0.120114E-04
  6      8       16           -65561.58156      -61058.98764    0.512041E-03    0.320025E-04
  6      9       48           -65561.53048      -61058.93655    0.212946E-03    0.443638E-05
  6     10      192           -65561.50648      -61058.91256    0.336652E-03    0.175340E-05
  6     11       96           -65561.50926      -61058.91533    0.187422E-03    0.195231E-05
  6     12       32           -65561.53261      -61058.93869    0.154198E-03    0.481868E-05
  6     13      192           -65561.53638      -61058.94245    0.107015E-02    0.557370E-05
  6     14      192           -65561.55508      -61058.96116    0.220601E-02    0.114896E-04
  6     15      192           -65561.56568      -61058.97176    0.332427E-02    0.173139E-04
  6     16      192           -65561.52769      -61058.93377    0.764763E-03    0.398314E-05
  6     17      192           -65561.54578      -61058.95185    0.153930E-02    0.801721E-05
  6     18       64           -65561.54481      -61058.95089    0.494282E-03    0.772316E-05
  6     19      192           -65561.55339      -61058.95947    0.206697E-02    0.107655E-04
  6     20       96           -65561.56876      -61058.97484    0.187237E-02    0.195039E-04
  6     21      192           -65561.56988      -61058.97596    0.391115E-02    0.203705E-04
  6     22      192           -65561.54427      -61058.95034    0.145197E-02    0.756234E-05
  6     23      192           -65561.55311      -61058.95919    0.204423E-02    0.106470E-04
  6     24      192           -65561.57385      -61058.97992    0.455946E-02    0.237472E-04
  6     25      192           -65561.56475      -61058.97083    0.320694E-02    0.167028E-04
  6     26       96           -65561.58096      -61058.98704    0.300222E-02    0.312732E-04
  6     27      192           -65561.56031      -61058.96639    0.270096E-02    0.140675E-04
  6     28       96           -65561.53571      -61058.94179    0.521528E-03    0.543258E-05
  6     29      192           -65561.55869      -61058.96477    0.253661E-02    0.132115E-04
  6     30      192           -65561.55524      -61058.96132    0.221997E-02    0.115623E-04
  6     31      192           -65561.55868      -61058.96475    0.253543E-02    0.132054E-04
  6     32      192           -65561.56461      -61058.97069    0.318949E-02    0.166119E-04
  6     33       48           -65561.50632      -61058.91239    0.836308E-04    0.174231E-05
  6     34      192           -65561.52438      -61058.93046    0.672829E-03    0.350432E-05
  6     35       32           -65561.54198      -61058.94806    0.221558E-03    0.692369E-05
  6     36      192           -65561.51409      -61058.92017    0.451898E-03    0.235364E-05
  6     37       48           -65561.51811      -61058.92419    0.131971E-03    0.274940E-05
  6     38       96           -65561.51989      -61058.92597    0.282756E-03    0.294538E-05
  6     39       96           -65561.51745      -61058.92353    0.257349E-03    0.268072E-05
  6     40       96           -65561.52718      -61058.93326    0.374897E-03    0.390518E-05
  6     41       48           -65561.51654      -61058.92262    0.124224E-03    0.258800E-05
  6     42      192           -65561.54816      -61058.95424    0.168820E-02    0.879272E-05
  6     43       24           -65561.51377      -61058.91985    0.557967E-04    0.232486E-05
  6     44       96           -65561.52518      -61058.93126    0.346974E-03    0.361431E-05
  6     45      192           -65561.54372      -61058.94979    0.142152E-02    0.740373E-05
  6     46      192           -65561.55012      -61058.95619    0.182082E-02    0.948343E-05
  6     47       96           -65561.54490      -61058.95098    0.744124E-03    0.775130E-05
  6     48       96           -65561.55341      -61058.95949    0.103417E-02    0.107726E-04
  6     49       96           -65561.57079      -61058.97687    0.202548E-02    0.210987E-04
  6     50       48           -65561.53532      -61058.94140    0.256800E-03    0.535000E-05
  6     51       96           -65561.57028      -61058.97636    0.198622E-02    0.206898E-04
  6     52      192           -65561.57470      -61058.98077    0.471168E-02    0.245400E-04
  6     53       96           -65561.57929      -61058.98537    0.281442E-02    0.293168E-04
  6     54       48           -65561.57496      -61058.98104    0.119006E-02    0.247928E-04
  6     55      192           -65561.56311      -61058.96919    0.301005E-02    0.156773E-04
  6     56       96           -65561.57904      -61058.98512    0.278733E-02    0.290347E-04
  6     57       16           -65561.54741      -61058.95349    0.136650E-03    0.854063E-05
  6     58       48           -65561.51364      -61058.91972    0.111025E-03    0.231302E-05
  6     59       48           -65561.55833      -61058.96440    0.625358E-03    0.130283E-04
  6     60       96           -65561.60610      -61059.01218    0.793796E-02    0.826871E-04
  6     61      192           -65561.59742      -61059.00349    0.113463E-01    0.590953E-04
  6     62       96           -65561.62828      -61059.03436    0.187226E-01    0.195027E-03
  6     63       96           -65561.60348      -61059.00955    0.717207E-02    0.747091E-04
  6     64       48           -65561.61413      -61059.02021    0.541494E-02    0.112811E-03
  6     65       48           -65561.59121      -61058.99728    0.223085E-02    0.464761E-04
  7      1      192           -66311.94451      -61058.91827    0.419870E-03    0.218683E-05
  7      2       48           -66311.97842      -61058.95218    0.389734E-03    0.811946E-05
  7      3       96           -66311.94963      -61058.92339    0.255966E-03    0.266631E-05
  7      4       96           -66311.91560      -61058.88936    0.686177E-04    0.714767E-06
  7      5       48           -66311.91094      -61058.88469    0.286431E-04    0.596732E-06
  7      6       96           -66311.93192      -61058.90568    0.129003E-03    0.134378E-05
  7      7       96           -66311.96458      -61058.93834    0.456331E-03    0.475345E-05
  7      8      192           -66311.94323      -61058.91699    0.399619E-03    0.208135E-05
  7      9      192           -66311.96152      -61058.93528    0.810719E-03    0.422250E-05
  7     10      192           -66311.97454      -61058.94830    0.134147E-02    0.698681E-05
  7     11      192           -66311.98827      -61058.96203    0.228175E-02    0.118841E-04
  7     12      192           -66311.96920      -61058.94296    0.109133E-02    0.568401E-05
  7     13      192           -66311.97897      -61058.95273    0.159227E-02    0.829309E-05
  7     14      192           -66311.95455      -61058.92830    0.619007E-03    0.322400E-05
  7     15      192           -66311.94879      -61058.92255    0.495449E-03    0.258047E-05
  7     16      192           -66311.97501      -61058.94877    0.136613E-02    0.711527E-05
  7     17      192           -66311.97941      -61058.95317    0.161948E-02    0.843479E-05
  7     18      192           -66311.97931      -61058.95306    0.161304E-02    0.840125E-05
  7     19       96           -66311.98554      -61058.95930    0.102662E-02    0.106939E-04
  7     20       96           -66311.97225      -61058.94601    0.613993E-03    0.639576E-05
  7     21      192           -66311.93300      -61058.90676    0.268992E-03    0.140100E-05
  7     22      192           -66311.95195      -61058.92571    0.559845E-03    0.291586E-05
  7     23       96           -66311.91308      -61058.88684    0.622422E-04    0.648356E-06
  7     24       96           -66311.92432      -61058.89808    0.961447E-04    0.100151E-05
  7     25      192           -66311.93376      -61058.90752    0.277081E-03    0.144313E-05
  7     26      192           -66311.94964      -61058.92339    0.511951E-03    0.266641E-05
  7     27      192           -66311.95674      -61058.93050    0.673861E-03    0.350969E-05
  7     28      192           -66311.94869      -61058.92245    0.493594E-03    0.257080E-05
  7     29       96           -66311.96376      -61058.93752    0.442101E-03    0.460522E-05
  7     30      192           -66311.92504      -61058.89880    0.197705E-03    0.102971E-05
  7     31       96           -66311.92608      -61058.89983    0.102898E-03    0.107186E-05
  7     32      192           -66311.94219      -61058.91595    0.383876E-03    0.199936E-05
  7     33      192           -66311.95534      -61058.92910    0.638339E-03    0.332468E-05
  7     34      192           -66311.93241      -61058.90617    0.262922E-03    0.136939E-05
  7     35      192           -66311.94584      -61058.91960    0.442037E-03    0.230227E-05
  7     36      192           -66311.96232      -61058.93607    0.836070E-03    0.435453E-05
  7     37      192           -66311.94051      -61058.91427    0.359710E-03    0.187349E-05
  7     38       96           -66311.94944      -61058.92320    0.254072E-03    0.264658E-05
  7     39      192           -66311.96984      -61058.94360    0.111847E-02    0.582535E-05
  7     40       96           -66311.93276      -61058.90651    0.133233E-03    0.138784E-05
  7     41      192           -66311.96916      -61058.94292    0.108964E-02    0.567522E-05
  7     42       96           -66311.96775      -61058.94150    0.515722E-03    0.537211E-05
  7     43       96           -66311.96666      -61058.94041    0.494449E-03    0.515051E-05
  7     44       96           -66311.99143      -61058.96519    0.128921E-02    0.134292E-04
  7     45       96           -66311.96841      -61058.94217    0.529160E-03    0.551209E-05
  7     46      192           -66311.97714      -61058.95090    0.148346E-02    0.772634E-05
  7     47      192           -66311.96119      -61058.93495    0.800467E-03    0.416910E-05
  7     48      192           -66311.99185      -61058.96560    0.262024E-02    0.136471E-04
  7     49      192           -66311.99770      -61058.97146    0.328600E-02    0.171146E-04
  7     50      192           -66311.97840      -61058.95216    0.155773E-02    0.811318E-05
  7     51       48           -66311.98007      -61058.95383    0.415404E-03    0.865424E-05
  7     52       96           -66311.96713      -61058.94089    0.503657E-03    0.524643E-05
  7     53       48           -66311.91035      -61058.88410    0.279979E-04    0.583290E-06
  7     54       96           -66311.93432      -61058.90808    0.141536E-03    0.147433E-05
  7     55      192           -66311.93864      -61058.91240    0.334583E-03    0.174262E-05
  7     56      192           -66311.94337      -61058.91712    0.401696E-03    0.209216E-05
  7     57       32           -66311.93053      -61058.90429    0.407484E-04    0.127339E-05
  7     58       96           -66311.95366      -61058.92742    0.299099E-03    0.311562E-05
  7     59       96           -66311.95312      -61058.92688    0.292916E-03    0.305121E-05
  7     60      192           -66311.96400      -61058.93776    0.892448E-03    0.464817E-05
  7     61       96           -66311.96270      -61058.93646    0.424356E-03    0.442038E-05
  7     62       16           -66311.93216      -61058.90592    0.217019E-04    0.135637E-05
  7     63       96           -66311.99363      -61058.96738    0.140351E-02    0.146198E-04
  7     64      192           -66312.02416      -61058.99791    0.914341E-02    0.476219E-04
  7     65      192           -66312.00195      -61058.97571    0.387285E-02    0.201711E-04
  7     66      192           -66312.02133      -61058.99509    0.819818E-02    0.426989E-04
  7     67      192           -66312.01008      -61058.98383    0.530385E-02    0.276242E-04
  7     68       64           -66311.99630      -61058.97006    0.103779E-02    0.162155E-04
  7     69       96           -66312.02607      -61058.99983    0.492340E-02    0.512855E-04
  7     70      192           -66312.01215      -61058.98591    0.574623E-02    0.299283E-04
  7     71      192           -66312.02303      -61058.99679    0.875337E-02    0.455905E-04
  7     72       96           -66311.98848      -61058.96224    0.115027E-02    0.119819E-04
  7     73      192           -66312.02080      -61058.99456    0.803120E-02    0.418292E-04
  7     74       96           -66311.98403      -61058.95779    0.968184E-03    0.100853E-04
  7     75       96           -66312.03621      -61059.00997    0.728859E-02    0.759228E-04
  7     76      192           -66311.98906      -61058.96282    0.235228E-02    0.122514E-04
  7     77       96           -66311.99918      -61058.97293    0.173960E-02    0.181208E-04
  7     78       96           -66311.95201      -61058.92576    0.280551E-03    0.292241E-05
  7     79       96           -66311.97882      -61058.95258    0.791622E-03    0.824606E-05
  7     80       48           -66311.97449      -61058.94824    0.334693E-03    0.697277E-05
  7     81       32           -66312.00074      -61058.97450    0.616055E-03    0.192517E-04
  7     82       16           -66312.07070      -61059.04446    0.461138E-02    0.288211E-03
  8      1       48           -67062.37149      -61058.91292    0.853671E-04    0.177848E-05
  8      2       96           -67062.33935      -61058.88079    0.492580E-04    0.513104E-06
  8      3      192           -67062.38655      -61058.92799    0.611525E-03    0.318503E-05
  8      4      192           -67062.36876      -61058.91019    0.307236E-03    0.160019E-05
  8      5      192           -67062.39867      -61058.94010    0.977172E-03    0.508944E-05
  8      6      192           -67062.39225      -61058.93368    0.762289E-03    0.397026E-05
  8      7       96           -67062.35957      -61058.90100    0.107669E-03    0.112155E-05
  8      8      192           -67062.33768      -61058.87912    0.923461E-04    0.480969E-06
  8      9      192           -67062.35671      -61058.89815    0.192830E-03    0.100432E-05
  8     10       96           -67062.36931      -61058.91074    0.156921E-03    0.163459E-05
  8     11      192           -67062.37592      -61058.91736    0.405389E-03    0.211140E-05
  8     12      192           -67062.37400      -61058.91544    0.376372E-03    0.196027E-05
  8     13       48           -67062.32089      -61058.86233    0.120582E-04    0.251212E-06
  8     14      192           -67062.34967      -61058.89111    0.146845E-03    0.764816E-06
  8     15      192           -67062.34013      -61058.88157    0.101526E-03    0.528780E-06
  8     16      192           -67062.35628      -61058.89771    0.189605E-03    0.987528E-06
  8     17      192           -67062.36970      -61058.91113    0.318637E-03    0.165957E-05
  8     18      192           -67062.36911      -61058.91055    0.311460E-03    0.162219E-05
  8     19       96           -67062.36918      -61058.91062    0.156170E-03    0.162677E-05
  8     20       96           -67062.38028      -61058.92172    0.239894E-03    0.249890E-05
  8     21       96           -67062.35428      -61058.89572    0.877619E-04    0.914187E-06
  8     22      192           -67062.36855      -61058.90998    0.304738E-03    0.158718E-05
  8     23      192           -67062.39009      -61058.93153    0.701213E-03    0.365215E-05
  8     24       96           -67062.37760      -61058.91903    0.216254E-03    0.225264E-05
  8     25       48           -67062.40669      -61058.94813    0.333215E-03    0.694198E-05
  8     26       96           -67062.38834      -61058.92977    0.327633E-03    0.341285E-05
  8     27       12           -67062.33386      -61058.87530    0.497900E-05    0.414917E-06
  8     28       96           -67062.36664      -61058.90808    0.141550E-03    0.147448E-05
  8     29       96           -67062.36557      -61058.90700    0.135780E-03    0.141437E-05
  8     30       96           -67062.38265      -61058.92408    0.262896E-03    0.273850E-05
  8     31      192           -67062.37600      -61058.91744    0.406598E-03    0.211770E-05
  8     32      192           -67062.40881      -61058.95024    0.144649E-02    0.753380E-05
  8     33      192           -67062.39069      -61058.93213    0.717706E-03    0.373805E-05
  8     34      192           -67062.39482      -61058.93626    0.841997E-03    0.438540E-05
  8     35      192           -67062.39888      -61058.94032    0.985180E-03    0.513114E-05
  8     36       48           -67062.38652      -61058.92795    0.152669E-03    0.318059E-05
  8     37       48           -67062.41005      -61058.95149    0.379464E-03    0.790549E-05
  8     38      192           -67062.33684      -61058.87828    0.894075E-04    0.465664E-06
  8     39      192           -67062.34865      -61058.89009    0.141185E-03    0.735341E-06
  8     40      192           -67062.35818      -61058.89962    0.204113E-03    0.106309E-05
  8     41       24           -67062.32830      -61058.86973    0.803004E-05    0.334585E-06
  8     42      192           -67062.35732      -61058.89876    0.197427E-03    0.102826E-05
  8     43       96           -67062.36696      -61058.90839    0.143286E-03    0.149256E-05
  8     44       96           -67062.37934      -61058.92078    0.231355E-03    0.240995E-05
  8     45       48           -67062.35793      -61058.89937    0.505371E-04    0.105286E-05
  8     46       96           -67062.36611      -61058.90754    0.138651E-03    0.144428E-05
  8     47      192           -67062.37410      -61058.91554    0.377787E-03    0.196764E-05
  8     48      192           -67062.38632      -61058.92776    0.606156E-03    0.315706E-05
  8     49      192           -67062.36835      -61058.90979    0.302472E-03    0.157537E-05
  8     50       48           -67062.36430      -61058.90574    0.646604E-04    0.134709E-05
  8     51       96           -67062.35851      -61058.89994    0.103339E-03    0.107645E-05
  8     52      192           -67062.41745      -61058.95888    0.202035E-02    0.105227E-04
  8     53      192           -67062.39766      -61058.93910    0.939804E-03    0.489481E-05
  8     54      192           -67062.42900      -61058.97043    0.315834E-02    0.164497E-04
  8     55       48           -67062.40622      -61058.94766    0.327225E-03    0.681718E-05
  8     56      192           -67062.41988      -61058.96131    0.221956E-02    0.115602E-04
  8     57      192           -67062.41906      -61058.96050    0.215059E-02    0.112010E-04
  8     58       96           -67062.42897      -61058.97041    0.157758E-02    0.164331E-04
  8     59      192           -67062.42367      -61058.96511    0.257081E-02    0.133896E-04
  8     60      192           -67062.43777      -61058.97921    0.443546E-02    0.231014E-04
  8     61      192           -67062.40146      -61058.94290    0.108862E-02    0.566987E-05
  8     62      192           -67062.43244      -61058.97388    0.360896E-02    0.187967E-04
  8     63      192           -67062.44145      -61058.98289    0.511380E-02    0.266344E-04
  8     64      192           -67062.39707      -61058.93851    0.918563E-03    0.478418E-05
  8     65       96           -67062.40749      -61058.94892    0.687190E-03    0.715823E-05
  8     66      192           -67062.42128      -61058.96272    0.234343E-02    0.122054E-04
  8     67      192           -67062.40120      -61058.94264    0.107780E-02    0.561357E-05
  8     68       96           -67062.35701      -61058.89844    0.975179E-04    0.101581E-05
  8     69       96           -67062.35604      -61058.89747    0.939267E-04    0.978403E-06
  8     70      192           -67062.37643      -61058.91786    0.413370E-03    0.215297E-05
  8     71       96           -67062.37170      -61058.91314    0.172140E-03    0.179313E-05
  8     72       96           -67062.39875      -61058.94019    0.490214E-03    0.510639E-05
  8     73      192           -67062.40666      -61058.94809    0.133106E-02    0.693259E-05
  8     74       96           -67062.41114      -61058.95258    0.791580E-03    0.824562E-05
  8     75       96           -67062.42871      -61058.97015    0.156198E-02    0.162706E-04
  8     76       24           -67062.40570      -61058.94713    0.160317E-03    0.667987E-05
  8     77       96           -67062.36628      -61058.90772    0.139604E-03    0.145421E-05
  8     78       96           -67062.36486      -61058.90630    0.132153E-03    0.137659E-05
  8     79       48           -67062.36441      -61058.90585    0.649261E-04    0.135263E-05
  8     80      192           -67062.39150      -61058.93294    0.740606E-03    0.385732E-05
  8     81      192           -67062.37530      -61058.91673    0.395706E-03    0.206097E-05
  8     82       96           -67062.41244      -61058.95387    0.832178E-03    0.866852E-05
  8     83       96           -67062.39691      -61058.93835    0.456518E-03    0.475540E-05
  8     84      192           -67062.42530      -61058.96673    0.273717E-02    0.142561E-04
  8     85      192           -67062.44172      -61058.98315    0.516589E-02    0.269057E-04
  8     86      192           -67062.41863      -61058.96007    0.211495E-02    0.110154E-04
  8     87       96           -67062.42418      -61058.96562    0.131076E-02    0.136538E-04
  8     88       96           -67062.41311      -61058.95454    0.854060E-03    0.889646E-05
  8     89      192           -67062.44060      -61058.98204    0.494801E-02    0.257709E-04
  8     90       48           -67062.41450      -61058.95594    0.450671E-03    0.938898E-05
  8     91       96           -67062.44096      -61058.98240    0.250850E-02    0.261302E-04
  8     92       48           -67062.47212      -61059.01356    0.418664E-02    0.872217E-04
  8     93       96           -67062.46959      -61059.01102    0.759119E-02    0.790749E-04
  8     94        6           -67062.34545      -61058.88688    0.389701E-05    0.649501E-06
  8     95       24           -67062.40391      -61058.94535    0.149615E-03    0.623397E-05
  8     96       48           -67062.45068      -61058.99212    0.182701E-02    0.380627E-04
  8     97       12           -67062.47861      -61059.02004    0.134514E-02    0.112095E-03
  9      1       16           -67812.76296      -61058.87207    0.585999E-05    0.366249E-06
  9      2       96           -67812.80679      -61058.91591    0.191643E-03    0.199628E-05
  9      3      192           -67812.77905      -61058.88816    0.131027E-03    0.682433E-06
  9      4      192           -67812.76004      -61058.86916    0.628288E-04    0.327233E-06
  9      5      192           -67812.79110      -61058.90021    0.208838E-03    0.108770E-05
  9      6      192           -67812.77669      -61058.88581    0.119633E-03    0.623086E-06
  9      7      192           -67812.78688      -61058.89600    0.177433E-03    0.924128E-06
  9      8      192           -67812.80827      -61058.91738    0.405744E-03    0.211325E-05
  9      9       96           -67812.81566      -61058.92477    0.270013E-03    0.281264E-05
  9     10       64           -67812.80977      -61058.91888    0.143339E-03    0.223967E-05
  9     11      192           -67812.79968      -61058.90879    0.291036E-03    0.151581E-05
  9     12       32           -67812.75844      -61058.86755    0.983998E-05    0.307499E-06
  9     13       96           -67812.76132      -61058.87043    0.330013E-04    0.343763E-06
  9     14      192           -67812.80434      -61058.91345    0.348523E-03    0.181522E-05
  9     15       96           -67812.81421      -61058.92332    0.255286E-03    0.265922E-05
  9     16       96           -67812.82611      -61058.93523    0.404596E-03    0.421454E-05
  9     17       96           -67812.75873      -61058.86785    0.298564E-04    0.311004E-06
  9     18       96           -67812.75730      -61058.86642    0.282552E-04    0.294325E-06
  9     19       96           -67812.77566      -61058.88478    0.574844E-04    0.598795E-06
  9     20       96           -67812.76941      -61058.87853    0.451375E-04    0.470182E-06
  9     21      192           -67812.79488      -61058.90399    0.241728E-03    0.125900E-05
  9     22      192           -67812.77850      -61058.88761    0.128274E-03    0.668093E-06
  9     23      192           -67812.78810      -61058.89722    0.185992E-03    0.968710E-06
  9     24      192           -67812.78696      -61058.89608    0.177955E-03    0.926849E-06
  9     25       48           -67812.77802      -61058.88714    0.314859E-04    0.655955E-06
  9     26       48           -67812.79165      -61058.90076    0.533321E-04    0.111108E-05
  9     27      192           -67812.81861      -61058.92773    0.605373E-03    0.315299E-05
  9     28      192           -67812.83925      -61058.94837    0.134538E-02    0.700717E-05
  9     29      192           -67812.83586      -61058.94498    0.117985E-02    0.614506E-05
  9     30       96           -67812.84881      -61058.95793    0.973488E-03    0.101405E-04
  9     31      192           -67812.84179      -61058.95091    0.148399E-02    0.772909E-05
  9     32      192           -67812.83873      -61058.94785    0.131853E-02    0.686737E-05
  9     33      192           -67812.81791      -61058.92702    0.589110E-03    0.306828E-05
  9     34       96           -67812.75800      -61058.86711    0.290206E-04    0.302298E-06
  9     35       96           -67812.77649      -61058.88561    0.593599E-04    0.618332E-06
  9     36      192           -67812.79496      -61058.90408    0.242552E-03    0.126329E-05
  9     37       96           -67812.78896      -61058.89808    0.961456E-04    0.100152E-05
  9     38      192           -67812.82654      -61058.93566    0.822827E-03    0.428556E-05
  9     39      192           -67812.80576      -61058.91488    0.368273E-03    0.191809E-05
  9     40       96           -67812.80616      -61058.91527    0.186986E-03    0.194777E-05
  9     41      192           -67812.82791      -61058.93702    0.867407E-03    0.451774E-05
  9     42       96           -67812.81007      -61058.91918    0.217509E-03    0.226572E-05
  9     43       96           -67812.84600      -61058.95512    0.873290E-03    0.909677E-05
  9     44       96           -67812.80759      -61058.91670    0.197613E-03    0.205847E-05
  9     45      192           -67812.78858      -61058.89770    0.189500E-03    0.986979E-06
  9     46      192           -67812.78535      -61058.89447    0.167210E-03    0.870888E-06
  9     47       96           -67812.80144      -61058.91056    0.155788E-03    0.162279E-05
  9     48      192           -67812.82713      -61058.93624    0.841594E-03    0.438330E-05
  9     49      192           -67812.79552      -61058.90463    0.247787E-03    0.129056E-05
  9     50      192           -67812.83546      -61058.94458    0.116187E-02    0.605141E-05
  9     51      192           -67812.81585      -61058.92497    0.544094E-03    0.283382E-05
  9     52      192           -67812.84622      -61058.95534    0.176151E-02    0.917451E-05
  9     53      192           -67812.85684      -61058.96595    0.265598E-02    0.138332E-04
  9     54       96           -67812.81905      -61058.92817    0.307906E-03    0.320736E-05
  9     55      192           -67812.82744      -61058.93655    0.851713E-03    0.443601E-05
  9     56      192           -67812.84162      -61058.95073    0.147409E-02    0.767754E-05
  9     57      192           -67812.85615      -61058.96527    0.258653E-02    0.134715E-04
