
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.42633518024934      eV
 Composition: x =   0.50000000001519440     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.397013E-03    0.397013E-03
  1      1       16           -61809.52206      -61059.09572    0.238743E-02    0.149214E-03
  2      1       48           -62559.91747      -61059.06480    0.335429E-02    0.698809E-04
  2      2       24           -62559.92649      -61059.07382    0.209240E-02    0.871835E-04
  2      3       48           -62559.93679      -61059.08412    0.538739E-02    0.112237E-03
  3      1       48           -63310.31227      -61059.03326    0.154715E-02    0.322322E-04
  3      2       32           -63310.31342      -61059.03442    0.106110E-02    0.331594E-04
  3      3       96           -63310.32148      -61059.04247    0.387886E-02    0.404048E-04
  3      4      192           -63310.33108      -61059.05208    0.981868E-02    0.511389E-04
  3      5       96           -63310.33003      -61059.05102    0.478390E-02    0.498323E-04
  3      6       48           -63310.32923      -61059.05023    0.234586E-02    0.488722E-04
  3      7       32           -63310.36223      -61059.08323    0.351409E-02    0.109815E-03
  3      8       16           -63310.29084      -61059.01184    0.304895E-03    0.190559E-04
  4      1       12           -64060.69708      -61058.99174    0.139641E-03    0.116368E-04
  4      2      192           -64060.71656      -61059.01122    0.360367E-02    0.187691E-04
  4      3      192           -64060.71491      -61059.00956    0.346019E-02    0.180218E-04
  4      4       96           -64060.72606      -61059.02072    0.227482E-02    0.236960E-04
  4      5       24           -64060.72769      -61059.02235    0.591850E-03    0.246604E-04
  4      6       96           -64060.73540      -61059.03006    0.286085E-02    0.298006E-04
  4      7       48           -64060.73390      -61059.02856    0.137868E-02    0.287224E-04
  4      8       96           -64060.71444      -61059.00910    0.171055E-02    0.178183E-04
  4      9      192           -64060.73261      -61059.02727    0.534277E-02    0.278269E-04
  4     10       96           -64060.75440      -61059.04906    0.455884E-02    0.474879E-04
  4     11       96           -64060.75643      -61059.05109    0.479187E-02    0.499153E-04
  4     12       96           -64060.72217      -61059.01683    0.206776E-02    0.215391E-04
  4     13       96           -64060.69587      -61058.99053    0.108461E-02    0.112981E-04
  4     14       96           -64060.72462      -61059.01928    0.219591E-02    0.228741E-04
  4     15       96           -64060.73338      -61059.02804    0.272200E-02    0.283541E-04
  4     16      192           -64060.74358      -61059.03824    0.699194E-02    0.364164E-04
  4     17       48           -64060.73462      -61059.02928    0.140304E-02    0.292300E-04
  4     18       24           -64060.74005      -61059.03471    0.801525E-03    0.333969E-04
  4     19        8           -64060.70845      -61059.00311    0.123055E-03    0.153819E-04
  4     20        4           -64060.71469      -61059.00935    0.717010E-04    0.179253E-04
  4     21       12           -64060.72936      -61059.02402    0.308317E-03    0.256930E-04
  4     22        8           -64060.80941      -61059.10407    0.146487E-02    0.183109E-03
  5      1       96           -64811.10732      -61058.97565    0.752792E-03    0.784158E-05
  5      2      192           -64811.12798      -61058.99630    0.249915E-02    0.130164E-04
  5      3       48           -64811.11935      -61058.98767    0.505594E-03    0.105332E-04
  5      4      192           -64811.11591      -61058.98423    0.185852E-02    0.967978E-05
  5      5       96           -64811.13305      -61059.00138    0.141530E-02    0.147427E-04
  5      6      192           -64811.14693      -61059.01525    0.397845E-02    0.207211E-04
  5      7       96           -64811.14333      -61059.01165    0.182102E-02    0.189690E-04
  5      8       96           -64811.11657      -61058.98489    0.944451E-03    0.983803E-05
  5      9       96           -64811.15908      -61059.02740    0.268004E-02    0.279171E-04
  5     10      192           -64811.12358      -61058.99191    0.224375E-02    0.116862E-04
  5     11       96           -64811.15460      -61059.02292    0.240102E-02    0.250107E-04
  5     12       96           -64811.13429      -61059.00262    0.145901E-02    0.151980E-04
  5     13       48           -64811.09652      -61058.96484    0.288748E-03    0.601558E-05
  5     14       96           -64811.09885      -61058.96718    0.611544E-03    0.637025E-05
  5     15       96           -64811.10455      -61058.97287    0.703281E-03    0.732584E-05
  5     16      192           -64811.12491      -61058.99323    0.231795E-02    0.120726E-04
  5     17      192           -64811.13724      -61059.00557    0.313697E-02    0.163384E-04
  5     18      192           -64811.14338      -61059.01171    0.364679E-02    0.189937E-04
  5     19      192           -64811.14607      -61059.01440    0.389558E-02    0.202895E-04
  5     20      192           -64811.15355      -61059.02188    0.468027E-02    0.243764E-04
  5     21       96           -64811.14266      -61059.01098    0.179142E-02    0.186607E-04
  5     22       96           -64811.16473      -61059.03305    0.307836E-02    0.320663E-04
  5     23      192           -64811.12660      -61058.99493    0.241619E-02    0.125843E-04
  5     24      192           -64811.13486      -61059.00319    0.295919E-02    0.154125E-04
  5     25      192           -64811.15418      -61059.02250    0.475294E-02    0.247549E-04
  5     26      192           -64811.14948      -61059.01780    0.423530E-02    0.220588E-04
  5     27       96           -64811.13234      -61059.00067    0.139079E-02    0.144874E-04
  5     28       96           -64811.14099      -61059.00932    0.171964E-02    0.179129E-04
  5     29       96           -64811.10918      -61058.97751    0.787940E-03    0.820770E-05
  5     30       48           -64811.11499      -61058.98332    0.454326E-03    0.946513E-05
  5     31       48           -64811.12250      -61058.99082    0.546190E-03    0.113790E-04
  5     32       96           -64811.15092      -61059.01925    0.219391E-02    0.228532E-04
  5     33       96           -64811.15329      -61059.02162    0.232537E-02    0.242226E-04
  5     34       48           -64811.17400      -61059.04232    0.193224E-02    0.402550E-04
  5     35       96           -64811.20776      -61059.07608    0.884754E-02    0.921618E-04
  6      1       48           -65561.52021      -61058.96220    0.270617E-03    0.563786E-05
  6      2       96           -65561.51663      -61058.95862    0.495786E-03    0.516444E-05
  6      3       96           -65561.53725      -61058.97923    0.822079E-03    0.856332E-05
  6      4       96           -65561.55042      -61058.99241    0.113569E-02    0.118301E-04
  6      5      192           -65561.54507      -61058.98706    0.199218E-02    0.103759E-04
  6      6      192           -65561.52659      -61058.96858    0.126604E-02    0.659395E-05
  6      7      192           -65561.55623      -61058.99821    0.261923E-02    0.136418E-04
  6      8       16           -65561.58156      -61059.02355    0.406372E-03    0.253983E-04
  6      9       48           -65561.53048      -61058.97247    0.348145E-03    0.725302E-05
  6     10      192           -65561.50648      -61058.94847    0.772900E-03    0.402552E-05
  6     11       96           -65561.50926      -61058.95125    0.413707E-03    0.430945E-05
  6     12       32           -65561.53261      -61058.97460    0.244590E-03    0.764343E-05
  6     13      192           -65561.53638      -61058.97837    0.160947E-02    0.838268E-05
  6     14      192           -65561.55508      -61058.99707    0.254649E-02    0.132630E-04
  6     15      192           -65561.56568      -61059.00767    0.330289E-02    0.172026E-04
  6     16      192           -65561.52769      -61058.96968    0.130058E-02    0.677383E-05
  6     17      192           -65561.54578      -61058.98776    0.202684E-02    0.105564E-04
  6     18       64           -65561.54481      -61058.98680    0.659789E-03    0.103092E-04
  6     19      192           -65561.55339      -61058.99538    0.244348E-02    0.127265E-04
  6     20       96           -65561.56876      -61059.01075    0.178103E-02    0.185524E-04
  6     21      192           -65561.56988      -61059.01187    0.366165E-02    0.190711E-04
  6     22      192           -65561.54427      -61058.98625    0.195313E-02    0.101725E-04
  6     23      192           -65561.55311      -61058.99510    0.242640E-02    0.126375E-04
  6     24      192           -65561.57385      -61059.01584    0.403575E-02    0.210195E-04
  6     25      192           -65561.56475      -61059.00674    0.322846E-02    0.168149E-04
  6     26       96           -65561.58096      -61059.02295    0.240284E-02    0.250296E-04
  6     27      192           -65561.56031      -61059.00230    0.289534E-02    0.150799E-04
  6     28       96           -65561.53571      -61058.97770    0.791753E-03    0.824743E-05
  6     29      192           -65561.55869      -61059.00068    0.278231E-02    0.144912E-04
  6     30      192           -65561.55524      -61058.99723    0.255669E-02    0.133161E-04
  6     31      192           -65561.55868      -61059.00066    0.278149E-02    0.144869E-04
  6     32      192           -65561.56461      -61059.00660    0.321732E-02    0.167569E-04
  6     33       48           -65561.50632      -61058.94830    0.192449E-03    0.400936E-05
  6     34      192           -65561.52438      -61058.96637    0.119910E-02    0.624534E-05
  6     35       32           -65561.54198      -61058.98397    0.307805E-03    0.961889E-05
  6     36      192           -65561.51409      -61058.95608    0.931576E-03    0.485196E-05
  6     37       48           -65561.51811      -61058.96010    0.257022E-03    0.535462E-05
  6     38       96           -65561.51989      -61058.96188    0.536989E-03    0.559363E-05
  6     39       96           -65561.51745      -61058.95944    0.505861E-03    0.526939E-05
  6     40       96           -65561.52718      -61058.96917    0.642186E-03    0.668944E-05
  6     41       48           -65561.51654      -61058.95853    0.247346E-03    0.515305E-05
  6     42      192           -65561.54816      -61058.99015    0.214908E-02    0.111931E-04
  6     43       24           -65561.51377      -61058.95576    0.115542E-03    0.481425E-05
  6     44       96           -65561.52518      -61058.96717    0.611421E-03    0.636897E-05
  6     45      192           -65561.54372      -61058.98571    0.192704E-02    0.100367E-04
  6     46      192           -65561.55012      -61058.99211    0.225467E-02    0.117431E-04
  6     47       96           -65561.54490      -61058.98689    0.991969E-03    0.103330E-04
  6     48       96           -65561.55341      -61058.99540    0.122225E-02    0.127318E-04
  6     49       96           -65561.57079      -61059.01278    0.187207E-02    0.195007E-04
  6     50       48           -65561.53532      -61058.97731    0.392049E-03    0.816769E-05
  6     51       96           -65561.57028      -61059.01227    0.184897E-02    0.192601E-04
  6     52      192           -65561.57470      -61059.01668    0.412069E-02    0.214619E-04
  6     53       96           -65561.57929      -61059.02128    0.230638E-02    0.240248E-04
  6     54       48           -65561.57496      -61059.01695    0.103689E-02    0.216019E-04
  6     55      192           -65561.56311      -61059.00510    0.310130E-02    0.161526E-04
  6     56       96           -65561.57904      -61059.02103    0.229228E-02    0.238779E-04
  6     57       16           -65561.54741      -61058.98940    0.175816E-03    0.109885E-04
  6     58       48           -65561.51364      -61058.95563    0.230337E-03    0.479868E-05
  6     59       48           -65561.55833      -61059.00032    0.689445E-03    0.143634E-04
  6     60       96           -65561.60610      -61059.04809    0.445191E-02    0.463741E-04
  6     61      192           -65561.59742      -61059.03940    0.719531E-02    0.374756E-04
  6     62       96           -65561.62828      -61059.07027    0.767193E-02    0.799159E-04
  6     63       96           -65561.60348      -61059.04547    0.417445E-02    0.434838E-04
  6     64       48           -65561.61413      -61059.05612    0.271073E-02    0.564736E-04
  6     65       48           -65561.59121      -61059.03319    0.154462E-02    0.321796E-04
  7      1      192           -66311.94451      -61058.96016    0.102977E-02    0.536340E-05
  7      2       48           -66311.97842      -61058.99408    0.591591E-03    0.123248E-04
  7      3       96           -66311.94963      -61058.96529    0.583872E-03    0.608200E-05
  7      4       96           -66311.91560      -61058.93125    0.253331E-03    0.263887E-05
  7      5       48           -66311.91094      -61058.92659    0.112965E-03    0.235343E-05
  7      6       96           -66311.93192      -61058.94757    0.378074E-03    0.393827E-05
  7      7       96           -66311.96458      -61058.98024    0.842514E-03    0.877618E-05
  7      8      192           -66311.94323      -61058.95889    0.997986E-03    0.519784E-05
  7      9      192           -66311.96152      -61058.97717    0.156308E-02    0.814105E-05
  7     10      192           -66311.97454      -61058.99019    0.215128E-02    0.112046E-04
  7     11      192           -66311.98827      -61059.00392    0.301308E-02    0.156931E-04
  7     12      192           -66311.96920      -61058.98486    0.188736E-02    0.982998E-05
  7     13      192           -66311.97897      -61058.99462    0.239834E-02    0.124913E-04
  7     14      192           -66311.95455      -61058.97020    0.131724E-02    0.686060E-05
  7     15      192           -66311.94879      -61058.96444    0.114376E-02    0.595707E-05
  7     16      192           -66311.97501      -61058.99066    0.217629E-02    0.113348E-04
  7     17      192           -66311.97941      -61058.99506    0.242425E-02    0.126263E-04
  7     18      192           -66311.97931      -61058.99496    0.241813E-02    0.125944E-04
  7     19       96           -66311.98554      -61059.00120    0.140901E-02    0.146772E-04
  7     20       96           -66311.97225      -61058.98791    0.101700E-02    0.105938E-04
  7     21      192           -66311.93300      -61058.94865    0.776413E-03    0.404382E-05
  7     22      192           -66311.95195      -61058.96760    0.123593E-02    0.643712E-05
  7     23       96           -66311.91308      -61058.92873    0.238137E-03    0.248060E-05
  7     24       96           -66311.92432      -61058.93997    0.313761E-03    0.326835E-05
  7     25      192           -66311.93376      -61058.94942    0.791142E-03    0.412053E-05
  7     26      192           -66311.94964      -61058.96529    0.116777E-02    0.608215E-05
  7     27      192           -66311.95674      -61058.97239    0.139012E-02    0.724019E-05
  7     28      192           -66311.94869      -61058.96435    0.114104E-02    0.594291E-05
  7     29       96           -66311.96376      -61058.97942    0.825754E-03    0.860160E-05
  7     30      192           -66311.92504      -61058.94069    0.638675E-03    0.332643E-05
  7     31       96           -66311.92608      -61058.94173    0.327566E-03    0.341215E-05
