Structure,Energy,Nucleus,delta_iso
01,-67062.371487,Sn01,-657.5378219530921
01,-67062.371487,Sn02,-657.5384356539253
01,-67062.371487,Sn03,-657.5384727893479
01,-67062.371487,Sn04,-657.5381670641159
01,-67062.371487,Sn05,-662.2296738682944
01,-67062.371487,Sn06,-652.1108076507985
01,-67062.371487,Sn07,-652.1102872496276
01,-67062.371487,Sn08,-662.2294435142285
02,-67062.339352,Sn01,-660.8896406533659
02,-67062.339352,Sn02,-657.5301383159381
02,-67062.339352,Sn03,-657.2925217168904
02,-67062.339352,Sn04,-659.3425814960701
02,-67062.339352,Sn05,-660.8899429638195
02,-67062.339352,Sn06,-659.3424752974806
02,-67062.339352,Sn07,-657.5301030285418
02,-67062.339352,Sn08,-653.8515460919475
03,-67062.386551,Sn01,-656.8799943675963
03,-67062.386551,Sn02,-658.4776452338219
03,-67062.386551,Sn03,-656.215484634843
03,-67062.386551,Sn04,-658.4089619088804
03,-67062.386551,Sn05,-659.3760296352898
03,-67062.386551,Sn06,-654.7000597208407
03,-67062.386551,Sn07,-652.3398553022753
03,-67062.386551,Sn08,-652.0570771171388
04,-67062.368756,Sn01,-658.5595803652009
04,-67062.368756,Sn02,-657.4896399416712
04,-67062.368756,Sn03,-659.4783408595149
04,-67062.368756,Sn04,-656.4531662288573
04,-67062.368756,Sn05,-658.6367070746633
04,-67062.368756,Sn06,-652.2083978120345
04,-67062.368756,Sn07,-654.0886251642978
04,-67062.368756,Sn08,-660.5307247282744
05,-67062.398668,Sn01,-658.6403446239083
05,-67062.398668,Sn02,-657.9578626881807
05,-67062.398668,Sn03,-652.0670374661818
05,-67062.398668,Sn04,-655.8246203302697
05,-67062.398668,Sn05,-659.233725825773
05,-67062.398668,Sn06,-652.1227577773052
05,-67062.398668,Sn07,-652.0664859749686
05,-67062.398668,Sn08,-660.7543719211117
06,-67062.392248,Sn01,-657.2413728859788
06,-67062.392248,Sn02,-661.0378426852712
06,-67062.392248,Sn03,-658.6550074005058
06,-67062.392248,Sn04,-657.3043117826505
06,-67062.392248,Sn05,-658.7602751926656
06,-67062.392248,Sn06,-659.180533389188
06,-67062.392248,Sn07,-651.7870635965437
06,-67062.392248,Sn08,-659.3686703661274
07,-67062.359568,Sn01,-656.3303423131929
07,-67062.359568,Sn02,-661.0949317674949
07,-67062.359568,Sn03,-658.4966281314546
07,-67062.359568,Sn04,-658.4964925695795
07,-67062.359568,Sn05,-651.406636937324
07,-67062.359568,Sn06,-660.1146181519503
07,-67062.359568,Sn07,-660.1150679962602
07,-67062.359568,Sn08,-651.4069056909557
08,-67062.337680,Sn01,-657.980288375682
08,-67062.337680,Sn02,-660.9098299225584
08,-67062.337680,Sn03,-659.4805116323532
08,-67062.337680,Sn04,-657.8343823806472
08,-67062.337680,Sn05,-659.3237368958698
08,-67062.337680,Sn06,-659.9847247653374
08,-67062.337680,Sn07,-659.9174467671965
08,-67062.337680,Sn08,-653.8004749866827
09,-67062.356714,Sn01,-658.5472263543861
09,-67062.356714,Sn02,-661.4066633616962
09,-67062.356714,Sn03,-658.4079115825984
09,-67062.356714,Sn04,-655.9435037145904
09,-67062.356714,Sn05,-661.1016832890127
09,-67062.356714,Sn06,-654.0578940533828
09,-67062.356714,Sn07,-658.495883281119
09,-67062.356714,Sn08,-652.0030325618945
10,-67062.369306,Sn01,-658.029922063014
10,-67062.369306,Sn02,-661.3356363251146
10,-67062.369306,Sn03,-652.6172376350132
10,-67062.369306,Sn04,-655.570345269703
10,-67062.369306,Sn05,-661.6153414955834
10,-67062.369306,Sn06,-660.5935534367159
10,-67062.369306,Sn07,-658.0121634335355
10,-67062.369306,Sn08,-652.3596912034914
11,-67062.375923,Sn01,-655.7284233995215
11,-67062.375923,Sn02,-654.8161450173934
11,-67062.375923,Sn03,-659.1004186655273
11,-67062.375923,Sn04,-657.186842294589
11,-67062.375923,Sn05,-652.0728398739443
11,-67062.375923,Sn06,-659.7471961359761
11,-67062.375923,Sn07,-657.5196939249104
11,-67062.375923,Sn08,-652.5881949061386
12,-67062.374003,Sn01,-658.5341825763239
12,-67062.374003,Sn02,-661.638120599674
12,-67062.374003,Sn03,-658.3750626079814
12,-67062.374003,Sn04,-659.1405847426113
12,-67062.374003,Sn05,-658.1042520743226
12,-67062.374003,Sn06,-660.3010168051255
12,-67062.374003,Sn07,-660.6219624411588
12,-67062.374003,Sn08,-658.7033208063508
13,-67062.320889,Sn01,-660.4616227827951
13,-67062.320889,Sn02,-660.3679039265853
13,-67062.320889,Sn03,-659.3584048869684
13,-67062.320889,Sn04,-659.3584781096342
13,-67062.320889,Sn05,-659.6051359395751
13,-67062.320889,Sn06,-659.5625882914678
13,-67062.320889,Sn07,-659.5627081066477
13,-67062.320889,Sn08,-659.6054814132053
14,-67062.349671,Sn01,-660.0919907828684
14,-67062.349671,Sn02,-661.4404243689787
14,-67062.349671,Sn03,-657.7205004899988
14,-67062.349671,Sn04,-653.7706210835577
14,-67062.349671,Sn05,-658.9450746658158
14,-67062.349671,Sn06,-658.260360439499
14,-67062.349671,Sn07,-659.774455453402
14,-67062.349671,Sn08,-660.8733165214053
15,-67062.340130,Sn01,-658.6137506270125
15,-67062.340130,Sn02,-653.4213206734858
15,-67062.340130,Sn03,-660.167797709013
15,-67062.340130,Sn04,-659.1773095134045
15,-67062.340130,Sn05,-657.1975169109983
15,-67062.340130,Sn06,-658.4761228345351
15,-67062.340130,Sn07,-658.9120317541215
15,-67062.340130,Sn08,-660.1836629878649
16,-67062.356278,Sn01,-657.9059639274728
16,-67062.356278,Sn02,-654.1971899300934
16,-67062.356278,Sn03,-658.2668993382499
16,-67062.356278,Sn04,-653.7196295758449
16,-67062.356278,Sn05,-657.1187806191383
16,-67062.356278,Sn06,-658.869045733094
16,-67062.356278,Sn07,-656.8302944742927
16,-67062.356278,Sn08,-661.2598202354743
17,-67062.369698,Sn01,-651.6286605661162
17,-67062.369698,Sn02,-661.3767282309882
17,-67062.369698,Sn03,-651.929851661152
17,-67062.369698,Sn04,-659.8400442502661
17,-67062.369698,Sn05,-655.557793262898
17,-67062.369698,Sn06,-659.2566553824245
17,-67062.369698,Sn07,-657.9684183468535
17,-67062.369698,Sn08,-660.5706445669139
18,-67062.369109,Sn01,-657.3242821074159
18,-67062.369109,Sn02,-654.1211584789826
18,-67062.369109,Sn03,-659.8798373558111
18,-67062.369109,Sn04,-652.375726306454
18,-67062.369109,Sn05,-655.765854911916
18,-67062.369109,Sn06,-660.9345146245623
18,-67062.369109,Sn07,-656.3828164306537
18,-67062.369109,Sn08,-660.1169579078373
19,-67062.369182,Sn01,-657.992334848841
19,-67062.369182,Sn02,-654.2521502380705
19,-67062.369182,Sn03,-657.6116956402848
19,-67062.369182,Sn04,-654.2239317984095
19,-67062.369182,Sn05,-657.0576687883231
19,-67062.369182,Sn06,-659.6282955849338
19,-67062.369182,Sn07,-657.0625511829248
19,-67062.369182,Sn08,-659.8606201294378
20,-67062.380279,Sn01,-659.7749875089353
20,-67062.380279,Sn02,-662.6976164494531
20,-67062.380279,Sn03,-651.4336133220036
20,-67062.380279,Sn04,-651.4339491907685
20,-67062.380279,Sn05,-658.1023545606058
20,-67062.380279,Sn06,-658.1017480741643
20,-67062.380279,Sn07,-657.8178003785588
20,-67062.380279,Sn08,-657.8181847233168
21,-67062.354283,Sn01,-656.4706312050148
21,-67062.354283,Sn02,-646.5939506164009
21,-67062.354283,Sn03,-660.4935782208468
21,-67062.354283,Sn04,-660.4938217922513
21,-67062.354283,Sn05,-658.4314334540768
21,-67062.354283,Sn06,-658.4309480449547
21,-67062.354283,Sn07,-659.3563756473059
21,-67062.354283,Sn08,-659.3561795063315
22,-67062.368545,Sn01,-660.3974335259463
22,-67062.368545,Sn02,-656.613390610958
22,-67062.368545,Sn03,-658.7961751703142
22,-67062.368545,Sn04,-658.3006315506641
