   x         T                   mu   
0.4375  473.00000000000000  -0.004708588996095386
0.4375  873.00000000000000  -0.01265862526008732
0.4375  1273.0000000000000  -0.021027545818014914
0.4375  1673.0000000000000  -0.029531912780043967
