
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.43240858899605      eV
 Composition: x =   0.43750000002876471     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.121317E-02    0.121317E-02
  1      1       16           -61809.52206      -61059.08965    0.628546E-02    0.392841E-03
  2      1       48           -62559.91747      -61059.05266    0.760842E-02    0.158509E-03
  2      2       24           -62559.92649      -61059.06167    0.474613E-02    0.197756E-03
  2      3       48           -62559.93679      -61059.07197    0.122200E-01    0.254584E-03
  3      1       48           -63310.31227      -61059.01504    0.302353E-02    0.629902E-04
  3      2       32           -63310.31342      -61059.01620    0.207367E-02    0.648023E-04
  3      3       96           -63310.32148      -61059.02425    0.758031E-02    0.789615E-04
  3      4      192           -63310.33108      -61059.03386    0.191883E-01    0.999389E-04
  3      5       96           -63310.33003      -61059.03280    0.934899E-02    0.973854E-04
  3      6       48           -63310.32923      -61059.03201    0.458443E-02    0.955090E-04
  3      7       32           -63310.36223      -61059.06501    0.686745E-02    0.214608E-03
  3      8       16           -63310.29084      -61058.99362    0.595844E-03    0.372403E-04
  4      1       12           -64060.69708      -61058.96744    0.235117E-03    0.195931E-04
  4      2      192           -64060.71656      -61058.98693    0.606758E-02    0.316020E-04
  4      3      192           -64060.71491      -61058.98527    0.582601E-02    0.303438E-04
  4      4       96           -64060.72606      -61058.99643    0.383017E-02    0.398976E-04
  4      5       24           -64060.72769      -61058.99805    0.996513E-03    0.415214E-04
  4      6       96           -64060.73540      -61059.00577    0.481689E-02    0.501760E-04
  4      7       48           -64060.73390      -61059.00427    0.232131E-02    0.483606E-04
  4      8       96           -64060.71444      -61058.98481    0.288010E-02    0.300011E-04
  4      9      192           -64060.73261      -61059.00298    0.899576E-02    0.468529E-04
  4     10       96           -64060.75440      -61059.02476    0.767583E-02    0.799565E-04
  4     11       96           -64060.75643      -61059.02679    0.806819E-02    0.840436E-04
  4     12       96           -64060.72217      -61058.99254    0.348153E-02    0.362660E-04
  4     13       96           -64060.69587      -61058.96624    0.182619E-02    0.190228E-04
  4     14       96           -64060.72462      -61058.99499    0.369731E-02    0.385136E-04
  4     15       96           -64060.73338      -61059.00374    0.458309E-02    0.477406E-04
