
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.39030732139838      eV
 Composition: x =   0.81249999999796796     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.294242E-07    0.294242E-07
  1      1       16           -61809.52206      -61059.13175    0.428256E-06    0.267660E-07
  2      1       48           -62559.91747      -61059.13686    0.145629E-05    0.303393E-07
  2      2       24           -62559.92649      -61059.14588    0.908432E-06    0.378513E-07
  2      3       48           -62559.93679      -61059.15617    0.233897E-05    0.487286E-07
  3      1       48           -63310.31227      -61059.14135    0.162574E-05    0.338697E-07
  3      2       32           -63310.31342      -61059.14250    0.111501E-05    0.348440E-07
  3      3       96           -63310.32148      -61059.15056    0.407591E-05    0.424574E-07
  3      4      192           -63310.33108      -61059.16016    0.103175E-04    0.537369E-07
  3      5       96           -63310.33003      -61059.15910    0.502693E-05    0.523638E-07
  3      6       48           -63310.32923      -61059.15831    0.246504E-05    0.513549E-07
  3      7       32           -63310.36223      -61059.19131    0.369261E-05    0.115394E-06
  3      8       16           -63310.29084      -61059.11992    0.320384E-06    0.200240E-07
  4      1       12           -64060.69708      -61059.13585    0.355147E-06    0.295956E-07
  4      2      192           -64060.71656      -61059.15533    0.916513E-05    0.477351E-07
  4      3      192           -64060.71491      -61059.15368    0.880024E-05    0.458346E-07
  4      4       96           -64060.72606      -61059.16483    0.578550E-05    0.602657E-07
  4      5       24           -64060.72769      -61059.16646    0.150524E-05    0.627184E-07
  4      6       96           -64060.73540      -61059.17418    0.727596E-05    0.757912E-07
  4      7       48           -64060.73390      -61059.17267    0.350636E-05    0.730491E-07
  4      8       96           -64060.71444      -61059.15321    0.435042E-05    0.453169E-07
  4      9      192           -64060.73261      -61059.17138    0.135882E-04    0.707717E-07
  4     10       96           -64060.75440      -61059.19317    0.115944E-04    0.120775E-06
  4     11       96           -64060.75643      -61059.19520    0.121871E-04    0.126949E-06
  4     12       96           -64060.72217      -61059.16094    0.525888E-05    0.547800E-07
  4     13       96           -64060.69587      -61059.13464    0.275848E-05    0.287341E-07
  4     14       96           -64060.72462      -61059.16339    0.558481E-05    0.581752E-07
  4     15       96           -64060.73338      -61059.17215    0.692280E-05    0.721125E-07
  4     16      192           -64060.74358      -61059.18235    0.177825E-04    0.926170E-07
  4     17       48           -64060.73462      -61059.17339    0.356832E-05    0.743400E-07
  4     18       24           -64060.74005      -61059.17882    0.203850E-05    0.849377E-07
  4     19        8           -64060.70845      -61059.14722    0.312964E-06    0.391206E-07
