   x         T                   mu   
0.8125  473.00000000000000  0.037392678601577245
0.8125  873.00000000000000  0.08648338075443007
0.8125  1273.0000000000000  0.13646621946588766
0.8125  1673.0000000000000  0.18671315272888478
