Structure,Energy,Nucleus,delta_iso
31,-64811.122498,Sn05,-662.3668247378478
32,-64811.150921,Sn01,-662.5878483788638
32,-64811.150921,Sn02,-659.9684105966317
32,-64811.150921,Sn03,-654.1675382682852
32,-64811.150921,Sn04,-660.1951699422275
32,-64811.150921,Sn05,-663.1428438971989
33,-64811.153293,Sn01,-655.5228751116238
33,-64811.153293,Sn02,-653.4348406915615
33,-64811.153293,Sn03,-659.3191192980589
33,-64811.153293,Sn04,-659.3932686501448
33,-64811.153293,Sn05,-655.9147576384694
34,-64811.173997,Sn01,-653.6004776416075
34,-64811.173997,Sn02,-653.6004938005894
34,-64811.173997,Sn03,-653.6004388076344
34,-64811.173997,Sn04,-653.6002291877116
34,-64811.173997,Sn05,-657.6713665175535
35,-64811.207759,Sn01,-643.6029032396941
35,-64811.207759,Sn02,-649.6665878364283
35,-64811.207759,Sn03,-643.7874155869467
35,-64811.207759,Sn04,-656.838758347461
35,-64811.207759,Sn05,-643.8526725735101
<class 'numpy.ndarray'>
[[0. 0. 0.]]
